ticker,TURN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,2.1739
2000-01-04,-4.7872
2000-01-05,7.2626
2000-01-06,-5.2083
2000-01-07,-2.7473
2000-01-10,-2.2599
2000-01-11,-5.7803
2000-01-12,-9.2025
2000-01-13,2.7027
2000-01-14,10.526299999999999
2000-01-18,4.7619
2000-01-19,-4.5455
2000-01-20,0.5952
2000-01-21,3.5503
2000-01-24,2.8571
2000-01-25,-2.2222
2000-01-26,7.9545
2000-01-27,-7.3684
2000-01-28,2.2727
2000-01-31,4.4444
2000-02-01,-1.0638
2000-02-02,0.0
2000-02-03,15.5914
2000-02-04,16.2791
2000-02-07,20.0
2000-02-08,-6.6667
2000-02-09,-10.0
2000-02-10,10.3175
2000-02-11,0.0
2000-02-14,3.5971
2000-02-15,-8.3333
2000-02-16,9.8485
2000-02-17,2.7586
2000-02-18,-2.349
2000-02-22,-2.0619
2000-02-23,1.0526
2000-02-24,-4.1667
2000-02-25,-5.7971
2000-02-28,13.8462
2000-02-29,15.8784
2000-03-01,12.2449
2000-03-02,-7.5325
2000-03-03,7.8652
2000-03-06,25.0
2000-03-07,8.3333
2000-03-08,-6.9231
2000-03-09,-6.1983
2000-03-10,4.4053
2000-03-13,-0.211
2000-03-14,-5.7082
2000-03-15,1.7936999999999999
2000-03-16,-3.9648
2000-03-17,-3.4404
2000-03-20,-16.8646
2000-03-21,-1.7143000000000002
2000-03-22,9.0116
2000-03-23,-1.3333
2000-03-24,-5.9459
2000-03-27,-4.5977
2000-03-28,0.6024
2000-03-29,-8.0838
2000-03-30,-3.5831
2000-03-31,-10.473
2000-04-03,-18.1132
2000-04-04,-15.2074
2000-04-05,14.6739
2000-04-06,21.8009
2000-04-07,6.6148
2000-04-10,-9.854
2000-04-11,-12.1457
2000-04-12,-15.2074
2000-04-13,-6.5217
2000-04-14,-15.1163
2000-04-17,-3.4247
2000-04-18,28.3688
2000-04-19,-2.2099
2000-04-20,-7.3446
2000-04-24,-9.7561
2000-04-25,12.1622
2000-04-26,5.4217
2000-04-27,-0.5714
2000-04-28,-1.1494
2000-05-01,1.1628
2000-05-02,-2.2989
2000-05-03,-7.6471
2000-05-04,0.6369
2000-05-05,-1.2658
2000-05-08,-3.2051
2000-05-09,-5.298
2000-05-10,-6.993
2000-05-11,-0.7519
2000-05-12,-0.7576
2000-05-15,-4.5802
2000-05-16,3.2
2000-05-17,-0.7752
2000-05-18,-1.5625
2000-05-19,-4.7619
2000-05-22,-14.1667
