ticker,SUN US Equity
2013-02-14,-0.3975
2013-02-15,-3.7477
2013-02-19,6.2149
2013-02-20,-2.3264
2013-02-21,-0.9383
2013-02-22,1.8215
2013-02-25,1.288
2013-02-26,3.3204000000000002
2013-02-27,-1.9144999999999999
2013-02-28,1.5685
2013-03-01,0.8579
2013-03-04,0.8166
2013-03-05,1.5862
2013-03-06,2.5249
2013-03-07,-0.2268
2013-03-08,0.0974
2013-03-11,0.5191
2013-03-12,0.9038
2013-03-13,0.5118
2013-03-14,0.7638
2013-03-15,0.4422
2013-03-18,-1.5723
2013-03-19,1.1182
2013-03-20,1.2322
2013-03-21,1.186
2013-03-22,-0.0925
2013-03-25,0.1235
2013-03-26,1.2643
2013-03-27,-0.7308
2013-03-28,-0.3067
2013-04-01,-1.0769
2013-04-02,-0.591
2013-04-03,-2.597
2013-04-04,-0.3212
2013-04-05,-0.1611
2013-04-08,1.3557000000000001
2013-04-09,0.4777
2013-04-10,0.9192
2013-04-11,0.3769
2013-04-12,-1.8460999999999999
2013-04-15,-0.51
2013-04-16,2.2108
2013-04-17,0.3135
2013-04-18,0.0
2013-04-19,-0.7188
2013-04-22,0.3777
2013-04-23,-0.9094
2013-04-24,-0.443
2013-04-25,0.0954
2013-04-26,-0.6034
2013-04-29,0.8946
2013-04-30,-2.1216
2013-05-01,-0.6147
2013-05-02,-0.0065
2013-05-03,-0.7097
2013-05-06,-0.459
2013-05-07,-0.0329
2013-05-08,-0.9885
2013-05-09,-1.3644
2013-05-10,6.4777000000000005
2013-05-13,0.602
2013-05-14,-0.0945
2013-05-15,-0.7881
2013-05-16,-0.8977
2013-05-17,0.6504
2013-05-20,1.9548
2013-05-21,-1.7588
2013-05-22,0.0
2013-05-23,-3.0645
2013-05-24,-0.1331
2013-05-28,-2.066
2013-05-29,-2.1096
2013-05-30,-0.7994
2013-05-31,1.0512
2013-06-03,-3.8834999999999997
2013-06-04,4.7619
2013-06-05,-2.2727
2013-06-06,2.6427
2013-06-07,-1.6478000000000002
2013-06-10,-0.8377
2013-06-11,0.0352
2013-06-12,-0.95
2013-06-13,0.3197
2013-06-14,0.8144
2013-06-17,-0.9132
2013-06-18,0.3899
2013-06-19,0.3178
2013-06-20,-1.0208
2013-06-21,1.5292
2013-06-24,-3.1874000000000002
2013-06-25,0.6151
2013-06-26,4.2431
2013-06-27,3.7254
2013-06-28,-2.5606999999999998
2013-07-01,0.6826
2013-07-02,-0.339
2013-07-03,0.102
2013-07-05,-0.3058
2013-07-08,-0.8862
2013-07-09,1.7194
2013-07-10,0.0338
2013-07-11,-0.7097
2013-07-12,0.953
2013-07-15,-0.944
2013-07-16,-0.3744
2013-07-17,0.5466
2013-07-18,-0.2718
2013-07-19,0.2726
2013-07-22,-0.4757
2013-07-23,-0.6145
2013-07-24,0.0687
2013-07-25,-0.103
2013-07-26,-0.2405
2013-07-29,0.7578
2013-07-30,-0.2393
2013-07-31,1.3023
2013-08-01,-1.0487
2013-08-02,1.094
2013-08-05,0.1695
2013-08-06,1.35
2013-08-07,-0.3664
2013-08-08,1.772
2013-08-09,-0.4599
2013-08-12,0.132
2013-08-13,0.1648
2013-08-14,1.5795
2013-08-15,-0.0881
2013-08-16,-2.5337
2013-08-19,-1.0804
2013-08-20,-0.0171
2013-08-21,-1.007
2013-08-22,-0.3103
2013-08-23,-0.761
2013-08-26,0.5577
2013-08-27,2.773
2013-08-28,1.0118
2013-08-29,1.803
2013-08-30,1.3119
2013-09-03,2.5898
2013-09-04,-0.5364
2013-09-05,-2.1891
2013-09-06,0.9082
2013-09-09,0.3214
2013-09-10,0.6088
2013-09-11,-0.3185
2013-09-12,-2.2045
2013-09-13,0.9474
2013-09-16,0.1618
2013-09-17,0.8078
2013-09-18,-0.5449
2013-09-19,0.4512
2013-09-20,-2.9516
2013-09-23,-0.8264
2013-09-24,0.4
2013-09-25,0.6972
2013-09-26,-0.3627
2013-09-27,1.2244
2013-09-30,-1.5364
2013-10-01,5.5113
2013-10-02,-0.1888
2013-10-03,-1.4502
2013-10-04,0.6078
2013-10-07,-2.6709
2013-10-08,-1.2741
2013-10-09,3.8385
2013-10-10,-0.3824
2013-10-11,-0.9917
2013-10-14,-0.8078
2013-10-15,0.6189
2013-10-16,0.3561
2013-10-17,1.6129
2013-10-18,-0.2222
2013-10-21,-0.2864
2013-10-22,0.4467
2013-10-23,0.3812
2013-10-24,-0.4747
2013-10-25,-0.9857
2013-10-28,0.3207
2013-10-29,1.0247
2013-10-30,-0.3798
2013-10-31,-1.1772
2013-11-01,0.0966
2013-11-04,0.0
2013-11-05,-0.3215
2013-11-06,5.4839
2013-11-07,0.0
2013-11-08,1.7431
2013-11-11,-1.6832
2013-11-12,0.9477
2013-11-13,1.1205
2013-11-14,-1.7969
2013-11-15,0.0018
2013-11-18,2.5930999999999997
2013-11-19,1.0253
2013-11-20,-0.1493
2013-11-21,-0.4484
2013-11-22,0.3003
2013-11-25,-0.3593
2013-11-26,-1.3822
2013-11-27,1.7367
2013-11-29,0.7787
2013-12-02,-3.5364
2013-12-03,-0.955
2013-12-04,-0.7154
2013-12-05,0.5952
2013-12-06,0.2491
2013-12-09,0.1553
2013-12-10,0.062
2013-12-11,0.124
2013-12-12,1.1641
2013-12-13,-0.355
2013-12-16,-1.0135
2013-12-17,0.5585
2013-12-18,0.4011
2013-12-19,-0.9834
2013-12-20,3.6313
2013-12-23,1.8269
2013-12-24,-0.4118
2013-12-26,0.2658
2013-12-27,0.1473
2013-12-30,-2.3529
2013-12-31,-0.3012
2014-01-02,-0.8157
2014-01-03,0.5787
2014-01-06,-1.9988000000000001
2014-01-07,2.3486000000000002
2014-01-08,-0.2114
2014-01-09,0.2723
2014-01-10,2.1424
2014-01-13,1.6543999999999999
2014-01-14,-1.0171
2014-01-15,1.9965000000000002
2014-01-16,-1.3817
2014-01-17,-1.2259
2014-01-21,-1.0047
2014-01-22,2.0
2014-01-23,1.3169
2014-01-24,-0.7221
2014-01-27,0.1164
2014-01-28,-1.4879
2014-01-29,-0.9971
2014-01-30,2.503
2014-01-31,0.6686
2014-02-03,-2.3968
2014-02-04,1.0651
2014-02-05,0.644
2014-02-06,0.0291
2014-02-07,1.7738
2014-02-10,0.2748
2014-02-11,-0.1316
2014-02-12,0.1997
2014-02-13,1.3243
2014-02-14,0.3704
2014-02-18,0.1419
2014-02-19,0.085
2014-02-20,0.3682
2014-02-21,2.0034
2014-02-24,1.8811
2014-02-25,-0.7059
2014-02-26,-1.3672
2014-02-27,-0.6099
2014-02-28,-1.2273
2014-03-03,1.7792
2014-03-04,3.2741
2014-03-05,-0.4299
2014-03-06,-1.1602999999999999
2014-03-07,0.7371
2014-03-10,0.6233
2014-03-11,-0.808
2014-03-12,-0.9775
2014-03-13,-1.7
2014-03-14,-1.2273
2014-03-17,0.1694
2014-03-18,-3.2422
2014-03-19,-3.9627
2014-03-20,-0.6978
2014-03-21,6.7828
2014-03-24,0.5722
2014-03-25,-1.2233
2014-03-26,-0.3456
2014-03-27,0.2023
2014-03-28,1.1826
2014-03-31,0.1995
2014-04-01,1.2802
2014-04-02,1.0112
2014-04-03,0.4449
2014-04-04,0.6921
2014-04-07,0.3299
2014-04-08,0.4111
2014-04-09,-0.7096
2014-04-10,-0.9346
2014-04-11,0.0832
2014-04-14,0.6681
2014-04-15,0.2451
2014-04-16,0.1648
2014-04-17,0.0
2014-04-21,0.384
2014-04-22,0.7923
2014-04-23,-0.0271
2014-04-24,0.1627
2014-04-25,-0.1895
2014-04-28,21.9691
2014-04-29,-5.0478
2014-04-30,-2.3419
2014-05-01,2.9976000000000003
2014-05-02,-1.1874
2014-05-05,0.8247
2014-05-06,-1.2852999999999999
2014-05-07,1.7755999999999998
2014-05-08,-1.4189
2014-05-09,0.2832
2014-05-12,3.2706
2014-05-13,1.2759
2014-05-14,0.1125
2014-05-15,-0.6067
2014-05-16,0.2987
2014-05-19,2.3712
2014-05-20,0.8241
2014-05-21,0.7731
2014-05-22,1.0083
2014-05-23,0.8898
2014-05-27,-0.9464
2014-05-28,0.5646
2014-05-29,0.1943
2014-05-30,1.7241
2014-06-02,-0.0424
2014-06-03,0.2967
2014-06-04,-0.803
2014-06-05,-1.7682
2014-06-06,0.4337
2014-06-09,-2.4401
2014-06-10,-0.4869
2014-06-11,1.9795
2014-06-12,0.3272
2014-06-13,-0.587
2014-06-16,-0.503
2014-06-17,-1.033
2014-06-18,0.3997
2014-06-19,-0.5309
2014-06-20,1.312
2014-06-23,0.417
2014-06-24,1.4208
2014-06-25,-0.3664
2014-06-26,0.3677
2014-06-27,1.0776
2014-06-30,0.064
2014-07-01,0.0213
2014-07-02,0.6604
2014-07-03,0.9312
2014-07-07,0.4403
2014-07-08,0.2088
2014-07-09,1.7917
2014-07-10,1.0029
2014-07-11,0.304
2014-07-14,1.5152
2014-07-15,-0.5373
2014-07-16,0.1401
2014-07-17,2.8771
2014-07-18,-0.1942
2014-07-21,-0.3892
2014-07-22,-1.6800000000000002
2014-07-23,0.7749
2014-07-24,0.3549
2014-07-25,0.2161
2014-07-28,0.2549
2014-07-29,0.1173
2014-07-30,-0.0781
2014-07-31,-0.1173
2014-08-01,-1.409
2014-08-04,1.6673
2014-08-05,-0.7419
2014-08-06,0.0
2014-08-07,1.0622
2014-08-08,0.7201
2014-08-11,1.7971
2014-08-12,3.4548
2014-08-13,2.789
2014-08-14,-0.2499
2014-08-15,1.1627
2014-08-18,3.1959
2014-08-19,-0.5363
2014-08-20,0.8871
2014-08-21,0.431
2014-08-22,1.7511
2014-08-25,-0.0506
2014-08-26,-0.4558
2014-08-27,-3.0863
2014-08-28,0.105
2014-08-29,-0.2272
2014-09-02,-0.1752
2014-09-03,-1.7726
2014-09-04,-4.3773
2014-09-05,-1.0277
2014-09-08,-3.5114
2014-09-09,1.7022
2014-09-10,-2.5394
2014-09-11,0.454
2014-09-12,3.3602
2014-09-15,-0.3612
2014-09-16,0.4961
2014-09-17,0.1139
2014-09-18,0.7017
2014-09-19,1.4501
2014-09-22,0.0
2014-09-23,-0.0557
2014-09-24,-1.1516
2014-09-25,-1.8414000000000001
2014-09-26,4.3262
2014-09-29,0.6789
2014-09-30,0.2369
2014-10-01,-0.4
2014-10-02,0.931
2014-10-03,-0.5245
2014-10-06,-0.0909
2014-10-07,-4.9864
2014-10-08,-3.4668
2014-10-09,-3.9683
2014-10-10,-6.9215
2014-10-13,-1.7758
2014-10-14,-0.565
2014-10-15,3.3409
2014-10-16,9.0389
2014-10-17,1.2707
2014-10-20,-0.8166
2014-10-21,-6.7671
2014-10-22,-2.1753
2014-10-23,-0.2422
2014-10-24,1.5228000000000002
2014-10-27,0.4348
2014-10-28,0.3896
2014-10-29,-0.3881
2014-10-30,-0.8874
2014-10-31,0.6115
2014-11-03,-1.4325999999999999
2014-11-04,-0.9689
2014-11-05,0.0667
2014-11-06,-1.3333
2014-11-07,2.7252
2014-11-10,-0.2412
2014-11-11,-0.989
2014-11-12,0.4883
2014-11-13,0.4639
2014-11-14,1.6176
2014-11-17,0.0438
2014-11-18,0.5691
2014-11-19,-0.914
2014-11-20,1.4935
2014-11-21,-0.0216
2014-11-24,-0.8442
2014-11-25,0.1746
2014-11-26,2.1138
2014-11-28,0.2134
2014-12-01,-6.3032
2014-12-02,2.3636
2014-12-03,3.0417
2014-12-04,0.1508
2014-12-05,1.463
2014-12-08,-3.2867
2014-12-09,-1.2936
2014-12-10,-2.8432
2014-12-11,4.0238
2014-12-12,-0.0659
2014-12-15,-3.013
2014-12-16,-0.4082
2014-12-17,1.2978
2014-12-18,1.1238
2014-12-19,2.4005
2014-12-22,0.0868
2014-12-23,1.8434
2014-12-24,0.5963
2014-12-26,1.2701
2014-12-29,2.5502000000000002
2014-12-30,1.4064
2014-12-31,0.0402
2015-01-02,-1.2658
2015-01-05,-1.7908
2015-01-06,0.0
2015-01-07,-0.4766
2015-01-08,0.9786
2015-01-09,0.4742
2015-01-12,-2.0111
2015-01-13,-0.712
2015-01-14,-0.5906
2015-01-15,2.4825
2015-01-16,0.6832
2015-01-20,1.3982999999999999
2015-01-21,0.3853
2015-01-22,1.4949
2015-01-23,2.1099
2015-01-26,1.1696
2015-01-27,-0.501
2015-01-28,-1.3749
2015-01-29,-1.5119
2015-01-30,-0.0399
2015-02-02,1.4559
2015-02-03,1.4743
2015-02-04,-0.0969
2015-02-05,-0.2521
2015-02-06,0.1555
2015-02-09,-0.5435
2015-02-10,-1.0929
2015-02-11,-0.6117
2015-02-12,0.6949
2015-02-13,0.4389
2015-02-17,-1.6686999999999999
2015-02-18,0.2222
2015-02-19,3.0236
2015-02-20,0.7826
2015-02-23,1.4172
2015-02-24,-0.3063
2015-02-25,0.0576
2015-02-26,-0.2111
2015-02-27,-0.8077
2015-03-02,-0.0775
2015-03-03,-0.5239
2015-03-04,0.4486
2015-03-05,-0.466
2015-03-06,-0.6048
2015-03-09,0.1766
2015-03-10,-0.627
2015-03-11,-2.1491
2015-03-12,2.7603999999999997
2015-03-13,0.098
2015-03-16,0.2742
2015-03-17,-0.5861
2015-03-18,-0.0983
2015-03-19,-0.2754
2015-03-20,2.0513
2015-03-23,1.0244
2015-03-24,-1.0331
2015-03-25,-0.174
2015-03-26,0.4067
2015-03-27,-1.1764999999999999
2015-03-30,0.4294
2015-03-31,-0.2138
2015-04-01,-0.6037
2015-04-02,-0.96
2015-04-06,-0.6924
2015-04-07,-1.5537999999999998
2015-04-08,-1.8211
2015-04-09,0.0206
2015-04-10,0.9685
2015-04-13,-1.2041
2015-04-14,0.9502
2015-04-15,0.4502
2015-04-16,2.363
2015-04-17,1.0547
2015-04-20,-0.0591
2015-04-21,-0.7488
2015-04-22,1.4294
2015-04-23,0.0391
2015-04-24,-0.0783
2015-04-27,-0.0196
2015-04-28,0.0196
2015-04-29,2.6238
2015-04-30,-0.3816
2015-05-01,2.6432
2015-05-04,-0.3545
2015-05-05,-4.0075
2015-05-06,-0.4292
2015-05-07,-1.6261999999999999
2015-05-08,-2.2705
2015-05-11,-2.0175
2015-05-12,0.7903
2015-05-13,0.1857
2015-05-14,-0.2884
2015-05-15,2.0347
2015-05-18,-2.0513
2015-05-19,-1.6545
2015-05-20,-0.724
2015-05-21,0.2789
2015-05-22,1.0695000000000001
2015-05-26,1.5026000000000002
2015-05-27,-1.6888999999999998
2015-05-28,-2.3966
2015-05-29,0.3911
2015-06-01,-1.1905000000000001
2015-06-02,2.6287000000000003
2015-06-03,-0.3202
2015-06-04,-4.0043
2015-06-05,-2.0968
2015-06-08,-0.3645
2015-06-09,1.5550000000000002
2015-06-10,2.0266
2015-06-11,-0.5518
2015-06-12,0.4882
2015-06-15,1.9876
2015-06-16,0.9744
2015-06-17,1.2652999999999999
2015-06-18,-3.0707
2015-06-19,-0.1748
2015-06-22,2.0355
2015-06-23,0.2789
2015-06-24,-1.6042999999999998
2015-06-25,-1.413
2015-06-26,-1.6538
2015-06-29,-0.3587
2015-06-30,1.9352
2015-07-01,1.1921
2015-07-02,-3.1195
2015-07-06,-2.0041
2015-07-07,3.2399
2015-07-08,-1.6693
2015-07-09,-0.9507
2015-07-10,0.9598
2015-07-13,-0.9733
2015-07-14,-0.5029
2015-07-15,-7.8796
2015-07-16,-0.4988
2015-07-17,-1.5789
2015-07-20,-5.0166
2015-07-21,1.4745
2015-07-22,-1.4531
2015-07-23,0.9383
2015-07-24,0.9562
2015-07-27,1.0524
2015-07-28,4.0614
2015-07-29,1.0758
2015-07-30,-1.2624
2015-07-31,-0.4763
2015-08-03,-1.0327
2015-08-04,-0.4327
2015-08-05,-2.684
2015-08-06,-4.7806999999999995
2015-08-07,-1.0207
2015-08-10,2.9543
2015-08-11,3.9253
2015-08-12,5.2878
2015-08-13,0.0
2015-08-14,0.33
2015-08-17,0.7275
2015-08-18,-0.0996
2015-08-19,-2.9668
2015-08-20,-1.8756
2015-08-21,-4.111
2015-08-24,-1.775
2015-08-25,0.3614
2015-08-26,-0.2493
2015-08-27,6.165
2015-08-28,1.5956000000000001
2015-08-31,1.3902999999999999
2015-09-01,-2.7933
2015-09-02,0.4441
2015-09-03,-1.4043999999999999
2015-09-04,-1.4243999999999999
2015-09-08,-0.2676
2015-09-09,-3.1124
2015-09-10,1.5785
2015-09-11,-3.1897
2015-09-14,-1.2953999999999999
2015-09-15,-1.5977000000000001
2015-09-16,-0.9858
2015-09-17,1.8740999999999999
2015-09-18,1.6671
2015-09-21,-1.1592
2015-09-22,2.8318
2015-09-23,-4.0334
2015-09-24,-2.8986
2015-09-25,0.9254
2015-09-28,-4.1704
2015-09-29,-4.7222
2015-09-30,9.6534
2015-10-01,0.8863
2015-10-02,-0.9663
2015-10-05,0.7392
2015-10-06,0.6164
2015-10-07,1.0502
2015-10-08,1.4723
2015-10-09,2.9872
2015-10-12,-0.884
2015-10-13,-0.4459
2015-10-14,2.5196
2015-10-15,-0.1092
2015-10-16,0.8748
2015-10-19,-1.7614999999999998
2015-10-20,0.7448
2015-10-21,0.7119
2015-10-22,-2.4742
2015-10-23,-1.2824
2015-10-26,-3.5301
2015-10-27,-4.2155
2015-10-28,-0.7335
2015-10-29,4.8953
2015-10-30,1.2328000000000001
2015-11-02,-3.5663
2015-11-03,1.2928
2015-11-04,-0.5343
2015-11-05,7.8782
2015-11-06,-0.4149
2015-11-09,-2.0833
2015-11-10,-0.1986
2015-11-11,-2.3024
2015-11-12,-2.0076
2015-11-13,0.5802
2015-11-16,5.5539
2015-11-17,2.9168
2015-11-18,5.2792
2015-11-19,3.5893
2015-11-20,-2.1656
2015-11-23,0.026
2015-11-24,-0.6509
2015-11-25,-0.7862
2015-11-27,-0.2377
2015-11-30,-1.5091
2015-12-01,-0.457
2015-12-02,-0.8642
2015-12-03,0.1362
2015-12-04,-1.3874
2015-12-07,-1.6
2015-12-08,-1.7942
2015-12-09,2.9689
2015-12-10,3.8813
2015-12-11,-3.8965
2015-12-14,-1.4996
2015-12-15,1.607
2015-12-16,2.6082
2015-12-17,-2.6501
2015-12-18,-2.2222
2015-12-21,0.8239
2015-12-22,4.1138
2015-12-23,5.7104
2015-12-24,-0.4608
2015-12-28,-3.035
2015-12-29,1.9893999999999998
2015-12-30,2.0286
2015-12-31,0.9686
2016-01-04,-0.0505
2016-01-05,-0.1263
2016-01-06,-3.0602
2016-01-07,-2.7133000000000003
2016-01-08,-1.609
2016-01-11,-4.5516
2016-01-12,-1.2564
2016-01-13,-4.0197
2016-01-14,3.8867000000000003
2016-01-15,1.2181
2016-01-19,-7.8797
2016-01-20,-8.958
2016-01-21,-3.6898
2016-01-22,6.8464
2016-01-25,0.8632
2016-01-26,7.4719999999999995
2016-01-27,3.5835
2016-01-28,0.9462
2016-01-29,-0.3808
2016-02-01,-1.5878
2016-02-02,-2.3006
2016-02-03,-4.7667
2016-02-04,3.0982
2016-02-05,-6.8734
2016-02-08,-16.0316
2016-02-09,-3.8839
2016-02-10,1.2761
2016-02-11,-2.5619
2016-02-12,4.0517
2016-02-16,16.6529
2016-02-17,5.7884
2016-02-18,-0.0336
2016-02-19,-0.8731
2016-02-22,4.878
2016-02-23,-2.3256
2016-02-24,1.1574
2016-02-25,-4.6093
2016-02-26,5.6203
2016-02-29,-2.4984
2016-03-01,2.2962
2016-03-02,6.9291
2016-03-03,0.3955
2016-03-04,-0.7273
2016-03-07,2.1673
2016-03-08,-2.6591
2016-03-09,-1.0129
2016-03-10,-0.186
2016-03-11,3.324
2016-03-14,-1.4432
2016-03-15,0.9457
2016-03-16,1.3296999999999999
2016-03-17,0.8947
2016-03-18,-0.9459
2016-03-21,-0.0298
2016-03-22,-0.2388
2016-03-23,-3.5606999999999998
2016-03-24,0.0931
2016-03-28,0.465
2016-03-29,0.4628
2016-03-30,0.9521
2016-03-31,0.791
2016-04-01,-2.3544
2016-04-04,-1.4838
2016-04-05,-0.2196
2016-04-06,2.1384
2016-04-07,-0.5542
2016-04-08,-0.031
2016-04-11,-0.6504
2016-04-12,5.2993
2016-04-13,-0.3256
2016-04-14,-0.2673
2016-04-15,-2.5015
2016-04-18,2.9933
2016-04-19,2.5208
2016-04-20,2.2563
2016-04-21,-1.9802
2016-04-22,4.0693
2016-04-25,-2.274
2016-04-26,1.9012
2016-04-27,1.1696
2016-04-28,-0.1101
2016-04-29,-1.1022
2016-05-02,-1.2817
2016-05-03,-1.4959
2016-05-04,-0.237
2016-05-05,-1.1471
2016-05-06,-1.6662
2016-05-09,-1.5431
2016-05-10,1.5058
2016-05-11,2.5129
2016-05-12,-0.7679
2016-05-13,-0.8036
2016-05-16,1.9202
2016-05-17,-1.7663
2016-05-18,-2.0677
2016-05-19,-0.7344
2016-05-20,3.2059
2016-05-23,0.5078
2016-05-24,0.5052
2016-05-25,-0.1478
2016-05-26,-1.0956
2016-05-27,0.509
2016-05-31,-1.1915
2016-06-01,1.7486000000000002
2016-06-02,0.0593
2016-06-03,-1.4806
2016-06-06,1.2925
2016-06-07,0.0593
2016-06-08,-8.2444
2016-06-09,-3.6199
2016-06-10,-1.1402
2016-06-13,-0.6106
2016-06-14,-0.0683
2016-06-15,0.1366
2016-06-16,-1.2278
2016-06-17,3.7983000000000002
2016-06-20,-0.5323
2016-06-21,3.3445
2016-06-22,-2.3948
2016-06-23,2.1883
2016-06-24,-2.4659
2016-06-27,-2.9275
2016-06-28,2.8101000000000003
2016-06-29,1.8
2016-06-30,-1.9319
2016-07-01,-2.2037
2016-07-05,-1.0925
2016-07-06,-1.8639999999999999
2016-07-07,-3.1305
2016-07-08,4.2847
2016-07-11,2.7159
2016-07-12,1.7627000000000002
2016-07-13,-0.8661
2016-07-14,1.0081
2016-07-15,-0.0998
2016-07-18,-0.0333
2016-07-19,0.7662
2016-07-20,0.4298
2016-07-21,0.395
2016-07-22,0.4262
2016-07-25,0.7835
2016-07-26,-0.3563
2016-07-27,0.4551
2016-07-28,-0.0971
2016-07-29,0.4211
2016-08-01,0.0
2016-08-02,0.3871
2016-08-03,1.9457
2016-08-04,-6.1165
2016-08-05,4.2744
2016-08-08,0.3306
2016-08-09,-0.9555
2016-08-10,-0.3327
2016-08-11,-0.968
2016-08-12,3.1008
2016-08-15,0.1308
2016-08-16,0.0979
2016-08-17,0.4566
2016-08-18,0.9091
2016-08-19,-0.8044
2016-08-22,-0.5838
2016-08-23,0.2936
2016-08-24,-1.8216999999999999
2016-08-25,-0.4639
2016-08-26,0.0333
2016-08-29,1.6306
2016-08-30,-0.9823
2016-08-31,-1.5211999999999999
2016-09-01,0.1007
2016-09-02,0.5703
2016-09-06,1.8346
2016-09-07,0.2293
2016-09-08,0.3922
2016-09-09,-3.0924
2016-09-12,1.2429000000000001
2016-09-13,-0.8626
2016-09-14,0.1673
2016-09-15,-0.3341
2016-09-16,-1.9779
2016-09-19,0.342
2016-09-20,-0.9543
2016-09-21,2.5465
2016-09-22,0.4362
2016-09-23,0.7685
2016-09-26,-1.3594
2016-09-27,-0.7395
2016-09-28,0.5418
2016-09-29,-1.7178
2016-09-30,-0.5826
2016-10-03,0.6205
2016-10-04,-1.4388
2016-10-05,-1.2513
2016-10-06,0.352
2016-10-07,-0.456
2016-10-10,1.6209
2016-10-11,-0.6935
2016-10-12,-0.3142
2016-10-13,-0.7706
2016-10-14,-0.0706
2016-10-17,1.2716
2016-10-18,0.3488
2016-10-19,0.1043
2016-10-20,0.8681
2016-10-21,0.9294
2016-10-24,0.0682
2016-10-25,-1.4315
2016-10-26,-1.7635
2016-10-27,0.352
2016-10-28,-0.2806
2016-10-31,0.211
2016-11-01,-0.1053
2016-11-02,-1.8974
2016-11-03,-2.0577
2016-11-04,-0.9804
2016-11-07,2.2848
2016-11-08,-4.5048
2016-11-09,5.731
2016-11-10,-7.8909
2016-11-11,-1.8014000000000001
2016-11-14,-2.5683
2016-11-15,4.3515
2016-11-16,-1.1628
2016-11-17,-1.5415999999999999
2016-11-18,-1.8953
2016-11-21,-3.7799
2016-11-22,-7.1584
2016-11-23,0.7992
2016-11-25,1.6791
2016-11-28,-2.7064
2016-11-29,0.9901
2016-11-30,12.5117
2016-12-01,-1.4523
2016-12-02,3.2
2016-12-05,1.9584000000000001
2016-12-06,-2.2009
2016-12-07,-0.9002
2016-12-08,0.3716
2016-12-09,0.9461
2016-12-12,0.7742
2016-12-13,0.2831
2016-12-14,-2.2580999999999998
2016-12-15,0.2063
2016-12-16,0.6999
2016-12-19,-1.5944
2016-12-20,-8.0183
2016-12-21,6.3234
2016-12-22,12.6593
2016-12-23,1.7345000000000002
2016-12-27,0.9266
2016-12-28,-2.2035
2016-12-29,0.2629
2016-12-30,0.7116
2017-01-03,0.4091
2017-01-04,1.6667
2017-01-05,-0.9107
2017-01-06,-1.3603
2017-01-09,2.0127
2017-01-10,-2.2653
2017-01-11,1.0841
2017-01-12,-0.5917
2017-01-13,-0.8557
2017-01-17,0.4128
2017-01-18,-0.299
2017-01-19,-0.075
2017-01-20,0.15
2017-01-23,0.7491
2017-01-24,2.1561
2017-01-25,1.6012
2017-01-26,1.6117
2017-01-27,0.3877
2017-01-30,0.0702
2017-01-31,-0.7018
2017-02-01,-0.212
2017-02-02,2.6912000000000003
2017-02-03,1.931
2017-02-06,1.2854999999999999
2017-02-07,-0.7014
2017-02-08,-0.5045
2017-02-09,1.4047
