ticker,CMHF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-02,44.0
2005-06-01,47.2222
2018-02-28,-92.8302
2018-03-08,0.0
2018-03-14,0.0
2018-03-19,2.7939
2018-03-20,0.0
2018-03-22,1.2821
2018-03-23,0.0
2018-03-26,0.5063
2018-03-27,0.0
2018-04-03,8.3123
2018-04-04,11.1628
2018-04-06,-0.6276
2018-04-09,-11.5789
2018-04-10,7.1429
2018-04-11,-6.6667
2018-04-17,9.5238
2018-04-23,2.1739
2018-04-26,2.1277
2018-05-04,0.2083
2018-05-07,0.4158
2018-05-08,0.207
2018-05-16,0.8264
2018-05-22,-1.2295
2018-05-31,2.4896
2018-06-05,-2.4291
2018-06-08,0.2075
2018-06-11,0.8282
2018-06-13,2.6694
2018-06-26,0.3204
2018-06-29,0.0
2018-07-12,0.1996
2018-07-13,1.3546
2018-07-16,1.2186
2018-07-20,2.9126
2018-07-24,0.0
2018-07-26,0.0
2018-07-31,0.0
2018-08-01,-1.8868
2018-08-09,3.3462
2018-08-15,-3.2378
2018-09-10,0.0
2018-09-11,-0.7692
2018-09-17,0.0
2018-09-21,0.0388
2018-09-28,3.7626
2018-10-01,-0.7477
2018-10-09,0.0
2018-10-11,-0.1883
2018-10-17,-0.7547
2018-10-18,-0.1901
2018-10-22,-0.7619
2018-10-23,0.0
2018-10-25,-0.7678
2018-11-27,-5.2224
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,0.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,-0.6122
2018-12-21,-1.4374
2018-12-24,-1.0417
2018-12-27,-5.2632
2019-01-02,-2.1333
2019-01-03,-8.7193
2019-01-04,1.9403000000000001
2019-01-08,4.9292
2019-01-22,4.6512
2019-02-04,-7.8772
2019-02-08,1.4493
2019-02-11,0.0
2019-02-12,0.0
2019-02-14,4.7619
2019-02-28,-5.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,1.6745999999999999
2019-03-06,-1.1764999999999999
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,4.7619
2019-03-18,-4.5455
2019-03-19,0.2381
2019-03-21,0.2375
2019-03-22,0.0
2019-03-25,0.0
2019-03-27,0.4739
2019-03-28,-0.9434
2019-03-29,0.0
2019-04-01,0.9524
2019-04-02,-0.2358
2019-04-05,0.487
2019-04-12,-0.0141
2019-04-15,0.0
2019-04-17,0.0
2019-04-25,0.0
2019-05-01,0.2353
2019-05-07,-1.0343
2019-05-13,1.6627
2019-05-20,-0.7009
2019-05-23,8.2353
2019-06-20,-8.0435
2019-06-27,-1.182
2019-07-01,-0.7177
2019-07-02,-1.2048
2019-07-03,-0.9756
2019-07-09,0.5419
2019-07-16,-0.539
2019-07-25,0.4926
2019-08-01,-0.2941
2019-08-02,0.0
2019-08-07,2.1664
2019-08-19,-1.9277
2019-08-21,0.0
2019-08-22,-0.2457
2019-08-23,-0.9852
2019-08-27,0.7463
2019-08-28,-1.2346
2019-08-29,-7.3
2019-09-03,0.0539
2019-09-04,-0.3235
2019-09-05,-1.298
2019-09-12,11.0685
2019-09-16,-2.5654
2019-09-17,2.5316
2019-09-19,-0.2469
2019-09-23,0.0
2019-09-24,-4.703
2019-09-25,5.1948
2019-09-26,-1.284
2019-09-27,0.2501
2019-09-30,-0.1996
2019-10-01,0.0
2019-10-02,0.0
2019-10-11,0.0
2019-10-16,-1.25
2019-10-17,0.0
2019-10-22,1.2658
2019-10-23,0.0
2019-11-04,0.4006
2019-11-19,1.2469000000000001
2019-11-21,0.2463
2019-11-25,5.7002
2019-11-27,2.278
2019-12-03,0.4545
2019-12-11,-1.3575
2019-12-12,0.9174
2019-12-27,0.0
2019-12-31,-0.5909
2020-01-03,0.0457
2020-01-08,2.8336
2020-01-09,-2.2222
2020-01-14,0.0
2020-01-17,0.0
2020-01-21,0.7273
2020-01-22,-0.8123
2020-01-28,0.3185
2020-01-29,0.0
2020-02-05,0.4089
2020-02-10,-0.0452
2020-02-18,-0.0453
2020-02-25,-0.0906
2020-02-27,-0.0453
2020-02-28,-3.4013999999999998
2020-03-02,6.1033
2020-03-04,-9.292
2020-03-05,6.0976
2020-03-06,0.2299
2020-03-09,-3.6696999999999997
2020-03-11,-4.2857
2020-03-12,-0.4975
2020-03-13,-1.6
2020-03-18,0.0
2020-03-19,0.0
2020-03-23,-18.6992
2020-03-24,18.75
2020-04-02,-2.3158
2020-04-09,0.2155
2020-04-13,0.5376
2020-04-15,-1.0695000000000001
2020-04-16,-0.8108
2020-04-17,-0.218
2020-04-29,-1.0377
2020-05-14,0.3872
2020-05-15,0.0
2020-05-22,0.2755
2020-05-29,0.8242
2020-06-02,-1.3624
2020-06-03,0.8287
2020-06-09,1.0959
2020-06-16,1.2195
2020-06-17,-3.3467000000000002
2020-06-30,4.7091
2020-07-06,-2.1164
2020-07-07,-2.4324
2020-07-08,2.4931
2020-07-09,-0.5405
2020-07-10,-3.5326
2020-07-13,0.0
2020-07-15,0.0
2020-07-16,-0.8451
2020-07-17,-11.0795
2020-07-22,11.5016
2020-07-27,-6.0172
2020-07-28,-3.3537
2020-07-29,0.0
2020-07-31,3.7318
