ticker,HBI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-08-17,-7.6923
2006-08-18,1.3889
2006-08-21,4.0
2006-08-22,0.3688
2006-08-23,0.2625
2006-08-24,0.7853
2006-08-25,0.0
2006-08-28,-0.9351
2006-08-29,0.0524
2006-08-30,0.1572
2006-08-31,3.6107
2006-09-01,-0.5051
2006-09-05,0.5076
2006-09-06,6.6162
2006-09-07,4.6897
2006-09-08,-0.181
2006-09-11,-1.4506000000000001
2006-09-12,0.874
2006-09-13,2.8272
2006-09-14,-3.2816
2006-09-15,-2.4759
2006-09-18,1.8336000000000001
2006-09-19,-1.2004
2006-09-20,3.7382999999999997
2006-09-21,-2.027
2006-09-22,1.7931
2006-09-25,0.5872
2006-09-26,0.449
2006-09-27,1.0282
2006-09-28,-0.6637
2006-09-29,0.2673
2006-10-02,-0.0888
2006-10-03,0.0889
2006-10-04,0.8441
2006-10-05,1.9824000000000002
2006-10-06,-0.9935
2006-10-09,0.2618
2006-10-10,-1.3054999999999999
2006-10-11,-0.1323
2006-10-12,1.5453000000000001
2006-10-13,1.5217
2006-10-16,-1.4989
2006-10-17,-0.8696
2006-10-18,0.8333
2006-10-19,0.0435
2006-10-20,1.0435
2006-10-23,1.3338999999999999
2006-10-24,1.104
2006-10-25,-0.042
2006-10-26,1.9748
2006-10-27,0.7417
2006-10-30,-0.818
2006-10-31,-2.6804
2006-11-01,-2.4576000000000002
2006-11-02,2.3023
2006-11-03,-2.4628
2006-11-06,-0.7401
2006-11-07,-2.0614
2006-11-08,-0.8957
2006-11-09,0.0452
2006-11-10,1.7614999999999998
2006-11-13,0.1332
2006-11-14,4.078
2006-11-15,1.2777
2006-11-16,1.0934
2006-11-17,-0.1664
2006-11-20,1.1667
2006-11-21,-0.5354
2006-11-22,1.3665
2006-11-24,-0.1225
2006-11-27,-1.6768999999999998
2006-11-28,-0.0832
2006-11-29,-0.0833
2006-11-30,1.625
2006-12-01,1.312
2006-12-04,-3.359
2006-12-05,0.8375
2006-12-06,-0.6229
2006-12-07,-0.3343
2006-12-08,-0.587
2006-12-11,1.0966
2006-12-12,-0.6675
2006-12-13,1.008
2006-12-14,-0.5821
2006-12-15,-0.8365
2006-12-18,-0.6326
2006-12-19,-1.7827
2006-12-20,1.21
2006-12-21,-2.0068
2006-12-22,1.7429000000000001
2006-12-26,1.0707
2006-12-27,1.0593
2006-12-28,0.6709
2006-12-29,-1.6242999999999999
2007-01-03,1.7782
2007-01-04,0.1664
2007-01-05,0.6229
