ticker,QEBR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-11,400.0
2010-06-15,-50.0
2010-06-22,300.0
2010-07-19,404.9375
2010-07-20,-0.9778
2010-07-21,-0.0125
2010-07-23,25.0156
2010-07-26,0.0
2010-07-27,32.0
2010-07-28,-21.2121
2010-08-02,0.0
2010-08-24,-48.0769
2010-08-31,0.0
2010-09-10,0.0
2010-09-14,0.0
2010-09-15,10.3704
2010-09-16,-16.1074
2010-09-20,20.0
2010-09-21,0.0
2010-10-06,0.0
2010-10-08,-16.6667
2010-10-11,20.0
2010-10-12,0.0
2010-11-09,0.0
2010-11-24,-10.0
2011-01-10,48.1481
2011-02-14,-30.0
2011-02-15,0.0
2011-02-16,-7.1429
2011-04-06,-15.3846
2011-04-25,-8.1818
2011-04-26,44.5545
2011-04-27,36.9863
2011-04-28,-32.5
2011-05-06,-25.1852
2011-05-23,0.0
2011-05-24,78.2178
2011-05-25,-43.8889
2011-05-31,0.0
2011-06-24,15.8416
2011-07-18,-52.9915
2011-07-21,0.0
2011-07-26,109.0909
2011-08-08,-47.8261
2011-08-10,100.0
2011-08-30,-25.0
2011-10-04,0.0
2011-10-26,-61.1111
2011-10-27,157.1429
2011-11-03,-71.1111
2011-11-08,0.0
2012-01-20,188.4615
2012-03-09,0.0
2012-04-16,33.3333
2012-04-18,1.0
2012-06-13,0.0
2012-07-30,0.0
2012-08-21,0.0
2012-09-24,-75.2475
2012-10-01,312.0
2012-10-18,0.0
2012-12-24,-7.767
2013-01-09,5.2632
2013-01-17,-10.0
2013-03-01,0.0
2013-03-20,-83.3333
2013-05-13,-33.3333
2013-09-10,-80.0
2014-02-03,100.0
2014-03-28,1575.0
2014-03-31,4.4776
2014-04-22,-78.5714
2014-04-23,449.3333
2014-11-20,-95.1456
2014-11-21,1525.0
2014-11-26,-93.8462
2015-11-13,25.0
2016-01-22,900.0
2016-02-16,-90.0
2016-03-11,0.0
2016-07-13,-80.0
2017-02-24,4900.0
2017-03-31,-99.775
2018-01-30,44344.4444
2018-03-06,102.0
2018-03-21,18.8119
2018-04-04,-20.8333
2018-04-09,268.4211
2018-04-10,2.8571
2018-04-11,38.6111
2018-04-12,56.3126
2018-04-13,-29.4872
2018-04-16,7.2727
2018-04-18,-56.7797
2018-04-19,17.647100000000002
2018-04-20,-30.0
2018-04-23,-40.4762
2018-04-24,40.0
2018-04-25,-14.2857
2018-04-26,-26.6667
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,-4.5455
2018-05-03,-0.9524
2018-05-07,-9.6154
2018-05-11,-30.8511
2018-05-15,23.0769
2018-05-16,12.5
2018-05-18,0.0
2018-05-21,-12.2222
2018-05-23,-33.5443
2018-05-24,2.8571
2018-05-29,48.1481
2018-05-30,12.5
2018-05-31,0.0
2018-06-04,22.2222
2018-06-07,-9.0909
2018-06-11,0.0
2018-06-13,0.0
2018-06-25,-4.9
2018-07-05,-46.3722
2018-07-12,0.0
2018-07-23,96.0784
2018-07-31,0.0
2018-08-02,-45.0
2018-08-07,81.8182
2018-08-22,0.0
2018-09-06,-10.0
2018-09-07,22.2222
2018-09-10,-13.6364
2018-09-11,-52.6316
2018-09-12,122.2222
2018-09-13,10.0
2018-09-20,-27.2727
2018-09-27,25.0
2018-10-05,10.0
2018-10-22,0.0
2018-10-23,172.7273
2018-10-24,-1.0
2018-10-29,-25.9259
2018-11-01,-31.8182
2018-11-02,66.0
2018-12-10,0.4016
2018-12-12,-40.0
2018-12-13,46.6667
2018-12-24,-63.6364
2018-12-26,175.0
2018-12-31,-72.4773
2019-01-02,65.1528
2019-01-03,100.0
2019-01-08,-50.0
2019-01-09,99.0
2019-01-29,0.0
2019-02-11,-49.2462
2019-02-12,97.0297
2019-03-29,0.0
2019-04-01,-49.7487
2019-04-04,94.0
2019-05-15,-74.2268
2019-05-24,102.0
2019-06-03,-0.9901
2019-06-12,-5.0
2019-06-19,-36.8421
2019-08-05,27.0833
2019-08-13,4.918
2019-08-15,-15.625
2019-08-20,18.5185
2019-10-25,-31.25
2019-10-28,-7.2727
2019-10-30,9.8039
2019-11-04,28.5714
2019-11-07,5.25
2019-11-08,10.4922
2019-11-11,0.3213
2019-11-12,0.0
2019-11-13,7.1429
2019-11-14,211.1111
2019-11-15,-14.2857
2019-11-18,0.0
2019-11-19,-35.4167
2019-11-20,29.0323
2019-11-21,-43.25
2019-11-25,0.4405
2019-11-26,0.8772
2019-12-03,-9.5652
2019-12-04,-1.9231
2019-12-06,0.0
2019-12-09,-0.9804
2019-12-10,-0.9901
2019-12-11,10.0
2019-12-12,-11.818200000000001
2019-12-13,3.0928
2019-12-30,98.99
2020-01-21,-12.0559
2020-02-03,2.8571
2020-02-10,0.0
2020-02-18,0.0
2020-03-02,-30.5556
2020-03-03,0.0
2020-03-10,-0.8
2020-03-25,-21.7742
2020-04-23,-2.0619
2020-05-01,13.6842
2020-05-05,-44.4444
2020-05-08,-25.0
2020-05-21,-11.1111
2020-06-18,100.0
2020-06-19,0.0
2020-06-23,-25.0063
2020-06-26,-33.3278
2020-07-10,-15.0
2020-07-15,14.7059
2020-07-16,10.2564
2020-07-17,20.9302
2020-07-20,-7.6923
2020-07-21,19.7917
2020-07-22,4.3478
2020-07-23,3.3333
2020-07-24,1.6129
2020-07-27,3.1746
2020-07-28,18.4615
2020-07-29,3.8961
2020-07-30,0.0
2020-07-31,6.25
