ticker,CYRP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-28,0.0
2008-08-01,13.3333
2008-08-08,14.1176
2008-08-13,0.0
2008-08-18,0.0
2008-08-25,-22.6804
2008-08-28,20.0
2008-10-09,-27.7778
2008-10-21,38.4615
2008-10-22,-77.7778
2008-10-24,310.0
2008-11-10,-69.5122
2008-11-24,400.0
2009-01-12,-40.0
2009-01-14,0.0
2009-01-28,0.0
2009-02-17,0.0
2009-02-23,0.0
2009-02-27,-46.6667
2009-03-02,0.0
2009-03-04,22.5
2009-03-10,53.0612
2009-03-30,66.6667
2009-04-08,-52.0
2009-04-24,108.3333
2009-04-29,-52.0
2009-08-05,0.0
2009-08-12,-66.6667
2009-08-31,75.0
2009-09-02,14.2857
2009-09-22,0.0
2009-09-25,-12.5
2009-11-18,71.4286
2009-11-20,0.0
2009-12-07,-58.3333
2009-12-28,100.0
2010-02-11,-10.0
2010-02-23,13.3333
2010-03-22,0.0
2010-03-25,-80.3922
2010-04-26,400.0
2010-05-07,0.0
2010-05-13,2.0
2010-05-26,15.6863
2010-07-15,-15.2542
2010-07-22,20.0
2010-07-23,0.0
2010-07-27,-15.0
2010-07-28,0.0
2010-09-07,-50.9804
2010-09-13,104.0
2010-09-15,-50.9804
2010-09-24,80.0
2010-09-27,11.1111
2010-10-14,-30.0
2010-10-19,42.8571
2010-10-29,-20.0
2010-12-08,27.5
2010-12-10,-70.5882
2011-01-04,66.6667
2011-01-05,100.0
2011-01-06,-2.0
2011-01-07,2.0408
2011-01-10,10.0
2011-01-11,0.0
2011-01-31,0.0
2011-03-04,-45.4545
2011-05-13,0.0
2011-05-27,-16.6667
2011-06-07,0.0
2011-06-08,0.0
2011-06-16,0.0
2011-06-17,16.0
2011-06-20,0.0
2011-06-22,3.4483
2011-06-23,0.0
2011-07-12,0.0
2011-07-14,-16.6667
2011-07-28,0.0
2011-08-19,-20.0
2011-08-23,0.0
2011-08-26,0.0
2011-09-14,25.0
2011-09-15,0.0
2011-09-16,-20.0
2011-09-23,0.0
2011-10-20,-20.0
2011-11-11,-6.25
2011-11-15,-33.3333
2011-12-08,0.0
2011-12-27,40.0
2012-01-04,-7.1429
2012-01-23,-23.0769
2012-02-27,0.0
2012-03-30,20.0
2012-04-10,-58.3333
2012-05-03,0.0
2012-05-09,-40.0
2012-05-11,66.6667
2012-05-14,80.0
2012-05-16,-42.9861
2012-06-05,75.3959
2012-08-23,0.0
2012-08-24,-55.5556
2012-08-31,125.0
2012-09-04,166.6667
2012-09-06,0.0
2012-09-07,0.0
2012-09-10,-37.5
2012-09-11,-26.6667
2012-09-14,36.3636
2012-10-01,-53.3333
2012-10-02,0.0
2012-10-19,0.0
2012-12-13,14.2857
2012-12-14,0.0
2013-01-04,18.75
2013-01-11,110.5263
2013-01-15,-35.0
2013-01-17,0.0
2013-01-18,0.7692
2013-02-06,22.1374
2013-02-08,-12.5
2013-03-07,0.0
2013-04-12,14.2857
2013-06-17,25.0
2013-06-19,400.0
2013-06-24,-25.0
2013-06-26,-65.3333
2013-07-15,15.3846
2013-07-22,-13.3333
2013-07-23,-23.0769
2013-07-24,-35.0
2013-07-30,53.8462
2013-08-09,-25.0
2013-08-16,0.0
2013-08-27,0.0
2013-09-12,-13.3333
2013-09-13,0.0
2013-09-16,53.8462
2013-09-20,-25.0
2013-10-03,-33.3333
2013-10-24,20.0
2013-11-25,-16.6667
2013-12-26,20.0
2014-06-10,-25.0
2014-08-14,-11.1111
2014-08-21,-25.0
2014-09-08,16.6667
2014-09-24,0.0
2014-10-29,-42.8571
2014-10-30,62.5
2014-10-31,30.7692
2014-12-01,194.1176
2014-12-15,-10.0
2014-12-16,33.3333
2014-12-17,16.6667
2014-12-30,0.0
2015-01-09,0.0
2015-01-15,-14.2857
2015-01-26,0.0
2015-01-30,0.0
2015-02-03,-50.0
2015-02-05,-33.3333
2015-03-19,100.0
2015-04-30,-25.0
2015-05-11,0.0
2015-06-24,0.0
2015-07-15,-30.0
2015-08-26,0.0
2015-08-27,-4.7619
2016-01-08,5.0
2016-02-01,0.0
2016-03-15,3.6905
2016-03-17,-3.5591
2016-05-19,53.6905
2016-11-21,-25.639
2017-01-05,150.0
2017-01-06,0.0
2017-02-21,0.0
2017-02-28,16.6667
2017-03-08,0.0
2017-03-29,-77.1429
2017-10-04,-75.0
2018-04-06,50.0
2018-07-27,1066.6667
2018-08-01,-85.7143
2018-08-10,0.0
2018-08-16,300.0
2018-08-21,-75.0
2018-12-12,0.0
2019-01-11,80.0
2019-01-14,11.1111
2019-01-16,0.0
2019-01-23,0.0
2019-04-25,0.0
2019-05-31,0.0
2019-07-03,-50.0
2019-07-08,0.0
2019-07-12,0.0
2019-09-10,40.0
2019-12-23,-28.5714
2020-02-20,80.0
2020-03-18,-66.6667
2020-04-29,0.0
2020-07-01,1066.6667
2020-07-02,-28.5714
2020-07-06,0.0
2020-07-14,38.0
2020-07-16,-59.3913
