ticker,SSD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-1.2857
2000-01-04,-1.8813
2000-01-05,2.0649
2000-01-06,0.0
2000-01-07,1.5896
2000-01-10,-0.7112
2000-01-11,-3.0086
2000-01-12,-3.3973
2000-01-13,0.1529
2000-01-14,-0.6107
2000-01-18,-0.6144
2000-01-19,0.4637
2000-01-20,0.4615
2000-01-21,-1.2251
2000-01-24,-2.1705
2000-01-25,0.4754
2000-01-26,0.9464
2000-01-27,-2.5
2000-01-28,1.2821
2000-01-31,-0.3165
2000-02-01,0.1587
2000-02-02,-1.4263
2000-02-03,0.3215
2000-02-04,3.2051
2000-02-07,-0.9317
2000-02-08,-0.3135
2000-02-09,-0.3145
2000-02-10,-1.4196
2000-02-11,-0.16
2000-02-14,-0.1603
2000-02-15,0.1605
2000-02-16,0.0
2000-02-17,0.9615
2000-02-18,-0.6349
2000-02-22,-0.3195
2000-02-23,0.0
2000-02-24,0.9615
2000-02-25,1.4285999999999999
2000-02-28,2.8169
2000-02-29,3.1963
2000-03-01,0.4425
2000-03-02,-2.6432
2000-03-03,-0.905
2000-03-06,1.3699
2000-03-07,1.5015
2000-03-08,2.8106999999999998
2000-03-09,1.8705
2000-03-10,0.2825
2000-03-13,0.5634
2000-03-14,-1.2605
2000-03-15,-0.2837
2000-03-16,3.8407
2000-03-17,-1.3699
2000-03-20,-0.1389
2000-03-21,0.0
2000-03-22,-0.2782
2000-03-23,-0.4184
2000-03-24,0.2801
2000-03-27,-2.3743
2000-03-28,-4.0057
2000-03-29,-0.2981
2000-03-30,-3.7369
2000-03-31,-1.8634
2000-04-03,-0.3165
2000-04-04,-0.1587
2000-04-05,4.2925
2000-04-06,-0.6098
2000-04-07,-0.6135
2000-04-10,1.2346
2000-04-11,0.0
2000-04-12,-0.9146
2000-04-13,0.3077
2000-04-14,-1.5337
2000-04-17,-0.3115
2000-04-18,1.0937999999999999
2000-04-19,0.7728
2000-04-20,1.0735999999999999
2000-04-24,1.9727000000000001
2000-04-25,2.3810000000000002
2000-04-26,2.6163
2000-04-27,1.5581
2000-04-28,0.9763
2000-05-01,-0.5525
2000-05-02,0.0
2000-05-03,0.1389
2000-05-04,0.8322
2000-05-05,-0.1376
2000-05-08,1.1019
2000-05-09,1.6349
2000-05-10,-0.134
2000-05-11,-0.9396
2000-05-12,0.0
2000-05-15,0.813
2000-05-16,-0.8065
2000-05-17,-0.1355
2000-05-18,0.5427
2000-05-19,-0.2699
2000-05-22,-0.406
