ticker,SYRS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-06-30,45.2
2016-07-01,6.6116
2016-07-05,-5.8915
2016-07-06,-1.1532
2016-07-07,-4.0
2016-07-08,-8.5648
2016-07-11,1.0759
2016-07-12,1.2523
2016-07-13,-1.0513
2016-07-14,-3.4375
2016-07-15,-2.9126
2016-07-18,-15.2
2016-07-19,-4.9528
2016-07-20,2.5641
2016-07-21,-9.2742
2016-07-22,1.7778
2016-07-25,7.5109
2016-07-26,0.1625
2016-07-27,-2.5141999999999998
2016-07-28,-0.3328
2016-07-29,-3.3388999999999998
2016-08-01,-2.5042999999999997
2016-08-02,-3.9045
2016-08-03,-3.2186
2016-08-04,-1.9048
2016-08-05,-1.4563
2016-08-08,-7.4877
2016-08-09,3.1949
2016-08-10,-7.5335
2016-08-11,-2.2879
2016-08-12,-2.7984
2016-08-15,5.7579
2016-08-16,36.1111
2016-08-17,-4.8163
2016-08-18,-4.8027
2016-08-19,2.5225
2016-08-22,-0.4833
2016-08-23,1.5453000000000001
2016-08-24,0.087
2016-08-25,1.6507
2016-08-26,0.4274
2016-08-29,-0.4255
2016-08-30,15.812
2016-08-31,1.107
2016-09-01,-6.1323
2016-09-02,-1.5697999999999999
2016-09-06,-0.8532
2016-09-07,3.4263
2016-09-08,-0.8475
2016-09-09,2.0202
2016-09-12,-1.3709
2016-09-13,-2.7027
2016-09-14,1.5873
2016-09-15,-1.6406
2016-09-16,-3.336
2016-09-19,10.1068
2016-09-20,-1.1194
2016-09-21,0.0
2016-09-22,-0.1509
2016-09-23,-0.0756
2016-09-26,0.6051
2016-09-27,0.0
2016-09-28,1.8797000000000001
2016-09-29,2.583
2016-09-30,-0.2158
2016-10-03,0.721
2016-10-04,2.0043
2016-10-05,-0.9123
2016-10-06,0.9207
2016-10-07,-0.7018
2016-10-10,3.6749
2016-10-11,0.1363
2016-10-12,-3.1314
2016-10-13,-6.3247
2016-10-14,-1.2003
2016-10-17,-0.9871
2016-10-18,6.8252
2016-10-19,2.5126
2016-10-20,3.7815
2016-10-21,-2.0243
2016-10-24,4.3388
2016-10-25,-4.8845
2016-10-26,-2.4983
2016-10-27,-1.1388
2016-10-28,-1.7279
2016-10-31,-0.4396
2016-11-01,-4.1943
2016-11-02,-11.2135
2016-11-03,0.519
2016-11-04,4.3029
2016-11-07,4.7855
2016-11-08,0.3937
2016-11-09,0.0784
2016-11-10,1.4889999999999999
2016-11-11,2.471
2016-11-14,-3.9186
2016-11-15,4.4706
