ticker,NZIH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-02-28,12.5
2001-03-01,11.1111
2001-03-02,10.0
2001-03-06,-36.3636
2001-03-27,11.4286
2001-03-28,-10.2564
2001-03-29,6.8571
2001-03-30,6.9519
2001-04-03,-45.0
2001-04-05,77.2727
2001-04-06,28.2051
2001-04-09,0.0
2001-04-10,18.0
2001-04-11,-6.7797
2001-04-12,-9.0909
2001-04-16,-6.0
2001-04-17,12.766
2001-04-18,-13.2075
2001-04-19,0.0
2001-04-20,8.6957
2001-04-23,-16.0
2001-04-24,9.5238
2001-04-26,-4.3478
2001-04-27,-4.5455
2001-04-30,-4.7619
2001-05-01,-20.0
2001-05-04,-23.125
2001-05-07,21.9512
2001-05-08,13.3333
2001-05-09,-40.5882
2001-05-10,28.7129
2001-05-11,-23.0769
2001-05-14,-20.0
2001-05-15,50.0
2001-05-16,8.3333
2001-05-17,-7.6923
2001-05-18,16.6667
2001-05-21,-14.2857
2001-05-22,25.0
2001-05-23,0.0
2001-05-24,13.3333
2001-05-25,-2.9412000000000003
2001-05-29,-3.0303
2001-05-31,25.0
2001-06-01,-15.0
2001-06-04,17.647100000000002
2001-06-05,-10.0
2001-06-06,-19.4444
2001-06-07,0.0
2001-06-08,-10.3448
2001-06-11,7.6923
2001-06-12,2.1429
2001-06-13,-9.0909
2001-06-15,-16.9231
2001-06-18,-30.5556
2001-06-19,0.0
2001-06-20,0.0
2001-06-21,40.0
2001-06-26,-42.8571
2001-06-28,75.0
2001-06-29,-4.7619
2001-07-02,-30.0
2001-07-03,35.7143
2001-07-05,-36.8421
2001-07-06,25.0
2001-07-09,-20.0
2001-07-11,0.0
2001-07-17,8.3333
2001-07-18,-15.3846
2001-07-20,-18.1818
2001-07-23,0.0
2001-08-02,-11.1111
2001-08-22,17.5
2001-08-23,6.383
2001-08-24,120.0
2001-08-27,-53.6364
2001-08-28,47.0588
2001-08-29,0.0
2001-08-31,-60.0
2001-09-04,16.6667
2001-09-05,71.4286
2001-09-06,-40.0
2001-09-07,22.2222
2001-09-10,-18.1818
2001-09-17,-2.7778
2001-09-18,11.4286
2001-09-19,2.5641
2001-09-20,-12.5
2001-09-21,-37.1429
2001-09-24,0.0
2001-09-25,-36.3636
2001-09-26,35.7143
2001-09-28,5.2632
2001-10-01,25.0
2001-10-02,-20.0
2001-10-03,-42.5
2001-10-05,143.4783
2001-10-11,-53.5714
2001-10-15,53.8462
2001-10-23,5.0
2001-10-29,4.7619
2001-11-14,-36.3636
