ticker,AGGG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-07-27,271.2871
2018-07-31,33.3333
2018-08-03,0.0
2018-11-14,0.0
2019-01-23,6.0
2019-01-24,0.9434
2019-01-25,0.0
2019-01-28,30.8411
2019-02-26,-43.2857
2019-02-27,-7.3048
2019-03-04,-13.0435
2019-03-05,-1.25
2019-03-06,-19.3038
2019-03-07,-5.8824
2019-03-14,-4.1667
2019-03-15,23.913
2019-03-18,5.2632
2019-03-19,-6.6667
2019-03-21,10.7143
2019-03-22,10.9677
2019-03-25,-10.1744
2019-03-26,13.2686
2019-03-28,12.857099999999999
2019-04-01,-3.2911
2019-04-04,-13.6126
2019-04-11,0.0
2019-04-12,-3.0303
2019-04-16,-2.5
2019-04-17,2.5641
2019-04-18,11.25
2019-04-22,3.9326
2019-04-23,-16.8919
2019-04-24,30.0813
2019-04-25,-21.25
2019-04-26,-2.8571
2019-05-07,-0.3268
2019-05-10,-8.1967
2019-05-28,-12.1429
2019-05-29,-6.5854
2019-05-30,0.087
2019-05-31,2.1739
2019-06-03,-8.9362
2019-06-04,1.4019
2019-06-05,35.9447
2019-06-06,10.1695
2019-06-07,-53.8462
2019-06-10,-14.6667
2019-06-11,17.1875
2019-06-12,-7.3333
2019-06-13,22.3022
2019-06-14,-2.9412000000000003
2019-06-17,3.0303
2019-06-18,-5.8824
2019-06-19,22.5
2019-06-20,6.6327
2019-06-21,5.2632
2019-06-24,-11.818200000000001
2019-06-25,7.732
2019-06-26,0.4785
2019-06-27,4.6905
2019-06-28,-1.7511999999999999
2019-07-01,-12.963
2019-07-02,6.383
2019-07-03,-0.425
2019-07-05,-0.0753
2019-07-08,-8.0402
2019-07-09,-23.4973
2019-07-10,-28.5714
2019-07-11,15.0
2019-07-12,-29.5652
2019-07-15,1.2346
2019-07-16,-8.5366
2019-07-17,33.3333
2019-07-18,20.0
2019-07-19,13.3333
2019-07-22,5.1471
2019-07-23,8.3916
2019-07-24,12.9032
2019-07-25,2.8571
2019-07-26,3.3333
2019-07-29,3.9785
2019-07-30,-22.9576
2019-07-31,27.5168
2019-08-01,-1.0526
2019-08-02,-6.9149
2019-08-05,10.2857
2019-08-06,11.399000000000001
2019-08-07,6.9767
2019-08-08,3.1522
2019-08-09,-3.8988
2019-08-12,-84.2105
2019-08-13,-13.8889
2019-08-14,9.6774
2019-08-15,5.2941
2019-08-16,3.352
2019-08-19,-6.7568
2019-08-20,-5.7971
2019-08-21,-3.0769
2019-08-22,-7.619
