ticker,EGRN US Equity
2010-04-07,17.1429
2010-04-08,-4.878
2010-04-09,-10.2564
2010-04-12,0.0
2010-04-13,11.4286
2010-04-14,0.0
2010-04-16,-2.5641
2010-04-19,-2.6316
2010-04-20,-6.7568
2010-04-21,7.2464
2010-04-23,-10.8108
2010-04-26,3.0303
2010-04-27,-5.8824
2010-04-28,-15.625
2010-04-29,-25.1852
2010-04-30,38.6139
2010-05-03,3.5714
2010-05-04,-24.1379
2010-05-05,-9.0909
2010-05-06,0.0
2010-05-07,-10.0
2010-05-10,-25.0
2010-05-11,48.1481
2010-05-12,0.0
2010-05-14,-10.0
2010-05-17,0.0
2010-05-18,-16.6667
2010-05-20,-20.0
2010-05-27,8.3333
2010-06-02,23.0769
2010-06-03,3.125
2010-06-04,-9.0909
2010-06-07,-20.6667
2010-06-08,-28.5714
2010-06-09,-11.7647
2010-06-10,0.0
2010-06-11,-6.6667
2010-06-15,-28.5714
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,10.0
2010-06-22,-9.0909
2010-06-24,-26.0
2010-06-25,-2.7027
2010-06-28,-16.6667
2010-06-29,0.0
2010-06-30,6.6667
2010-07-01,15.625
2010-07-02,-5.4054
2010-07-06,2.8571
2010-07-07,30.5556
2010-07-08,-14.8936
2010-07-09,-2.5
2010-07-12,-16.6667
2010-07-13,-9.2308
2010-07-14,1.6949
2010-07-15,3.3333
2010-07-16,9.6774
2010-07-19,51.4706
2010-07-20,-41.7476
2010-07-21,-31.0417
2010-07-22,1.5106000000000002
2010-07-23,-14.2857
2010-07-26,-30.5556
2010-07-27,20.0
2010-07-28,-6.6667
2010-07-29,3.5714
2010-07-30,20.6897
2010-08-02,-21.0714
2010-08-03,0.4525
2010-08-04,0.9009
2010-08-05,0.0
2010-08-06,14.2857
2010-08-09,-31.25
2010-08-10,4.5455
2010-08-11,0.0
2010-08-12,4.3478
2010-08-13,-16.6667
2010-08-16,50.0
2010-08-17,-6.6667
2010-08-18,-1.3393
2010-08-19,-13.1222
2010-08-20,-16.6667
2010-08-23,0.0
2010-08-24,-1.25
2010-08-25,-29.1139
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-09-01,-28.5714
2010-09-02,0.0
2010-09-07,20.0
2010-09-08,150.0
2010-09-09,6.6667
2010-09-10,-56.25
2010-09-13,-14.2857
2010-09-14,33.3333
2010-09-15,-29.6875
2010-09-16,-13.3333
2010-09-17,60.2564
2010-09-20,-29.6
2010-09-21,-9.0909
2010-09-22,0.0
2010-09-23,37.5
2010-09-24,1.8182
2010-09-27,-25.8929
2010-09-29,-16.8675
2010-09-30,4.3478
2010-10-01,11.1111
2010-10-04,0.0
2010-10-05,-10.0
2010-10-06,-4.1667
2010-10-08,-21.7391
2010-10-11,3.7037
2010-10-12,91.0714
2010-10-13,12.1495
2010-10-14,-44.1667
2010-10-15,-4.4776
2010-10-18,-17.1875
2010-10-19,-3.7736
2010-10-20,-1.9607999999999999
2010-10-21,28.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-11-02,0.0
2010-11-04,-25.0
2010-11-05,-12.5
2010-11-10,45.2381
2010-11-11,109.8361
2010-11-12,25.0
2010-11-15,-21.875
2010-11-16,-16.8
2010-11-17,-12.5
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,49.4505
2010-11-23,0.0
2010-11-29,-23.5294
2010-11-30,0.0
2010-12-01,0.0
2010-12-03,0.0
2010-12-06,-7.6923
2010-12-07,0.0
2010-12-08,19.7917
2010-12-09,0.0
2010-12-10,11.3043
2010-12-13,-6.25
2010-12-14,-37.5
2010-12-15,17.3333
2010-12-20,-63.6364
2010-12-21,80.0
2010-12-22,-10.9722
2010-12-27,12.3245
2010-12-28,11.1111
2010-12-29,-10.0
2010-12-31,33.3333
2011-01-04,-73.3333
2011-01-05,121.875
2011-01-06,-26.7606
2011-01-10,-3.8462
2011-01-12,0.0
2011-01-18,-20.0
2011-01-24,2.5
2011-01-25,119.5122
2011-01-26,-44.4444
2011-01-27,0.0
2011-01-28,0.0
2011-01-31,0.0
2011-02-03,0.0
2011-02-10,100.0
2011-02-11,-50.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,2.0
2011-02-18,76.4706
2011-02-23,11.1111
2011-02-24,30.0
2011-02-25,0.0
2011-02-28,-46.0577
2011-03-01,42.6025
2011-03-03,0.0
2011-03-07,0.0
2011-03-09,-30.0
2011-03-11,-28.5714
2011-03-16,100.0
2011-03-23,-50.0
2011-03-28,0.0
2011-04-01,240.0
2011-04-11,-70.5882
2011-04-12,240.0
2011-04-15,-41.1765
2011-04-18,-10.0
2011-04-25,0.0
2011-05-03,0.0
2011-05-05,0.0
2011-05-06,0.0
2011-05-10,0.0
2011-05-25,0.0
2011-06-03,0.0
2011-06-09,0.0
2011-06-10,0.0
2011-06-22,0.0
2011-06-23,0.0
2011-06-24,-11.1111
2011-06-27,12.5
2011-06-28,33.3333
2011-06-29,-25.0
2011-07-05,0.0
2011-07-08,0.0
2011-07-11,0.0
2011-07-18,0.0
2011-07-19,-11.1111
2011-07-20,0.0
2011-07-26,18.75
2011-07-29,0.0
2011-08-17,57.8947
2011-08-18,20.0
2011-08-19,11.1111
2011-08-25,25.0
2011-08-26,0.0
2011-08-29,4.0
2011-08-30,-3.8462
2011-09-01,0.0
2011-09-06,0.0
2011-09-13,-20.0
2011-09-16,0.0
2011-09-19,5.0
2011-09-21,42.8571
2011-09-22,-23.3333
2011-09-23,30.4348
2011-09-26,16.6667
2011-09-27,45.7143
2011-09-28,1.9607999999999999
2011-09-30,15.3846
2011-10-03,0.0
2011-10-04,-8.3333
2011-10-05,0.0
2011-10-06,-7.2727
2011-10-07,37.2549
2011-10-11,-20.0
2011-10-12,23.2143
2011-10-13,-18.8406
2011-10-14,-1.7856999999999998
2011-10-17,101.8182
2011-10-18,-36.036
2011-10-19,218.3099
2011-10-20,10.177
2011-10-21,-19.6787
2011-10-24,-40.0
2011-10-25,-8.3333
2011-10-26,0.0
2011-10-28,-9.0909
2011-10-31,0.0
2011-11-02,0.0
2011-11-08,7.0
2011-11-09,-5.6075
2011-11-11,3.9604
2011-11-17,0.0
2011-11-21,-4.7619
2011-11-22,-38.0
2011-11-23,0.0
2011-11-28,-11.2903
2011-12-06,-27.2727
2011-12-07,155.0
2011-12-08,47.0588
2011-12-09,16.6667
2011-12-12,-42.2857
2011-12-13,0.0
2011-12-14,-0.9901
2011-12-20,0.0
2011-12-21,0.0
2011-12-23,0.0
2011-12-28,49.0
2012-01-04,-6.0403
2012-01-05,-28.5714
2012-01-10,0.0
2012-01-17,19.0
2012-01-20,-41.1765
2012-01-31,15.7143
2012-02-07,66.6667
2012-02-14,-55.5556
2012-02-21,32.25
2012-02-29,-36.988
2012-03-01,50.0
2012-03-05,40.0
2012-03-06,-3.8095
2012-03-08,0.0
2012-03-13,8.9109
2012-03-14,-0.9091
2012-03-15,-8.2569
2012-03-16,-1.0
2012-03-19,-13.1313
2012-03-21,0.0
2012-04-10,-29.0698
2012-04-16,-1.6393
2012-04-20,-33.3333
2012-04-30,-12.5
2012-05-31,-34.2857
2012-06-01,-43.4783
2012-06-11,38.4615
2012-06-20,0.0
2012-06-27,0.0
2012-06-29,-16.1111
2012-07-23,-96.6887
2012-07-27,300.0
2012-08-01,650.0
2012-08-07,-76.6667
2012-08-10,14.2857
2012-08-28,-25.0
2012-10-16,233.3333
2012-10-19,0.0
2012-10-22,-70.0
2012-11-02,133.3333
2012-12-11,-28.5714
2012-12-13,0.0
2012-12-14,0.0
2012-12-17,0.0
2012-12-18,0.0
2012-12-19,160.0
2012-12-26,-46.1538
2012-12-28,-78.5714
2013-01-03,40.0
2013-01-16,366.6667
2013-01-17,63.2653
2013-02-20,-95.8594
2013-03-27,503.7736
2013-04-18,0.0
2013-04-23,-25.0
2013-06-12,-16.6667
2013-07-02,0.0
2013-08-29,-20.0
2013-10-22,5.0
2013-11-15,-2.3810000000000002
2013-12-13,95.122
2014-12-02,2.5
2016-12-13,21.9512
2016-12-28,-18.0
2017-01-13,-26.8293
2017-01-20,-16.6667
2017-02-01,-36.0
2017-02-02,-37.5
2017-02-03,-45.0
2017-02-08,0.0
2017-02-09,81.8182
2017-02-10,100.0
2017-02-13,37.5
2017-02-14,18.1818
2017-02-15,0.0
2017-02-16,7.6923
2017-02-17,14.2857
2017-02-23,-2.5
2017-02-27,-2.5641
2017-02-28,5.2632
2017-03-06,25.0
2017-03-08,-15.0
2017-03-29,0.0
2017-04-24,0.0
2017-05-03,-11.7647
2017-06-16,-20.0
2017-06-19,-11.6667
2017-06-30,13.2075
2017-07-13,0.0
2017-07-14,0.0
2017-07-25,0.0
2017-07-27,-50.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,33.3333
2017-08-10,0.0
2017-08-14,25.0
2017-08-16,10.0
2017-08-21,-27.2727
2017-08-24,25.0
2017-08-28,10.0
2017-08-29,0.0
2017-09-01,45.4545
2017-09-06,6.25
2017-09-07,-5.8824
2017-09-08,12.5
2017-09-11,0.0
2017-09-12,33.3333
2017-09-13,-15.8333
2017-09-14,-10.8911
2017-09-15,-5.5556
2017-09-18,47.0588
2017-09-19,-20.0
2017-09-26,-5.0
2017-09-28,-26.3158
2017-09-29,20.0
2017-10-03,7.1429
2017-10-04,-44.4444
2017-10-05,0.0
2017-10-11,0.0
2017-10-12,44.0
2017-10-13,18.0556
2017-10-19,-17.647100000000002
2017-10-20,14.2857
2017-10-23,-8.75
2017-10-25,-12.3288
2017-10-26,25.0
2017-10-30,-12.5
2017-10-31,12.857099999999999
2017-11-02,-49.3671
2017-11-03,50.0
2017-11-06,3.0
2017-11-07,-35.2751
2017-11-08,-50.0
2017-11-13,90.0
2017-11-14,0.0
2017-11-15,-47.3684
2017-11-16,16.55
2017-11-17,20.1201
2017-11-20,0.0
2017-11-21,-15.9286
2017-11-22,-18.9465
2017-11-24,4.8218
2017-11-27,65.0
2017-11-28,-4.8485
2017-11-29,-36.3057
2017-12-04,15.0
2017-12-12,-39.1304
2017-12-13,-21.4286
2018-01-03,109.0909
2018-01-04,20.8696
2018-01-08,0.7194
2018-01-10,-7.1429
2018-01-12,-30.7692
2018-01-16,33.3333
2018-01-17,-25.0
2018-01-18,0.0
2018-01-19,-5.5556
2018-03-09,17.647100000000002
2018-03-12,0.0
2018-04-13,5.0
2018-04-23,2.8571
2018-05-03,84.2593
2018-05-07,-1.005
2018-05-08,-44.1624
2018-05-09,27.2727
2018-05-17,-25.0
2018-05-18,4.7619
2018-05-22,-21.8182
2018-06-08,1.1628
2018-06-11,20.6897
2018-06-15,-17.1429
2018-06-29,-1.1494
2018-07-05,-18.6047
2018-07-23,0.0
2018-08-08,-27.1429
2018-08-09,0.0
2018-08-27,0.0
2018-09-12,0.0
2018-09-17,0.0
2018-09-19,17.647100000000002
2018-09-25,-8.3333
2018-09-27,0.0
2018-10-01,0.0
2018-10-03,-9.0909
2018-10-16,-20.0
2018-10-17,0.0
2018-11-01,-25.0
2018-11-02,33.3333
2018-11-15,-25.0
2019-01-07,0.0
2019-05-14,0.0
2019-06-18,66.6667
2019-06-19,2.0
2019-10-07,-41.1765
2019-10-16,0.0
2019-12-03,-83.3333
2019-12-05,500.0
2019-12-06,33.1667
2019-12-11,50.1877
2019-12-12,25.0
2019-12-17,-20.0
2019-12-30,16.6667
2019-12-31,-50.0
2020-03-16,0.0
2020-04-13,5.7143
2020-04-29,-32.4324
