ticker,WDHR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-12-27,-8.3333
2011-12-28,27.2727
2011-12-29,7.1429
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,-13.3333
2012-01-17,92.3077
2012-01-18,-16.0
2012-01-19,-28.5714
2012-01-20,-24.0
2012-01-23,-35.9649
2012-01-24,30.137
2012-01-25,-13.6842
2012-01-26,34.1463
2012-01-30,-49.2045
2012-01-31,7.3826
2012-02-01,-16.6667
2012-02-02,40.0
2012-02-03,0.0
2012-02-06,-28.5714
2012-02-07,40.0
2012-02-08,-14.2857
2012-02-09,-18.3333
2012-02-10,2.0408
2012-02-13,0.0
2012-02-14,-20.0
2012-02-15,50.0
2012-02-17,0.0
2012-02-22,-30.0
2012-02-23,-4.7619
2012-02-24,5.0
2012-02-27,-16.6667
2012-02-28,0.0
2012-03-01,14.2857
2012-03-06,0.0
2012-03-07,25.0
2012-03-09,-20.0
2012-03-12,0.0
2012-03-14,-12.5
2012-03-15,0.0
2012-03-19,14.2857
2012-03-20,-5.0
2012-03-21,-7.8947
2012-03-26,-28.5714
2012-03-27,0.0
2012-03-29,-4.0
2012-03-30,0.0
2012-04-05,25.0
2012-04-09,33.3333
2012-04-10,-25.0
2012-04-11,33.3333
2012-04-13,-25.0
2012-04-16,0.0
2012-04-23,-16.6667
2012-04-30,40.0
2012-05-03,0.0
2012-05-04,-28.5714
2012-05-08,20.0
2012-05-09,0.0
2012-05-11,-16.6667
2012-05-14,0.0
2012-05-15,-4.0
2012-05-17,6.25
2012-05-18,0.0
2012-05-21,76.4706
2012-05-25,-36.6667
2012-05-29,0.0
2012-05-30,0.0
2012-06-01,0.0
2012-06-04,-1.7544
2012-06-06,3.5714
2012-06-14,-13.7931
2012-06-15,217.0833
2012-06-27,-49.5401
2012-06-28,-33.3333
2012-07-02,0.0
2012-07-09,12.5
2012-07-12,-44.4444
2012-07-19,-20.0
2012-07-20,0.0
2012-07-24,-45.0
2012-07-27,172.7273
2012-08-02,0.0
2012-08-08,0.0
2012-08-16,33.3333
2012-08-20,-37.5
2012-08-21,0.0
2012-08-24,0.0
2012-08-27,80.0
2012-08-29,-44.4444
2012-09-04,0.0
2012-09-11,-40.0
2012-09-12,33.3333
2012-09-13,0.0
2012-09-17,-42.5
2012-09-19,30.4348
2012-09-20,0.4167
2012-09-24,-0.4149
2012-10-03,0.0
2012-10-11,33.3333
2012-10-12,0.0
2012-10-15,25.0
2012-10-16,0.0
