ticker,PDCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.0
2000-01-04,1.6393
2000-01-05,6.4516
2000-01-06,-3.0303
2000-01-07,0.0
2000-01-10,-0.7813
2000-01-11,0.0
2000-01-12,0.7874
2000-01-13,-1.5625
2000-01-14,0.7937
2000-01-18,6.2992
2000-01-19,5.1852
2000-01-20,1.4085
2000-01-21,-1.3889
2000-01-24,0.0
2000-01-25,1.4085
2000-01-26,0.0
2000-01-27,0.0
2000-01-28,0.0
2000-01-31,-1.3889
2000-02-01,-2.8169
2000-02-02,4.3478
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,-1.3889
2000-02-08,0.3521
2000-02-09,-1.0526
2000-02-10,-2.1277
2000-02-11,-1.4493
2000-02-14,0.0
2000-02-15,0.7353
2000-02-16,-0.7299
2000-02-17,4.4118
2000-02-18,-2.8169
2000-02-22,-2.1739
2000-02-23,-1.4815
2000-02-24,-0.7519
2000-02-25,0.7576
2000-02-28,-2.2556
2000-02-29,0.0
2000-03-01,0.0
2000-03-02,6.1538
2000-03-03,0.0
2000-03-06,-1.4493
2000-03-07,0.0
2000-03-08,0.0
2000-03-09,-2.2059
2000-03-10,0.7519
2000-03-13,-7.4627
2000-03-14,-3.2258
2000-03-15,6.6667
2000-03-16,1.5625
2000-03-17,-1.5385
2000-03-20,1.5625
2000-03-21,0.0
2000-03-22,1.5385
2000-03-23,-2.6515
2000-03-24,-0.3891
2000-03-27,1.5625
2000-03-28,0.0
2000-03-29,-1.5385
2000-03-30,1.5625
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,-4.6154
2000-04-05,0.0
2000-04-06,7.2581
2000-04-07,3.0075
2000-04-10,2.1898
2000-04-11,2.8571
2000-04-12,-4.1667
2000-04-13,0.0
2000-04-14,-2.1739
2000-04-17,-5.1852
2000-04-18,0.0
2000-04-19,2.3438
2000-04-20,2.2901
2000-04-24,-3.7313
2000-04-25,0.0
2000-04-26,0.0
2000-04-27,0.7752
2000-04-28,4.6154
2000-05-01,0.0
2000-05-02,5.1471
2000-05-03,-0.6993
2000-05-04,0.0
2000-05-05,1.4085
2000-05-08,0.0
2000-05-09,2.0833
2000-05-10,0.0
2000-05-11,0.6803
2000-05-12,-6.7568
2000-05-15,2.8986
2000-05-16,2.8169
2000-05-17,0.6849
2000-05-18,7.483
2000-05-19,-3.7975
2000-05-22,-5.2632
2000-05-23,2.0833
2000-05-24,-2.0408
2000-05-25,0.0
2000-05-26,4.1667
