ticker,CHMR US Equity
2012-12-19,0.0
2012-12-20,0.0
2012-12-21,-12.5
2012-12-24,0.0
2012-12-26,-14.2857
2012-12-27,0.0
2012-12-28,16.6667
2012-12-31,-14.2857
2013-01-02,0.0
2013-01-04,30.0
2013-01-07,28.2051
2013-01-08,0.0
2013-01-09,10.0
2013-01-10,-20.0
2013-01-11,-9.0909
2013-01-14,0.0
2013-01-15,-25.0
2013-01-16,0.0
2013-01-17,66.6667
2013-01-18,-60.0
2013-01-22,50.0
2013-01-23,33.3333
2013-01-24,-25.0
2013-01-25,0.0
2013-01-28,0.0
2013-01-29,10.0
2013-01-30,-24.2424
2013-01-31,20.0
2013-02-01,-16.6667
2013-02-04,-20.0
2013-02-05,100.0
2013-02-06,0.0
2013-02-07,-25.0
2013-02-08,33.3333
2013-02-11,-35.0
2013-02-12,-15.3846
2013-02-13,13.6364
2013-02-14,0.0
2013-02-15,-16.0
2013-02-19,19.0476
2013-02-20,0.0
2013-02-21,-16.0
2013-02-22,19.0476
2013-02-25,0.0
2013-02-26,0.0
2013-02-28,0.0
2013-03-04,-20.0
2013-03-05,25.0
2013-03-06,-20.0
2013-03-07,25.0
2013-03-11,40.0
2013-03-12,14.2857
2013-03-13,-47.5
2013-03-14,0.0
2013-03-15,19.0476
2013-03-18,24.0
2013-03-19,-19.3548
2013-03-20,0.0
2013-03-21,0.0
2013-03-22,-16.0
2013-03-25,19.0476
2013-03-26,-20.0
2013-03-27,5.0
2013-03-28,19.0476
2013-04-01,0.0
2013-04-02,0.0
2013-04-03,20.0
2013-04-04,-33.3333
2013-04-05,0.0
2013-04-08,50.0
2013-04-09,-33.3333
2013-04-10,25.0
2013-04-12,-20.0
2013-04-18,0.0
2013-04-19,0.0
2013-04-23,-50.0
2013-04-24,100.0
2013-04-25,0.0
2013-04-26,50.0
2013-04-29,-66.6667
2013-04-30,100.0
2013-05-01,0.0
2013-05-02,0.0
2013-05-03,25.0
2013-05-06,20.0
2013-05-07,0.0
2013-05-08,-33.3333
2013-05-09,50.0
2013-05-10,-50.0
2013-05-14,-33.3333
2013-05-15,200.0
2013-05-16,-73.3333
2013-05-17,25.0
2013-05-20,0.0
2013-05-21,100.0
2013-05-22,0.0
2013-05-23,0.0
2013-05-28,10.0
2013-05-29,-9.0909
2013-05-30,0.0
2013-05-31,0.0
2013-06-04,0.0
2013-06-11,50.0
2013-06-12,-33.3333
2013-06-13,-50.0
2013-06-14,100.0
2013-06-17,50.0
2013-06-18,0.0
2013-06-19,-66.6667
2013-06-20,200.0
2013-06-21,0.0
2013-06-25,-66.6667
2013-06-26,200.0
2013-06-28,-33.3333
2013-07-01,-15.0
2013-07-03,76.4706
2013-07-08,-33.3333
2013-07-09,-25.0
2013-07-10,33.3333
2013-07-11,-25.0
2013-07-15,33.3333
2013-07-16,-20.0
2013-07-19,25.0
2013-07-22,-50.0
2013-07-23,100.0
2013-07-24,-15.0
2013-07-25,-41.1765
2013-07-29,50.0
2013-07-30,33.3333
2013-07-31,-50.0
2013-08-01,100.0
2013-08-02,0.0
2013-08-05,-50.0
2013-08-06,100.0
2013-08-12,0.0
2013-08-14,50.0
2013-08-15,-33.3333
2013-08-19,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-27,0.0
2013-08-28,-50.0
2013-08-30,100.0
2013-09-03,-50.0
2013-09-04,0.0
2013-09-10,200.0
2013-09-11,-33.3333
2013-09-12,-50.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-19,40.0
2013-09-20,-28.5714
2013-09-23,0.0
2013-09-24,30.0
2013-09-27,-99.0385
2013-09-30,7900.0
2013-10-02,-10.0
2013-10-03,11.1111
2013-10-04,0.0
2013-10-08,200.0
2013-10-09,-66.6667
2013-10-10,-98.75
2013-10-11,7900.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-22,0.0
2013-10-24,0.0
2013-10-25,-96.875
2013-10-28,0.0
2013-10-30,3100.0
2013-10-31,0.0
2013-11-01,-95.0
2013-11-04,5900.0
2013-11-05,-98.3333
2013-11-15,900.0
2013-11-18,-80.0
2013-11-20,400.0
2013-11-21,0.0
2013-11-22,0.0
2013-11-25,0.0
2013-11-26,0.0
2013-12-02,0.0
2013-12-03,-97.5
2013-12-04,3900.0
2013-12-05,-60.0
2013-12-06,900.0
2013-12-10,-75.0
2013-12-11,-96.25
2013-12-12,0.0
2013-12-13,2566.6667
2013-12-16,0.0
2013-12-17,0.0
2013-12-19,100.0
2013-12-20,-98.75
2013-12-23,1500.0
2013-12-24,0.0
2013-12-26,-50.0
2013-12-27,0.0
2013-12-30,1900.0
2013-12-31,-70.0
2014-01-02,-66.6667
2014-01-03,150.0
2014-01-06,0.0
2014-01-07,0.0
2014-01-09,-80.0
2014-01-10,0.0
2014-01-15,-87.5
2014-01-16,3900.0
2014-01-27,100.0
2014-01-28,0.0
2014-01-29,-60.0
2014-01-30,0.0
2014-02-04,25.0
2014-02-10,-80.0
2014-02-12,2900.0
2014-02-13,-3.3333
2014-02-19,-31.0345
2014-02-21,-75.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-04,100.0
2014-03-06,100.0
2014-03-13,-95.0
2014-03-14,400.0
2014-03-17,0.0
2014-03-21,100.0
2014-03-24,-50.0
2014-03-25,-70.0
2014-03-26,0.0
2014-03-27,166.6667
2014-03-31,25.0
2014-04-01,300.0
2014-04-07,-85.0
2014-04-10,66.6667
2014-04-11,-80.0
2014-04-14,1300.0
2014-04-15,-57.1429
2014-04-21,150.0
2014-04-22,-66.6667
2014-04-23,200.0
2014-04-29,0.0
2014-04-30,-6.6667
2014-05-01,0.0
2014-05-05,0.0
2014-05-06,114.2857
2014-05-07,-83.3333
2014-05-08,0.0
2014-05-13,0.0
2014-05-14,100.0
2014-05-15,-50.0
2014-05-16,40.0
2014-05-19,0.0
2014-05-20,-28.5714
2014-05-21,0.0
2014-05-23,0.0
2014-05-28,0.0
2014-06-02,0.0
2014-06-06,-60.0
2014-06-09,900.0
2014-06-11,-95.0
2014-06-25,200.0
2014-06-30,0.0
2014-07-02,0.0
2014-07-03,0.0
2014-07-08,-66.6667
2014-07-10,100.0
2014-07-15,400.0
2014-07-16,-80.0
2014-07-29,150.0
2014-07-31,-60.0
2014-08-01,900.0
2014-08-05,-50.0
2014-08-06,100.0
2014-08-07,-95.0
2014-08-08,0.0
2014-08-11,100.0
2014-08-21,-50.0
2014-08-25,0.0
2014-08-26,0.0
2014-08-27,0.0
2014-08-28,0.0
2014-09-03,0.0
2014-09-08,400.0
2014-09-09,0.0
2014-09-17,0.0
2014-09-23,-97.5
2014-09-24,700.0
2014-09-25,0.0
2014-09-29,0.0
2014-10-02,100.0
2014-10-03,0.0
2014-10-06,850.0
2014-10-08,-89.4737
2014-10-15,-50.0
2014-10-17,400.0
2014-10-21,0.0
2014-10-22,-80.0
2014-10-23,400.0
2014-10-27,-80.0
2014-10-28,0.0
2014-10-31,0.0
2014-11-03,0.0
2014-11-05,50.0
2014-11-06,0.0
2014-11-07,-33.3333
2014-11-10,50.0
2014-11-12,0.0
2014-11-14,-33.3333
2014-11-17,-87.5
2014-11-18,0.0
2014-11-21,0.0
2014-11-25,0.0
2014-11-28,0.0
2014-12-04,700.0
2014-12-08,900.0
2014-12-09,-98.75
2014-12-12,700.0
2014-12-15,0.0
2014-12-17,0.0
2014-12-18,0.0
2014-12-19,0.0
2014-12-24,0.0
2014-12-26,-87.5
2014-12-29,0.0
2014-12-30,0.0
2014-12-31,0.0
2015-01-08,0.0
2015-01-22,50.0
2015-02-02,-33.3333
2015-02-13,7900.0
2015-02-17,-98.75
2015-02-18,50.0
2015-02-19,0.0
2015-02-25,-33.3333
2015-02-26,0.0
2015-03-03,7900.0
2015-03-04,-98.75
2015-03-09,0.0
2015-03-13,0.0
2015-03-18,0.0
2015-03-20,0.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-26,0.0
2015-04-02,0.0
2015-04-06,0.0
2015-04-07,700.0
2015-04-08,0.0
2015-04-09,-87.5
2015-04-14,700.0
2015-04-15,-81.25
2015-04-16,-33.3333
2015-04-23,0.0
2015-04-28,0.0
2015-04-30,0.0
2015-05-01,0.0
2015-05-05,700.0
2015-05-06,1400.0
2015-05-07,-33.3333
2015-05-11,-98.75
2015-05-14,0.0
2015-05-29,0.0
2015-06-15,0.0
2015-06-17,0.0
2015-06-18,700.0
2015-06-23,-87.5
2015-07-01,0.0
2015-07-07,0.0
2015-07-08,7900.0
2015-07-13,-98.75
2015-07-17,0.0
2015-07-29,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-19,700.0
2015-08-20,-87.5
2015-08-21,0.0
2015-08-26,0.0
2015-08-28,3900.0
2015-08-31,-80.0
2015-09-01,-87.5
2015-09-02,0.0
2015-09-11,0.0
2015-09-16,0.0
2015-09-25,3900.0
2015-10-02,-96.25
2015-10-07,433.3333
2015-10-23,-87.5
2015-10-27,50.0
2015-10-28,-33.3333
2015-11-02,50.0
2015-11-03,0.0
2015-11-06,-33.3333
2015-11-09,0.0
2015-11-10,0.0
2015-11-27,0.0
2015-12-02,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-28,0.0
2015-12-29,-92.0
2015-12-30,1150.0
2015-12-31,0.0
2016-01-19,0.0
2016-01-22,0.0
2016-02-01,0.0
2016-02-04,0.0
2016-02-08,0.0
2016-03-03,0.0
2016-03-18,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-31,0.0
2016-04-01,50.0
2016-04-05,-33.3333
2016-04-11,0.0
2016-04-18,0.0
2016-04-27,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-12,0.0
2016-05-17,0.0
2016-05-19,0.0
2016-05-23,0.0
2016-06-06,0.0
2016-06-15,0.0
2016-06-17,0.0
2016-06-22,0.0
2016-07-08,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-25,0.0
2016-07-28,0.0
2016-08-05,0.0
2016-08-08,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-09-02,0.0
2016-09-07,0.0
2016-09-16,700.0
2016-10-18,-87.5
2016-10-31,0.0
2016-11-08,0.0
2016-11-10,0.0
2016-11-14,0.0
2016-12-08,-99.2
2016-12-09,12400.0
2016-12-12,700.0
2016-12-13,-87.5
2016-12-15,0.0
2016-12-16,0.0
2016-12-19,0.0
2016-12-21,0.0
2016-12-22,0.0
2017-01-19,0.0
2017-01-20,50.0
2017-01-31,66.6667
2017-02-07,-60.0
2017-02-17,0.0
2017-02-22,0.0
2017-03-01,0.0
2017-03-06,0.0
2017-03-30,0.0
2017-05-10,0.0
2017-05-15,700.0
2017-05-16,-87.5
2017-05-18,0.0
2017-05-19,0.0
2017-05-26,0.0
2017-06-05,0.0
2017-06-21,700.0
2017-06-22,-90.0
2017-06-26,0.0
2017-07-10,-90.0
2017-07-18,900.0
2017-08-09,-90.0
2017-08-22,900.0
2017-11-27,-90.0
2017-12-06,0.0
2017-12-07,900.0
2018-01-17,-90.0
2018-01-19,-90.0
2018-02-05,9900.0
2018-02-22,-99.0
2018-03-06,9900.0
2018-03-09,-99.0
2018-03-14,9900.0
2018-03-28,0.0
2018-04-05,0.0
2018-04-30,0.0
2018-05-29,0.0
2018-06-12,0.0
2018-06-15,0.0
2018-06-27,0.0
2018-07-09,0.0
2018-07-23,0.0
2018-07-31,-90.0
2018-08-28,900.0
2018-09-11,0.0
2018-09-18,0.0
2018-09-21,0.0
2018-09-28,-90.0
2018-11-07,900.0
2018-11-12,0.0
2018-12-17,-90.0
2018-12-21,900.0
2019-02-12,0.0
2019-02-26,-99.0
2019-03-08,0.0
2019-03-14,0.0
2019-03-18,9900.0
2019-03-19,-99.0
2019-03-22,0.0
2019-04-02,0.0
2019-04-15,0.0
2019-05-10,0.0
2019-05-14,0.0
2019-05-15,0.0
2019-05-16,0.0
2019-05-17,0.0
2019-06-11,0.0
2019-06-24,200.0
2019-07-16,0.0
2019-07-19,-66.6667
2019-07-26,999900.0025
2019-07-29,-99.99
2019-08-15,0.0
2019-08-21,0.0
2019-09-04,9900.0
2019-09-17,-99.0
2019-09-26,0.0
2019-10-03,900.0
2019-11-07,-90.0
2019-12-02,0.0
2019-12-09,0.0
2019-12-11,0.0
2019-12-18,0.0
2019-12-20,900.0
2019-12-23,900.0
2019-12-27,0.0
2019-12-30,0.0
2020-01-03,0.0
2020-01-15,-99.0
2020-01-23,9900.0
2020-01-24,0.0
2020-01-29,-99.0
2020-01-30,99900.0003
2020-01-31,-90.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,-90.0
2020-02-19,9900.0003
2020-02-21,-90.0
2020-02-26,0.0
2020-03-02,0.0
2020-03-04,0.0
2020-03-16,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-26,0.0
2020-04-02,0.0
2020-04-14,0.0
2020-04-27,0.0
2020-04-29,900.0
2020-04-30,-90.0
2020-05-07,900.0
2020-05-08,0.0
2020-05-11,0.0
2020-05-15,0.0
2020-05-28,20.0
2020-06-02,0.0
2020-06-09,-16.6667
2020-06-23,-99.9
2020-06-30,0.0
