ticker,GWIO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-09-25,0.0
2000-09-27,150.0
2000-09-28,-52.0
2000-09-29,-16.6667
2000-10-16,0.0
2000-10-25,-40.0
2000-11-01,233.3333
2000-11-16,405.0
2000-11-22,-97.8218
2000-12-05,354.5455
2000-12-22,-60.0
2001-03-06,0.0
2001-08-30,-25.0
2001-10-19,0.0
2002-02-27,0.0
2002-03-07,-66.6667
2002-03-08,0.0
2002-04-05,0.0
2002-04-12,0.0
2002-10-15,0.0
2002-10-23,0.0
2002-12-26,0.0
2003-02-05,0.0
2003-03-21,0.0
2003-08-06,0.0
2003-10-16,0.0
2003-11-19,0.0
2003-11-26,0.0
2003-12-31,0.0
2004-02-10,-80.0
2004-02-12,100.0
2004-02-24,0.0
2004-12-08,0.0
2005-02-16,150.0
2005-03-02,-80.0
2005-06-08,-37.5
2005-07-06,0.0
2006-02-14,540.0
2006-07-19,650.0
2006-07-28,-33.3333
2006-08-02,150.0
2006-08-03,160.0
2006-08-04,-38.4615
2006-08-07,-37.5
2006-08-08,20.0
2006-08-10,-16.6667
2006-08-11,0.0
2006-08-14,-20.0
2006-08-15,-12.5
2006-08-17,14.2857
2006-08-18,-12.5
2006-08-21,0.0
2006-08-22,14.2857
2006-08-23,12.5
2006-08-28,33.3333
2006-08-29,33.3333
2006-08-30,12.5
2006-08-31,-11.1111
2006-09-01,12.5
2006-09-05,-11.1111
2006-09-08,12.5
2006-09-14,-22.2222
2006-09-15,-14.2857
2006-09-22,-15.0
2006-09-28,7.8431
2006-10-05,-7.2727
2006-10-06,0.0
2006-10-09,0.0
2006-10-10,7.8431
2006-10-11,27.2727
2006-10-12,42.8571
2006-10-13,10.0
2006-10-16,0.0
2006-10-24,0.0
2006-10-27,18.1818
2006-11-02,-7.6923
2006-11-15,-25.0
2006-12-07,11.1111
2006-12-08,-10.0
2006-12-18,-11.1111
2006-12-22,-12.5
2007-01-05,0.0
2007-01-12,28.5714
2007-01-16,-22.2222
2007-01-22,-42.8571
2007-01-24,25.0
2007-02-01,0.0
2007-02-05,0.0
2007-03-01,0.0
2007-03-15,-10.0
2007-03-27,-6.6667
2007-03-30,-4.7619
2007-04-27,-37.5
2007-05-03,20.0
2007-05-24,46.6667
2007-05-29,59.0909
2007-06-04,-21.4286
2007-06-08,81.8182
2007-06-11,-25.0
2007-08-14,-13.3333
2007-10-09,38.4615
2007-10-10,5.5556
2007-10-11,5.2632
2007-10-15,50.0
2007-10-29,-13.3333
2007-11-02,-23.0769
2007-11-28,10.0
2007-12-05,-8.1818
2008-01-09,4.9505
2008-02-05,41.5094
2008-02-14,0.0
2008-04-08,0.0
2008-04-16,0.0
2008-06-23,100.0
2008-07-28,-50.0
2008-07-31,0.0
2008-08-18,0.0
2008-10-08,-63.3333
2008-10-09,0.0
2008-10-10,9.0909
2008-10-13,0.0
2008-10-27,0.0
2008-10-30,-25.0
2008-12-08,55.5556
2009-01-09,0.0
2009-01-27,-28.5714
2009-02-04,0.0
2009-02-05,0.0
2009-02-18,40.0
2009-05-06,0.0
2009-05-22,0.0
2009-06-05,0.0
2009-07-27,0.0
2009-08-06,-42.8571
2010-06-10,0.0
2010-10-06,0.0
2010-12-29,75.0
2010-12-31,0.0
2011-01-05,114.2857
2011-01-20,0.0
2011-01-31,-6.6667
2011-07-06,-57.1429
2011-07-14,-33.3333
2011-11-09,-97.5
2011-12-05,4900.0
2011-12-08,0.0
2011-12-28,-40.0
2012-04-19,-99.5833
2012-04-20,39900.0
2012-12-05,-60.0
2013-01-25,0.0
2014-01-02,0.0
2014-01-23,0.0
2014-02-19,0.0
2014-07-15,0.0
2014-08-27,0.0
2015-08-19,-50.0
2017-03-30,0.0
2017-11-09,0.0
2017-12-21,0.0
2018-02-02,0.0
2018-03-05,0.0
2018-05-22,0.0
2019-06-25,-50.0
2019-11-15,200.0
2019-11-19,-16.6667
2019-11-21,-20.0
2019-11-29,0.0
2019-12-13,-47.0
2019-12-19,0.0
2019-12-20,1032.0755
2019-12-31,-83.3333
2020-01-03,-19.0
2020-01-15,0.0
2020-05-01,-1.2346
2020-05-20,-25.0
2020-07-07,0.0
2020-07-31,0.0
