ticker,NUAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,18.75
2000-01-04,9.2105
2000-01-05,-3.6145
2000-01-06,-2.5
2000-01-07,-4.4872
2000-01-10,2.0134
2000-01-11,7.8947
2000-01-12,3.0488
2000-01-13,1.7751000000000001
2000-01-14,0.0
2000-01-18,22.093
2000-01-19,-3.8095
2000-01-20,-8.9109
2000-01-21,-1.087
2000-01-24,-3.2967
2000-01-25,-3.4091
2000-01-26,-3.5294
2000-01-27,0.0
2000-01-28,-4.878
2000-01-31,-2.5641
2000-02-01,6.5789
2000-02-02,11.7284
2000-02-03,1.6575
2000-02-04,-5.4348
2000-02-07,1.1494
2000-02-08,-2.2727
2000-02-09,-6.9767
2000-02-10,12.5
2000-02-11,6.6667
2000-02-14,6.25
2000-02-15,-7.8431
2000-02-16,1.0638
2000-02-17,0.5263
2000-02-18,-4.712
2000-02-22,5.4945
2000-02-23,1.0417
2000-02-24,-3.0928
2000-02-25,-5.3191
2000-02-28,-5.618
2000-02-29,-4.1667
2000-03-01,-0.6211
2000-03-02,-2.5
2000-03-03,-1.2821
2000-03-06,3.8961
2000-03-07,0.0
2000-03-08,-5.0
2000-03-09,1.9737
2000-03-10,7.0968
2000-03-13,14.4578
2000-03-14,1.0526
2000-03-15,-3.6458
2000-03-16,-1.6216
2000-03-17,12.0879
2000-03-20,6.8627
2000-03-21,-10.0917
2000-03-22,-2.0408
2000-03-23,-3.125
2000-03-24,-10.2151
2000-03-27,-0.5988
2000-03-28,3.6145
2000-03-29,0.0
2000-03-30,-6.3953
2000-03-31,0.6211
2000-04-03,-1.8519
2000-04-04,-11.9497
2000-04-05,2.8571
2000-04-06,0.0
2000-04-07,11.1111
2000-04-10,-5.0
2000-04-11,-3.9474
2000-04-12,-12.3288
2000-04-13,-0.7813
2000-04-14,-8.6614
2000-04-17,-17.2414
2000-04-18,12.5
2000-04-19,0.0
2000-04-20,-3.7037
2000-04-24,-2.8846
2000-04-25,0.9901
2000-04-26,-3.9215999999999998
2000-04-27,10.2041
2000-04-28,-2.7778
2000-05-01,10.4762
2000-05-02,-1.7241
2000-05-03,1.7544
2000-05-04,5.1724
2000-05-05,1.6393
2000-05-08,-1.6129
2000-05-09,-0.8197
2000-05-10,-4.1322
2000-05-11,-8.6207
2000-05-12,-5.6604
2000-05-15,0.0
2000-05-16,-4.0
2000-05-17,2.0833
2000-05-18,0.0
2000-05-19,-4.0816
2000-05-22,-6.383
2000-05-23,-9.0909
2000-05-24,0.0
