ticker,NUZE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-30,0.0
2014-09-29,-50.0
2014-11-03,50.0
2014-11-05,6.6667
2014-12-22,-98.75
2014-12-29,0.0
2015-01-29,5900.0
2015-02-06,-15.0
2015-03-12,17.647100000000002
2015-03-25,0.0
2015-04-17,-33.3333
2015-05-26,25.0
2015-05-28,-60.0
2015-05-29,225.0
2015-06-01,0.0
2015-06-29,-7.6923
2015-09-15,0.0
2015-10-27,-66.6667
2015-11-12,200.0
2015-12-22,-66.6667
2016-01-11,200.0
2016-02-02,-66.6667
2016-02-11,0.0
2016-03-09,100.0
2016-03-14,0.0
2016-04-15,0.0
2016-05-12,-62.5
2016-10-05,166.6667
2016-10-25,0.0
2016-11-07,0.0
2016-11-10,-2.5
2016-11-14,-35.8974
2016-11-15,-20.0
2016-11-17,0.0
2016-11-18,24.9375
2016-11-21,0.05
2016-11-22,20.0
2016-11-23,33.3333
2016-11-25,0.0
2016-11-28,-10.0
2016-12-02,11.1111
2016-12-05,-35.0
2016-12-15,200.0
2017-01-04,-20.7933
2017-01-13,-14.1022
2017-01-17,-3.8982
2017-10-13,-47.0588
2017-11-14,-7.4074
2017-11-17,20.0
2017-12-13,216.6667
2017-12-14,-5.2737
2018-01-25,-27.7698
2018-01-26,0.0
2018-02-08,36.9077
2018-02-20,0.0
2018-03-16,-10.1023
2018-03-19,0.0
2018-03-20,-2.5
2018-03-21,2.5641
2018-03-22,48.75
2018-03-29,0.0
2018-04-11,0.0
2018-04-18,0.0
2018-04-26,0.0
2018-05-02,0.8403
2018-05-04,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-30,0.0
2018-06-04,0.0
2018-06-29,-45.8333
2018-07-13,84.6154
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-08-07,-4.1667
2018-08-14,4.3478
2018-09-06,0.0
2018-09-11,0.0
2018-09-13,58.3333
2018-09-17,0.0
2018-10-01,163.1579
2018-10-02,0.0
2018-10-04,20.0
2018-10-05,16.6667
2018-10-16,0.0
2018-11-15,18.5714
2018-11-19,0.0
2018-11-28,-9.0361
2018-12-14,0.0
2019-01-18,-13.9073
2019-03-12,0.0
2019-04-29,23.0769
2019-04-30,2.5
2019-05-03,20.122
2019-05-07,1.5228000000000002
2019-05-15,50.0
2019-06-13,-13.3333
2019-06-20,0.0
2019-06-26,53.8462
2019-07-03,-10.5
2019-07-10,-27.3743
2019-07-17,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-26,-7.6923
2019-08-19,-16.6667
2019-09-05,0.0
2019-09-12,-15.0
2019-10-08,17.647100000000002
2019-10-10,10.0
2019-10-24,0.0
2020-03-03,-72.7273
2020-03-06,0.0
2020-03-09,0.0
2020-03-11,0.0
2020-03-13,0.0
2020-05-12,-43.8889
2020-05-19,78.2178
2020-05-20,0.0
2020-05-21,11.1111
2020-05-26,10.0
2020-05-27,0.0
2020-05-29,22.7273
2020-06-01,18.4444
2020-06-03,-24.9531
2020-06-04,54.1667
2020-06-05,-29.7297
2020-06-10,44.2308
2020-06-12,-36.0
2020-06-19,-23.3333
2020-06-22,-3.6957
2020-06-23,-1.2415
2020-06-24,1.4285999999999999
2020-06-25,3.662
2020-06-26,-0.5435
2020-06-29,13.8798
2020-06-30,-5.0413
2020-07-01,0.2021
2020-07-02,2.3731999999999998
2020-07-06,2.3645
2020-07-07,4.3311
2020-07-08,4.7048
2020-07-09,57.7093
2020-07-10,-18.3799
2020-07-13,4.8255
2020-07-14,13.5488
2020-07-15,-2.2427
2020-07-16,1.4706000000000001
2020-07-17,-3.7100999999999997
2020-07-20,11.9205
2020-07-21,-4.2496
2020-07-22,5.0562
2020-07-23,-2.7273
2020-07-24,6.1572
2020-07-27,0.9839
2020-07-28,-5.1795
2020-07-29,8.1666
2020-07-30,0.0
2020-07-31,-0.05
