ticker,BRTI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-07-25,18.6441
2017-07-26,14.2857
2017-07-27,0.0
2017-07-28,0.0
2017-07-31,0.0
2017-08-01,-6.25
2017-08-02,6.6667
2017-08-04,118.75
2017-08-07,122.0
2017-08-08,2.9600999999999997
2017-08-09,-5.0
2017-08-10,-21.0526
2017-08-11,30.0
2017-08-14,-12.8205
2017-08-15,7.0588
2017-08-16,-17.3077
2017-08-17,-0.3322
2017-08-18,-33.3333
2017-08-21,0.0
2017-08-22,-5.0
2017-08-23,-2.6316
2017-08-24,-2.7027
2017-08-25,-2.7778
2017-08-28,2.8571
2017-08-29,-16.6667
2017-08-30,0.0
2017-08-31,-3.3333
2017-09-05,0.0
2017-09-08,0.0
2017-09-11,37.931
2017-09-12,-25.0
2017-09-13,0.0
2017-09-14,-33.3333
2017-09-15,-1.0
2017-09-18,-1.0101
2017-09-19,-3.0612
2017-09-20,0.0
2017-09-21,4.2105
2017-09-22,1.0101
2017-09-25,-2.0
2017-09-26,-18.3673
2017-09-27,6.25
2017-09-28,-11.7647
2017-09-29,0.0
2017-10-02,6.6667
2017-10-03,0.0
2017-10-04,6.25
2017-10-05,-23.5294
2017-10-06,36.9231
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,-10.1124
2017-10-12,10.0
2017-10-13,0.0
2017-10-16,-9.0909
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,6.25
2017-10-20,2.3529
2017-10-23,3.4483
2017-10-24,-1.1111
2017-10-25,-4.4944
2017-10-26,3.5294
2017-10-27,2.2727
2017-10-30,-1.1111
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,-1.1236
2017-11-06,-7.9545
2017-11-07,0.0
2017-11-09,-13.5802
2017-11-10,-7.1429
2017-11-13,7.6923
2017-11-14,-4.2857
2017-11-15,25.3731
2017-11-16,-10.7143
2017-11-17,-20.0
2017-11-20,15.0
2017-11-21,1.4493
2017-11-22,-1.4285999999999999
2017-11-27,1.4493
2017-11-29,-1.4285999999999999
2017-12-04,-34.7826
2017-12-05,33.4
2017-12-06,14.9425
2017-12-07,-5.7971
2017-12-08,0.0
2017-12-11,-7.6923
2017-12-12,5.0
2017-12-14,-12.6984
2017-12-15,10.9091
2017-12-18,0.0
2017-12-19,1.6393
2017-12-20,1.6129
2017-12-21,-5.5556
2017-12-22,5.8824
2017-12-26,4.7619
2017-12-27,0.0
2017-12-29,-1.5152
2018-01-02,-6.1538
2018-01-03,0.0
