ticker,IMGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-09,450.0
2015-07-10,27.2727
2015-07-14,35.7143
2015-07-15,31.5789
2015-08-21,40.0
2016-02-05,-48.5714
2016-02-08,11.1111
2016-10-14,-45.0
2016-11-07,-4.5455
2016-11-30,-51.4286
2016-12-01,7.8431
2016-12-02,0.0
2016-12-06,-7.2727
2016-12-09,1.9607999999999999
2016-12-12,-1.9231
2017-02-24,-41.1765
2017-08-02,-33.3333
2017-08-10,180.0
2017-08-11,-9.8214
2017-09-25,-30.6931
2017-10-11,55.7143
2017-10-12,0.9174
2017-10-13,0.0
2017-10-16,-3.6364
2017-10-17,0.9434
2017-10-18,-4.6729
2017-10-19,0.0
2017-10-23,0.0
2017-11-01,-1.9607999999999999
2017-11-07,0.0
2017-11-14,0.0
2017-11-22,0.0
2017-12-05,5.0
2017-12-07,0.9524
2017-12-11,0.0
2017-12-12,1.8868
2017-12-13,1.8519
2017-12-20,0.0
2017-12-22,-5.4545
2017-12-27,0.0
2017-12-28,-3.8462
2018-01-03,10.0
2018-01-23,-0.0182
2018-01-26,-7.2559000000000005
2018-01-30,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-13,0.0
2018-02-21,0.9804
2018-02-23,1.9417
2018-02-28,-2.8571
2018-09-19,-41.1765
2018-09-27,-33.3333
2018-11-27,-43.7
2018-11-28,-46.714
2018-11-29,-25.0
2018-11-30,-8.8889
2018-12-03,-26.8293
2018-12-07,33.3333
2018-12-10,-50.0
2018-12-20,0.0
2018-12-26,50.0
2018-12-27,66.6667
2018-12-31,0.0
2019-01-03,-20.0
2019-01-04,0.0
2019-01-14,0.0
2019-01-28,0.0
2019-01-30,-20.0
2019-02-12,6.25
2019-05-02,47.0588
2019-06-19,-50.0
2019-06-28,10.0
2019-07-18,9.0909
2019-09-25,-33.3333
2019-10-03,0.0
2019-10-15,0.0
2019-10-18,-26.0
2019-11-11,102.7027
2019-11-18,-33.3333
2019-12-10,-50.0
2020-02-14,50.0
2020-03-10,33.3333
2020-03-20,25.0
2020-05-19,0.0
2020-07-09,65.0
2020-07-16,21.2121
2020-07-28,-20.0
2020-07-31,0.0
