ticker,VIE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-10-03,23.2105
2019-10-04,-1.2388
2019-10-07,-5.9689
2019-10-08,-3.1739
2019-10-09,-9.2162
2019-10-10,-1.8838
2019-10-11,2.4
2019-10-14,-2.3438
2019-10-15,5.8667
2019-10-16,4.4836
2019-10-17,-0.8197
2019-10-18,1.4584
2019-10-21,-2.7312
2019-10-22,-1.5271
2019-10-23,-3.1016
2019-10-24,1.4455
2019-10-25,4.4275
2019-10-28,5.117
2019-10-29,2.5035
2019-10-30,0.9046
2019-10-31,-2.5101
2019-11-01,3.6322
2019-11-04,4.8358
2019-11-05,2.116
2019-11-06,3.9370000000000003
2019-11-07,7.6156
2019-11-08,22.2675
2019-11-11,-0.303
2019-11-12,-1.5805
2019-11-13,-13.2798
2019-11-14,-5.1282
2019-11-15,3.3407999999999998
2019-11-18,-6.1024
2019-11-19,-0.8511
2019-11-20,1.7948
2019-11-21,-0.345
2019-11-22,2.6923
2019-11-25,0.1873
2019-11-26,11.1402
2019-11-27,8.1736
2019-11-29,-3.7313
2019-12-02,-8.4948
2019-12-03,-8.2245
2019-12-04,0.5769
2019-12-05,1.8738000000000001
2019-12-06,3.1156
2019-12-09,-5.6061
2019-12-10,7.4817
2019-12-11,1.1123
2019-12-12,-4.6842
2019-12-13,-0.5957
2019-12-16,-10.4869
2019-12-17,19.9163
2019-12-18,-1.0468
2019-12-19,2.2567
2019-12-20,1.6207
2019-12-23,1.8324
2019-12-24,-5.5315
2019-12-26,-4.4092
2019-12-27,-0.1845
2019-12-30,-4.0665
2019-12-31,4.6243
2020-01-02,-3.5727
2020-01-03,-1.7953000000000001
2020-01-06,7.7402
2020-01-07,0.6498
2020-01-08,6.6356
2020-01-09,-2.2873
2020-01-10,3.8209999999999997
2020-01-13,9.9469
2020-01-14,13.2388
2020-01-15,13.1025
2020-01-16,10.6664
2020-01-17,-14.5745
2020-01-21,-5.2802
2020-01-22,-7.4415
2020-01-23,1.0795
2020-01-24,4.3564
2020-01-27,13.7625
2020-01-28,4.6402
2020-01-29,-2.6244
2020-01-30,-5.7853
2020-01-31,-2.9593
2020-02-03,9.7078
2020-02-04,-7.8063
2020-02-05,-3.5176
2020-02-06,-1.6406
2020-02-07,-2.3299
2020-02-10,-1.5451000000000001
2020-02-11,8.1773
2020-02-12,-2.0616
2020-02-13,-1.5072999999999999
2020-02-14,-1.029
2020-02-18,19.5415
2020-02-19,5.2632
2020-02-20,-5.0636
2020-02-21,-0.7811
2020-02-24,-5.3306000000000004
2020-02-25,-6.2248
2020-02-26,9.0955
2020-02-27,-5.1556
2020-02-28,6.856
2020-03-02,-5.8203
2020-03-03,8.6618
2020-03-04,18.4057
2020-03-05,-6.6944
2020-03-06,0.9931
2020-03-09,-1.1238
2020-03-10,2.943
2020-03-11,6.2303
2020-03-12,-24.8886
2020-03-13,-3.4346
2020-03-16,-31.218
2020-03-17,18.7128
2020-03-18,-5.5155
2020-03-19,5.6385
2020-03-20,38.7441
2020-03-23,-29.6221
2020-03-24,22.0257
2020-03-25,-13.4651
2020-03-26,18.179
2020-03-27,-8.2453
2020-03-30,6.7397
2020-03-31,-0.0263
2020-04-01,-3.8947000000000003
2020-04-02,-12.4042
2020-04-03,-3.6574
2020-04-06,-0.9734
2020-04-07,-2.0315
2020-04-08,4.214
2020-04-09,4.6855
2020-04-13,-0.0307
2020-04-14,18.9206
2020-04-15,0.3094
2020-04-16,-4.8843
2020-04-17,2.7297000000000002
2020-04-20,3.0518
2020-04-21,3.2933
2020-04-22,6.6733
2020-04-23,-4.101
2020-04-24,0.3866
2020-04-27,5.5836
2020-04-28,-2.5986000000000002
2020-04-29,7.9803
2020-04-30,-11.9419
2020-05-01,-4.4794
2020-05-04,1.4429
2020-05-05,9.1186
2020-05-06,-6.96
2020-05-07,10.0826
2020-05-08,7.2727
2020-05-11,8.7076
2020-05-12,-3.3132
2020-05-13,-2.7817
2020-05-14,5.1213
2020-05-15,1.6764999999999999
2020-05-18,-0.0582
2020-05-19,5.2213
2020-05-20,10.6807
2020-05-21,-0.4167
2020-05-22,0.7699
2020-05-26,-5.6635
2020-05-27,-9.207699999999999
2020-05-28,-11.5377
2020-05-29,2.8058
2020-06-01,2.7079
2020-06-02,8.2624
2020-06-03,5.35
2020-06-04,-6.5344
2020-06-05,-3.1548
2020-06-08,0.5429
2020-06-09,0.0
2020-06-10,3.92
2020-06-11,-0.9815
2020-06-12,-8.9796
2020-06-15,3.6942
2020-06-16,0.7002
2020-06-17,0.2658
2020-06-18,-0.1224
2020-06-19,-0.0204
2020-06-22,-5.1062
2020-06-23,-0.495
2020-06-24,5.2562999999999995
2020-06-25,9.6383
2020-06-26,-20.2624
2020-06-29,0.6817
2020-06-30,1.1441
2020-07-01,-4.3167
2020-07-02,3.0398
2020-07-06,3.4886
2020-07-07,-4.3213
2020-07-08,2.341
2020-07-09,-2.0564
2020-07-10,-8.3274
2020-07-13,-1.3124
2020-07-14,6.4146
2020-07-15,2.965
2020-07-16,-0.8091
2020-07-17,2.9511
2020-07-20,-0.3496
2020-07-21,-8.6763
2020-07-22,0.5122
2020-07-23,-3.3121
2020-07-24,-0.8432
2020-07-27,2.0994
2020-07-28,-0.0521
2020-07-29,-2.6823
2020-07-30,0.6957
2020-07-31,-2.7106
