ticker,SJ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-03-11,0.0
2019-03-12,0.6129
2019-03-13,-0.6091
2019-03-26,0.2043
2019-03-27,-0.2039
2019-03-29,0.3064
2019-04-01,0.0
2019-04-02,-0.2037
2019-04-03,0.102
2019-04-04,-0.2039
2019-04-05,0.1021
2019-04-10,0.0
2019-04-11,0.0
2019-04-12,0.3061
2019-04-15,0.1017
2019-04-16,0.0
2019-04-17,2.1341
2019-04-22,-0.8458
2019-04-24,-0.853
2019-04-25,0.0
2019-04-29,0.2024
2019-05-17,-0.303
2019-05-28,0.2026
2019-06-06,-0.2022
2019-06-07,0.304
2019-06-10,1.0081
2019-06-13,1.4020000000000001
2019-06-18,-0.3945
2019-06-27,0.8663
2019-07-02,-2.9202
2019-07-05,1.3145
2019-07-09,2.2954
2019-07-10,0.3902
2019-07-11,-1.9436
2019-07-12,-0.3568
2019-07-15,-0.189
2019-07-16,0.1495
2019-07-18,0.0
2019-07-19,0.2985
2019-07-22,0.0
2019-07-23,-0.2976
2019-07-25,-0.199
2019-07-26,0.2991
2019-07-29,-0.0994
2019-07-30,0.4975
2019-08-01,0.0
2019-08-09,-0.099
2019-08-14,-0.2973
2019-08-15,0.1988
2019-08-22,0.0992
2019-08-23,0.0
2019-08-26,0.4955
2019-08-30,-0.3945
2019-09-04,0.495
2019-09-24,0.0
2019-10-02,1.9704000000000002
2019-10-03,-1.9324
2019-10-08,0.0
2019-10-10,-0.4926
2019-10-11,0.495
2019-10-16,0.4926
2019-10-23,-0.4902
2019-10-31,0.0
2019-11-01,-0.0985
2019-11-05,-0.1972
2019-11-06,-0.0988
2019-11-07,-0.0989
2019-11-08,0.0
2019-11-12,0.495
2019-11-13,0.0
2019-11-19,-0.2956
2019-11-20,0.0
2019-11-25,0.0
2019-11-26,0.0
2019-11-27,0.0988
2019-12-02,0.0
2019-12-03,-0.0987
2019-12-05,0.0
2019-12-06,0.1976
2019-12-10,-0.0986
2019-12-12,0.0
2019-12-13,0.0
2019-12-18,0.0
2019-12-20,-0.0987
2019-12-26,0.1976
2019-12-30,0.0
2019-12-31,0.0
2020-01-07,0.5917
2020-01-08,0.0
2020-01-14,0.4902
2020-01-17,0.0585
2020-01-21,-0.5411
2020-01-23,-0.0049
2020-02-03,0.4902
2020-02-10,0.3902
2020-02-11,0.0
2020-02-12,0.0087
2020-02-18,-0.0087
2020-02-19,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-03-02,0.0972
2020-03-03,-0.0971
2020-03-04,0.0972
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,-0.6311
2020-03-10,0.0489
2020-03-11,0.0
2020-03-12,-0.3906
2020-03-16,-0.4902
2020-03-17,-0.4926
2020-03-18,1.9802
2020-03-19,-4.7573
2020-03-20,0.7757
2020-03-23,0.1406
2020-03-24,0.5051
2020-03-25,0.5025
2020-03-26,2.0
2020-03-27,-1.4706000000000001
2020-03-31,1.8378
2020-04-01,0.3449
2020-04-02,-0.2921
2020-04-03,0.1953
2020-04-06,0.5
2020-04-07,-0.0126
2020-04-08,0.194
2020-04-09,0.0968
2020-04-13,0.0967
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,-0.0976
2020-04-17,0.001
2020-04-20,0.5803
2020-04-21,-0.625
2020-04-22,0.1393
2020-04-23,-0.0647
2020-04-24,1.0374
2020-04-27,0.0
2020-04-29,-0.8555
2020-04-30,0.7654
2020-05-01,-1.9148
2020-05-04,-7.2266
2020-05-05,-6.3158
2020-05-06,-24.1573
2020-05-07,32.1481
2020-05-08,7.0628
2020-05-11,-6.2827
2020-05-12,-8.6592
2020-05-13,-8.868500000000001
2020-05-14,-5.906
2020-05-15,1.2839
2020-05-18,-7.8873
2020-05-19,-2.1407
2020-05-20,2.3437
2020-05-21,-15.2672
2020-05-22,12.4324
2020-05-26,0.641
2020-05-27,3.8217
2020-05-28,3.9877000000000002
2020-05-29,0.4425
2020-06-01,-0.1468
2020-06-02,2.5735
2020-06-03,0.3584
2020-06-04,0.5329
2020-06-05,-6.8805
2020-06-08,-2.3821
2020-06-09,-2.9232
2020-06-10,0.5636
2020-06-11,-3.9231
2020-06-12,2.5
2020-06-15,5.3659
2020-06-16,-5.8642
2020-06-17,1.3115
2020-06-18,-0.3236
2020-06-19,0.6494
2020-06-22,-1.6129
2020-06-23,0.6557
2020-06-24,-0.6515
2020-06-25,2.2951
2020-06-26,0.3205
2020-06-29,-2.3962
2020-06-30,0.0
2020-07-01,-0.1637
2020-07-02,0.9836
2020-07-06,0.3247
2020-07-07,2.589
2020-07-08,-1.8927
2020-07-09,-1.6077
2020-07-10,2.0425
2020-07-13,-2.0016
2020-07-14,-0.3268
2020-07-15,3.4426
2020-07-16,-1.9017
2020-07-17,3.0
2020-07-20,-2.5974
2020-07-21,2.0112
2020-07-22,-2.6046
2020-07-23,0.3241
2020-07-24,-0.1616
2020-07-27,7.767
2020-07-29,-9.1592
2020-07-30,-3.3058
2020-07-31,0.3419
