ticker,GXXM US Equity
2018-03-05,111.5152
2018-03-16,0.0
2018-03-21,-1.1461000000000001
2018-03-22,-0.2899
2018-03-23,1.4535
2018-03-26,-2.5788
2018-03-29,0.2353
2018-04-04,-0.2347
2018-04-06,-1.4706000000000001
2018-04-18,-30.7463
2018-04-19,40.0862
2018-05-03,-30.7692
2018-05-07,2.2222
2018-05-11,0.0
2018-05-15,0.8696
2018-05-16,-3.0172
2018-05-21,28.8889
2018-05-31,-22.4138
2018-06-01,-26.2222
2018-06-04,74.0964
2018-06-05,-1.3841
2018-06-12,-26.3158
2018-06-14,26.1905
2018-06-20,-36.9811
2018-06-21,0.0
2018-06-22,-10.1796
2018-06-26,-25.3333
2018-06-27,66.0714
2018-06-29,-19.3548
2018-07-03,-12.6667
2018-07-09,9.9237
2018-07-10,0.6944
2018-07-11,-2.069
2018-07-12,0.0
2018-07-13,-2.1127
2018-07-16,-1.4388
2018-07-18,-2.1898
2018-07-19,5.9701
2018-07-20,-23.2394
2018-07-23,14.6789
2018-07-24,15.2
2018-08-01,-23.6111
2018-08-02,0.0
2018-08-03,-3.6364
2018-08-07,31.1321
2018-08-08,0.7194
2018-08-13,-3.5714
2018-08-14,0.0
2018-08-29,-18.5185
2018-08-30,-3.6364
2018-09-04,8.4906
2018-09-05,-4.3478
2018-09-06,4.5455
2018-09-07,4.3478
2018-09-10,-0.8333
2018-09-11,-0.8403
2018-09-12,-3.3898
2018-09-13,-5.2632
2018-09-14,0.9259
2018-09-18,2.7523
2018-09-19,-9.8214
2018-09-20,4.9505
2018-09-21,1.8868
2018-09-24,6.4815
2018-09-25,-2.6087
2018-09-26,-3.5714
2018-09-27,6.4815
2018-09-28,0.0
2018-10-01,-9.5652
2018-10-02,0.0
2018-10-03,9.6154
2018-10-04,0.0
2018-10-08,0.8772
2018-10-09,-11.3043
2018-10-10,-1.9607999999999999
2018-10-11,0.0
2018-10-26,-19.93
2018-10-31,-7.5809
2018-11-02,-12.1622
2018-11-05,0.0
2018-11-06,13.8462
2018-11-13,-31.0811
2018-11-14,0.0
2018-11-20,-31.1373
2018-11-21,87.9271
2018-11-26,0.0
2018-11-29,-54.5455
2018-12-03,113.3333
2018-12-10,-4.875
2018-12-12,-34.297
2018-12-14,57.35
2018-12-26,-1.4935
2018-12-27,-65.9355
2018-12-31,0.142
2019-01-02,0.0
2019-01-09,192.8605
2019-01-17,-67.6945
2019-01-18,-0.05
2019-01-23,-0.05
2019-01-25,-19.96
2019-01-28,-18.75
2019-01-29,0.0
2019-01-30,-15.3846
2019-01-31,-36.2727
2019-02-01,-14.408
2019-02-04,0.0
2019-02-06,-16.6667
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,0.0
2019-02-12,0.0
2019-02-13,-18.0
2019-02-14,-14.6341
2019-02-15,21.7143
2019-02-19,-27.23
2019-02-20,-3.2258
2019-02-21,49.8667
2019-02-22,-38.5565
2019-02-25,-53.3032
2019-02-26,-20.155
2019-02-27,-20.4854
2019-02-28,6.2271
2019-03-01,-39.0805
2019-03-04,22.6415
2019-03-05,-32.3077
2019-03-06,-25.0
2019-03-07,-3.0303
2019-03-08,6.25
2019-03-11,2.9412000000000003
2019-03-12,-14.2857
2019-03-13,-40.0
2019-03-14,27.7778
2019-03-15,-13.0435
2019-03-18,-15.0
2019-03-19,29.4118
2019-03-20,-15.0
2019-03-21,-3.7433
2019-03-22,5.5556
2019-03-25,26.3158
2019-03-26,12.5
2019-03-27,-37.037
2019-03-28,0.0
2019-03-29,11.7647
2019-04-01,0.0
2019-04-02,15.7895
2019-04-03,36.3636
2019-04-04,-13.6667
2019-04-05,66.0232
2019-04-08,-21.2791
2019-04-09,-0.0295
2019-04-10,-20.2128
2019-04-11,18.5185
2019-04-12,15.625
2019-04-15,-16.2162
2019-04-16,-32.2581
2019-04-17,-19.0476
2019-04-18,-5.8824
2019-04-22,-6.25
2019-04-23,-6.6667
2019-04-24,-7.1429
2019-04-25,-15.3846
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,-18.1818
2019-05-01,-11.1111
2019-05-02,50.0
2019-05-03,-25.0
2019-05-06,77.7778
2019-05-07,-12.5
2019-05-08,-28.5714
2019-05-09,-10.0
2019-05-10,-11.1111
2019-05-13,0.0
2019-05-14,-12.5
2019-05-15,-14.2857
2019-05-16,-16.6667
2019-05-17,40.0
2019-05-20,0.0
2019-05-21,14.2857
2019-05-22,25.0
2019-05-23,-10.0
2019-05-24,-22.2222
2019-05-28,-28.5714
2019-05-29,-20.0
2019-05-30,0.0
2019-05-31,-25.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-33.3333
2019-06-11,-50.0
2019-06-12,100.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,200.0
2019-06-18,-33.3333
2019-06-19,-50.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,-50.0
2019-06-25,100.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,-50.0
2019-07-01,100.0
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,-50.0
2019-07-08,0.0
2019-07-09,100.0
2019-07-10,0.0
2019-07-11,-50.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,0.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,100.0
2019-08-16,0.0
2019-08-19,-50.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,-2.0
2019-09-03,2.0408
2019-09-04,0.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-12,-2.0
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,-98.9796
2019-09-18,9900.0
2019-09-20,0.0
2019-09-23,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-10-03,-2.0
2019-10-04,2.0408
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,-2.0
2019-10-11,2.0408
2019-10-14,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-28,-99.0
2019-10-29,0.0
2019-10-30,9900.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-05,0.0
2019-11-08,0.0
2019-11-11,-99.0
2019-11-12,9900.0
2019-11-13,0.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-12-06,0.0
2019-12-10,-99.0
2019-12-11,9900.0
2019-12-12,0.0
2019-12-13,-99.0
2019-12-16,0.0
2019-12-17,0.0
2019-12-18,9900.0
2019-12-19,0.0
2019-12-23,0.0
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,-99.0
2019-12-31,9900.0
2020-01-02,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,-99.0
2020-01-09,9900.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,-2.0
2020-01-16,-98.9796
2020-01-21,0.0
2020-01-23,0.0
2020-01-27,4899.9999
2020-01-28,96.0
2020-01-31,2.0408
2020-02-03,0.0
2020-02-04,0.0
2020-02-06,0.0
2020-02-18,-50.0
2020-02-19,100.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-24,-99.0
2020-02-25,9699.9997
2020-02-26,0.0
2020-02-27,-98.9796
2020-02-28,0.0
2020-03-02,9900.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-06,0.0
2020-03-11,0.0
2020-03-17,-99.0
2020-03-18,9900.0
2020-03-23,-70.0
2020-03-26,233.3333
2020-03-27,-65.0
2020-04-02,185.7143
2020-04-03,0.0
2020-04-06,0.0
2020-04-09,-99.0
2020-04-13,0.0
2020-04-15,0.0
2020-04-16,9900.0
2020-04-17,0.0
2020-04-20,-2.0
2020-04-23,2.0408
2020-04-24,-99.0
2020-04-27,9900.0
2020-04-28,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-08,-99.0
2020-05-12,9699.9997
2020-05-13,2.0408
2020-05-14,0.0
2020-05-19,0.0
2020-05-22,-50.0
2020-05-26,100.0
2020-05-27,0.0
2020-05-28,-99.0
2020-05-29,9900.0
2020-06-01,-4.0
2020-06-02,4.1667
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,-99.0
2020-06-08,0.0
2020-06-10,9900.0
2020-06-12,0.0
2020-06-15,-2.0
2020-06-16,-98.9796
2020-06-17,9900.0
2020-06-18,0.0
2020-06-22,-99.0
2020-06-24,9900.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-29,0.0
2020-06-30,0.0
2020-07-02,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-10,-50.0
2020-07-13,100.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-20,0.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-28,0.0
2020-07-30,0.0
2020-07-31,0.0
