ticker,ANPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-01-31,-10.0444
2020-02-03,4.9407
2020-02-04,0.1883
2020-02-05,-6.015
2020-02-06,0.1
2020-02-07,-1.8981
2020-02-10,1.3237999999999999
2020-02-11,-0.1005
2020-02-12,-2.9175
2020-02-13,2.5907
2020-02-14,-2.0202
2020-02-18,-1.5464
2020-02-19,0.5236
2020-02-20,-1.7187000000000001
2020-02-21,2.3847
2020-02-24,-2.1739
2020-02-25,10.8995
2020-02-26,-4.5582
2020-02-27,-1.3227
2020-02-28,-13.8804
2020-03-02,15.7647
2020-03-03,-5.9959
2020-03-04,1.5135
2020-03-05,0.0
2020-03-06,-4.4909
2020-03-09,-5.2217
2020-03-10,0.0
2020-03-12,-16.8235
2020-03-13,3.9604
2020-03-19,-0.6803
2020-03-23,0.6849
2020-03-24,11.5279
2020-03-25,-0.577
2020-03-26,-1.8098
2020-03-27,-0.0312
2020-03-30,2.86
2020-03-31,-6.4262
2020-04-01,-3.2688
2020-04-03,-4.4077
2020-04-06,15.4494
2020-04-08,2.4732
2020-04-09,0.7919
2020-04-13,-2.2379
2020-04-14,-3.6145
2020-04-15,1.1925
2020-04-16,1.2921
2020-04-17,-2.3171
2020-04-20,3.8577
2020-04-21,-3.8334
2020-04-22,0.6225
2020-04-23,0.9329
2020-04-24,0.9231
2020-04-27,-10.2439
2020-04-29,4.6196
2020-04-30,-2.5974
2020-05-04,4.0
2020-05-05,-2.4359
2020-05-06,-1.4455
2020-05-07,3.5
2020-05-08,-3.2528
2020-05-11,10.3862
2020-05-12,-3.1725
2020-05-13,-0.3364
2020-05-14,0.0
2020-05-18,-1.0
2020-05-19,-4.798
2020-05-20,4.7745
2020-05-21,-2.1519
2020-05-22,-0.3881
2020-05-26,0.0
2020-05-27,-1.2987
2020-05-28,0.0
2020-05-29,1.3158
2020-06-02,-1.2987
2020-06-04,-1.3171
2020-06-05,-1.332
2020-06-08,-2.7027
2020-06-09,0.5556
2020-06-11,-4.4199
2020-06-12,1.8786
2020-06-15,-0.7092
2020-06-16,-1.4285999999999999
2020-06-17,4.3478
2020-06-18,-5.275
2020-06-19,8.8678
2020-06-22,-5.7239
2020-06-23,1.0
2020-06-24,-3.6775
2020-06-25,-7.9369
2020-06-26,-4.1391
2020-06-29,-15.3078
2020-06-30,0.9823
2020-07-01,14.3969
2020-07-02,4.8469
2020-07-06,9.651299999999999
2020-07-07,-9.4675
2020-07-08,2.1242
2020-07-09,-7.84
2020-07-10,-7.2917
2020-07-13,-2.6217
2020-07-14,0.2885
2020-07-15,2.9722
2020-07-16,1.4898
2020-07-17,5.5046
2020-07-20,-2.2243
2020-07-21,1.3856
2020-07-22,-8.4211
2020-07-23,0.0
2020-07-24,-0.9579
2020-07-27,6.5764
2020-07-28,1.6334
2020-07-29,28.2143
2020-07-30,-17.8273
2020-07-31,7.6271
