ticker,GSPH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-14,190.9091
2000-01-31,-33.3333
2000-02-25,43.75
2000-02-28,-30.4348
2000-06-30,0.0
2001-01-25,-49.0
2001-01-31,-0.9804
2001-02-01,0.9901
2001-05-17,-75.4902
2001-09-18,320.0
2001-10-30,-3.8095
2001-12-13,48.5149
2002-04-29,-50.0
2002-08-22,100.0
2002-11-06,-65.3333
2002-12-09,-48.0769
2003-05-19,344.4444
2003-08-28,-70.8333
2003-09-22,0.0
2003-10-13,37.1429
2003-11-14,-27.0833
2003-11-19,185.7143
2003-11-21,20.0
2003-12-31,0.0
2004-02-19,-4.1667
2004-03-11,30.4348
2004-03-16,-46.6667
2004-03-19,-6.25
2004-04-16,60.0
2004-04-22,41.6667
2004-04-23,-11.7647
2004-04-27,13.3333
2004-06-09,17.647100000000002
2004-06-25,-2.5
2004-06-29,7.6923
2004-07-14,19.0476
2004-07-23,-38.0
2004-07-26,0.0
2004-07-30,12.9032
2004-08-02,-11.4286
2004-08-19,12.9032
2004-08-30,-57.1429
2004-09-22,0.0
2004-09-23,0.0
2004-10-04,0.0
2005-05-10,60.0
2005-07-14,-15.8333
2005-09-08,-5.9406
2005-09-12,1.0526
2005-12-27,3.125
2006-02-02,2.0202
2006-06-13,187.1287
2006-06-14,0.0
2006-06-15,-31.0345
2006-06-16,37.5
2006-06-20,0.0
2006-06-22,0.0
2006-06-27,0.0
2006-07-17,-18.1818
2006-08-02,22.2222
2006-08-03,-18.1818
2006-08-28,11.1111
2006-08-29,0.0
2006-09-07,0.0
2006-09-14,-20.0
2006-09-26,-22.5
2006-10-18,-3.2258
2006-10-24,-16.6667
2006-10-26,0.0
2006-11-14,12.0
2007-01-18,-1.4285999999999999
2007-01-31,30.4348
2007-02-08,-2.7778
2007-02-27,-21.1429
2007-03-27,-16.6667
2007-12-06,182.6087
2007-12-07,0.0
2007-12-10,0.0
2007-12-11,0.0
2007-12-13,0.0
2007-12-14,4.6154
2007-12-17,0.0
2007-12-19,2.9412000000000003
2007-12-20,0.0
2007-12-28,-2.8571
2008-01-07,2.9412000000000003
2008-01-09,0.0
2008-01-10,0.0
2008-01-11,2.8571
2008-01-14,11.1111
2008-01-15,-6.25
2008-01-17,5.3333
2008-01-29,-17.7215
2008-01-30,9.2308
2008-01-31,0.0
2008-02-05,2.8169
2008-02-06,-1.3699
2008-02-07,0.0
2008-02-13,0.0
2008-02-14,1.3889
2008-02-15,8.2192
2008-02-19,0.0
