ticker,ITOX US Equity
2018-01-23,20.0
2018-01-24,0.0
2018-01-29,0.0
2018-01-30,-14.3333
2018-01-31,16.7315
2018-02-05,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-12,0.0
2018-03-21,-5.0
2018-03-29,-11.0526
2018-04-02,-19.1321
2018-04-03,-1.9512
2018-05-01,14.4279
2018-05-03,0.0
2018-05-09,0.0
2018-05-14,0.0
2018-06-06,4.3478
2018-06-29,-8.3333
2018-08-14,-4.5455
2018-08-24,-16.6667
2018-08-30,17.1429
2018-09-11,-2.439
2018-09-12,-30.0
2018-09-18,-7.1429
2018-09-20,-26.9231
2018-09-25,-42.1053
2018-10-05,-8.7273
2018-10-15,9.5618
2018-10-16,-5.4545
2018-10-26,-1.9231
2018-10-29,-5.8824
2018-10-31,12.5
2018-11-02,31.4815
2018-11-06,-43.662
2018-11-12,25.0
2018-11-13,-30.0
2018-11-15,-8.5714
2018-11-16,12.5
2018-11-21,-11.1111
2018-11-28,-3.125
2018-11-29,-6.4516
2018-12-03,0.0
2018-12-06,-10.0
2018-12-07,-4.2146
2018-12-10,8.0
2018-12-19,0.0
2018-12-20,-7.4074
2018-12-21,-6.0
2018-12-24,-6.383
2018-12-26,4.5455
2018-12-27,2.6087
2018-12-28,-2.5423999999999998
2019-01-02,-10.8696
2019-01-03,-2.439
2019-01-07,-15.0
2019-01-08,20.5882
2019-01-09,-12.1951
2019-01-10,13.8889
2019-01-11,2.439
2019-01-14,-19.0476
2019-01-15,23.5294
2019-01-16,0.0
2019-01-17,4.7619
2019-01-18,-4.5455
2019-01-22,-9.5238
2019-01-23,10.526299999999999
2019-01-24,-28.5714
2019-01-25,30.6667
2019-01-28,-8.1633
2019-01-29,5.5556
2019-01-30,10.526299999999999
2019-01-31,-4.7619
2019-02-01,-5.0
2019-02-04,5.2632
2019-02-06,-32.5
2019-02-07,55.5556
2019-02-08,-4.7619
2019-02-11,0.0
2019-02-12,-20.0
2019-02-14,-6.25
2019-02-15,6.6667
2019-02-20,0.0
2019-02-21,0.0
2019-02-25,-25.0
2019-02-26,0.0
2019-03-01,0.0
2019-03-04,0.0
2019-03-05,0.0
2019-03-06,-16.6667
2019-03-07,10.0
2019-03-08,0.0
2019-03-11,0.0
2019-03-12,9.0909
2019-03-15,16.6667
2019-03-20,-7.1429
2019-03-22,0.0
2019-03-27,-7.6923
2019-03-28,0.0
2019-04-02,-8.3333
2019-04-03,9.0909
2019-04-16,0.0
2019-04-17,-25.0
2019-04-18,22.2222
2019-04-25,9.0909
2019-04-29,-20.8333
2019-04-30,15.7895
2019-05-01,0.0
2019-05-02,-9.0909
2019-05-03,0.0
2019-05-06,10.0
2019-05-07,0.0
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,9.0909
2019-05-13,0.0
2019-05-14,-16.6667
2019-05-15,10.0
2019-05-16,-9.0909
2019-05-17,0.0
2019-05-20,0.0
2019-05-21,0.0
2019-05-22,10.0
2019-05-23,-1.8182
2019-05-24,1.8519
2019-05-29,-9.0909
2019-05-30,0.0
2019-05-31,10.0
2019-06-03,-9.0909
2019-06-04,10.0
2019-06-05,-9.0909
2019-06-06,10.0
2019-06-07,-5.4545
2019-06-10,-3.8462
2019-06-11,0.0
2019-06-12,10.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,-27.2727
2019-06-24,37.5
2019-06-25,-9.0909
2019-06-28,10.0
2019-07-01,-9.0909
2019-07-02,0.0
2019-07-03,10.0
2019-07-05,-9.0909
2019-07-08,0.0
2019-07-09,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-16,0.0
2019-07-17,0.0
2019-07-19,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,0.0
2019-07-29,10.0
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,-4.5455
2019-08-02,0.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,-52.2857
2019-08-13,109.5808
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,100.0
2019-08-19,23.8095
2019-08-20,-11.538499999999999
2019-08-21,-13.0435
2019-08-22,5.0
2019-08-23,-28.5714
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,-53.3333
2019-08-29,114.2857
2019-08-30,23.3333
2019-09-03,0.0
2019-09-04,-62.1622
2019-09-05,0.0
2019-09-06,98.5714
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,-49.6403
2019-09-13,85.7143
2019-09-16,3.8462
2019-09-17,-48.1481
2019-09-18,71.2857
2019-09-19,0.0834
2019-09-20,-41.6667
2019-09-23,178.5714
2019-09-24,-48.7179
2019-09-25,30.0
2019-09-26,15.3846
2019-09-27,0.0
2019-09-30,0.0
2019-10-01,-16.6667
2019-10-02,-44.0
2019-10-03,114.2857
2019-10-04,-33.3333
2019-10-07,-60.0
2019-10-08,275.0
2019-10-09,-16.6667
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,-8.0
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-24,-4.3478
2019-10-25,0.0
2019-10-28,0.0
2019-10-29,0.0
2019-10-30,4.5455
2019-10-31,0.0
2019-11-01,26.087
2019-11-04,0.0
2019-11-05,0.0
2019-11-06,0.0
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-12,0.0
2019-11-13,-0.6897
2019-11-14,-58.3333
2019-11-15,150.0
2019-11-18,0.0
2019-11-19,0.0
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,0.0
2019-11-25,-60.0
2019-11-26,100.0
2019-11-27,0.0
2019-11-29,0.0
2019-12-02,0.0
2019-12-03,-0.8333
2019-12-04,-1.7647
2019-12-05,-1.1976
2019-12-06,1.2121
2019-12-09,0.0
2019-12-10,-0.7699
2019-12-11,0.0
2019-12-12,0.0
2019-12-13,-13.7931
2019-12-16,-1.5
2019-12-17,0.5076
2019-12-18,1.0101
2019-12-19,-1.0
2019-12-20,-46.919200000000004
2019-12-23,76.9743
2019-12-24,-4.3011
2019-12-26,-10.1124
2019-12-27,-6.25
2019-12-30,-1.3333
2019-12-31,0.0
2020-01-02,57.973
2020-01-03,0.0
2020-01-06,-1.6253
2020-01-07,0.0
2020-01-08,-0.0435
2020-01-09,1.6964000000000001
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,-1.6253
2020-01-17,0.0
2020-01-21,-55.6522
2020-01-22,125.4902
2020-01-23,-13.0435
2020-01-24,-1.0
2020-01-27,1.0101
2020-01-28,0.0
2020-01-29,-10.0
2020-01-30,-27.7778
2020-01-31,-38.4615
2020-02-04,25.0
2020-02-05,20.0
2020-02-07,-50.0
2020-02-10,100.0
2020-02-11,0.0
2020-02-12,-51.6667
2020-02-13,-10.3448
2020-02-14,-23.0769
2020-02-19,0.0
2020-02-21,22.5
2020-03-02,-48.9796
2020-03-03,60.0
2020-03-04,22.5
2020-03-05,-14.2857
2020-03-06,0.0
2020-03-09,-52.381
2020-03-12,50.0
2020-03-13,-50.0
2020-03-16,-33.3333
2020-03-17,0.0
2020-03-18,78.0
2020-03-19,-43.8202
2020-03-20,-12.0
2020-03-23,-22.7273
2020-03-24,-0.5882
2020-03-25,-34.9112
2020-03-26,252.1818
2020-03-27,20.031
2020-03-30,-47.3118
2020-03-31,0.0
2020-04-01,-14.2857
2020-04-02,-4.7619
2020-04-03,-2.5
2020-04-06,46.1538
2020-04-07,-21.0526
2020-04-08,-4.4444
2020-04-09,9.3023
2020-04-13,-4.6809
2020-04-14,-8.482099999999999
2020-04-15,-2.439
2020-04-16,15.0
2020-04-17,-30.4348
2020-04-20,15.625
2020-04-21,-5.4054
2020-04-22,214.2857
2020-04-23,40.9091
2020-04-24,-38.7097
2020-04-27,45.4737
2020-04-28,33.864
2020-04-29,-14.5946
2020-04-30,1.2658
2020-05-01,-12.5
2020-05-04,-15.0
2020-05-05,-24.3697
2020-05-06,22.2222
2020-05-07,4.5455
2020-05-08,-13.0435
2020-05-11,6.8
2020-05-12,-1.6854
2020-05-13,14.2857
2020-05-14,-2.5
2020-05-15,-17.5214
2020-05-18,-3.6269
2020-05-19,9.6774
2020-05-20,3.9215999999999998
2020-05-21,20.7547
2020-05-22,-9.7656
2020-05-26,60.1732
2020-05-27,24.3243
2020-05-28,-22.1739
2020-05-29,-10.6145
2020-06-01,-11.875
2020-06-02,0.7092
2020-06-03,-1.4085
2020-06-04,1.7856999999999998
2020-06-05,-2.807
2020-06-08,-16.9675
2020-06-09,-4.3478
2020-06-10,-1.8182
2020-06-11,8.3333
2020-06-12,1.7094
2020-06-15,8.4034
2020-06-16,-14.7287
2020-06-17,9.0909
2020-06-18,-14.25
2020-06-19,-3.7901
2020-06-22,19.1919
2020-06-23,-8.4746
2020-06-24,2.7778
2020-06-25,4.5045
2020-06-26,8.1897
2020-06-29,9.9602
2020-06-30,1.4493
2020-07-01,-7.1429
2020-07-02,-2.3077
2020-07-06,-5.5118
2020-07-07,6.6667
2020-07-08,-7.8125
2020-07-09,2.0339
2020-07-10,3.8205999999999998
2020-07-13,-0.8
2020-07-14,-1.6129
2020-07-15,0.8197
2020-07-16,-6.5041
2020-07-17,-5.2174
2020-07-20,-5.5046
2020-07-21,-0.9709
2020-07-22,2.9412000000000003
2020-07-23,-0.9524
2020-07-24,-1.9231
2020-07-27,0.9804
2020-07-28,-2.7184
2020-07-29,-5.1896
2020-07-30,4.7368
2020-07-31,-2.5126
