ticker,SCBS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-04,2.5
2000-01-05,-2.439
2000-01-07,15.0
2000-01-10,-13.0435
2000-01-14,0.0
2000-01-27,0.0
2000-01-31,0.0
2000-02-17,-10.0
2000-02-18,11.1111
2000-03-13,-8.75
2000-03-15,0.0
2000-03-16,6.8493
2000-03-21,-2.5641
2000-04-12,2.2033
2000-04-26,-3.2468
2000-05-08,0.6711
2000-05-23,-0.6667
2000-06-01,0.0
2000-06-06,-0.6711
2000-06-08,0.0
2000-06-09,0.0
2000-06-23,0.0
2000-06-27,0.0
2000-07-05,0.8999
2000-07-06,0.0
2000-07-07,0.0
2000-07-25,-2.027
2000-08-11,0.0
2000-08-14,0.0
2000-08-18,0.0
2000-09-13,0.6897
2000-09-15,-0.6849
2000-09-21,-3.4483
2000-09-22,-7.1429
2000-09-25,-1.5385
2000-10-05,7.3571
2000-10-13,-16.1765
2000-11-16,19.2982
2000-11-17,-14.7059
2000-11-20,13.7931
2000-11-22,-12.1212
2000-11-27,17.2414
2000-12-19,-14.7059
2000-12-20,1.7241
2000-12-22,0.0
2000-12-26,8.7458
2001-01-05,11.811
2001-01-10,-9.8592
2001-01-19,0.0
2001-01-22,6.25
2001-01-25,-4.4118
2001-01-30,0.0
2001-01-31,3.0769
2001-02-09,0.7463
2001-02-12,2.2222
2001-04-04,5.7971
2001-04-09,-1.3699
2001-04-27,7.9338
2001-05-23,-6.4935
2001-06-29,-10.5556
2001-07-06,11.8012
2001-08-03,-5.8032
2001-09-20,-4.1667
2001-10-09,23.6025
2001-10-24,-18.593
2001-11-28,2.8999
2002-03-13,-20.4163
2002-03-14,7.6923
2002-03-15,5.7143
2002-04-05,2.4939999999999998
2002-05-23,10.0
2002-12-20,2.0408
2003-10-03,32.5758
2003-10-15,-9.5238
2003-11-04,1.3158
2003-11-14,3.8961
2004-01-12,-44.5425
2004-01-13,0.3636
2004-02-04,-0.3623
2004-05-20,84.587
2004-07-27,0.8319
2004-10-07,-20.6453
2004-10-28,27.0648
2004-12-22,-25.0
2004-12-30,7.8530999999999995
2004-12-31,0.0
2005-01-11,21.875
2005-01-14,2.5641
2005-01-27,-32.5
2005-02-11,48.1481
2005-04-07,-29.4177
2005-08-22,-8.9266
2005-09-23,10.3175
2005-11-02,-5.3513
2006-02-13,9.0767
2006-02-27,42.8571
2006-04-20,-29.4177
2006-06-23,14.2857
2006-07-11,1.042
2006-08-14,0.0
2006-08-23,25.0
2006-11-21,-6.7305
2007-01-30,9.081
2007-02-23,0.0
2007-03-05,5.0
2007-03-13,-4.7619
2007-03-28,-5.0
2007-06-11,-6.026
2007-12-17,-16.5227
2008-01-15,-2.3369
2008-03-03,71.4286
2008-03-25,-16.6667
2008-08-13,2.2877
2008-08-19,4.3738
2009-05-19,-12.2165
2009-05-22,-2.7778
2009-10-15,4.834
2009-11-30,-41.6667
2009-12-09,71.4286
2010-07-12,-20.0229
2010-07-20,42.8571
2010-12-08,-43.5342
2010-12-16,42.8571
2011-05-24,-17.0389
2011-05-26,0.7692
2011-06-03,22.1374
2011-06-08,-6.25
2011-07-22,-17.762
2012-04-23,3.5318
2012-05-09,1.6129
2012-05-10,14.9206
2012-06-26,-12.9834
2012-06-28,9.2992
2012-07-17,0.0
2012-10-15,-5.1856
2012-12-31,0.2236
2013-03-12,5.2308
2013-04-17,-1.1061
2013-06-21,11.8519
2013-06-26,4.8278
2013-07-05,-15.5696
2013-08-19,12.4438
2013-12-23,0.1937
2014-05-06,-4.2966
2014-05-07,0.0
2014-06-10,0.0
2014-06-23,0.0
2014-08-14,0.2032
2014-08-20,4.8951
2014-09-02,17.3333
2014-12-31,-12.2107
2015-05-01,0.8392
2015-06-12,6.4516
2015-09-02,-0.4311
2015-10-27,-4.343
2015-10-28,8.556799999999999
2017-06-23,2.8171
2017-10-18,4.3962
2017-10-19,0.0
2017-11-22,5.5556
2018-07-09,-3.2412
2018-07-17,-0.9836
2018-08-20,0.4415
2018-11-16,-0.3907
2018-12-06,0.0
2018-12-11,-4.0884
2019-02-15,-7.1029
2019-03-04,7.4534
2019-06-06,-3.8851
2019-06-25,3.012
2019-07-15,8.3709
2019-09-19,-7.5676
2019-11-20,0.287
2019-11-29,-0.1168
2019-12-03,5.2632
2019-12-17,5.5556
2019-12-18,5.2632
2020-02-07,-9.4687
2020-03-13,-8.5923
2020-03-27,9.0909
2020-05-05,0.0
