ticker,TGRF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-08-11,13.0435
2016-08-25,11.538499999999999
2016-08-29,65.5172
2016-08-30,8.3333
2016-08-31,-8.0769
2016-09-01,-16.318
2016-09-02,0.0013
2016-09-06,-4.9999
2016-09-07,-3.6855
2016-09-08,-12.5683
2016-09-09,-0.125
2016-09-12,0.1252
2016-09-13,0.0
2016-09-15,0.0
2016-09-16,-0.625
2016-09-19,-5.0314
2016-09-20,-0.6623
2016-09-21,-3.0667
2016-09-22,-4.4017
2016-09-23,-5.036
2016-09-26,0.0
2016-09-27,-0.9091
2016-09-28,-0.6116
2016-09-29,5.3846
2016-10-03,2.1898
2016-10-04,1.1429
2016-10-05,3.8136
2016-10-06,4.0816
2016-10-07,0.0
2016-10-10,-0.6536
2016-10-11,-1.3158
2016-10-12,1.3333
2016-10-13,1.3158
2016-10-14,-0.6494
2016-10-17,0.6536
2016-10-19,0.0
2016-10-20,-0.6494
2016-10-25,0.0
2016-10-26,0.0
2016-10-31,-2.6144
2016-11-01,0.8054
2016-11-03,1.1984
2016-11-04,0.6579
2016-11-07,0.0
2016-11-08,1.9607999999999999
2016-11-10,0.0
2016-11-14,0.0
2016-11-15,5.1282
2016-11-16,1.8293
2016-11-21,1.7964
2016-11-22,-2.3529
2016-11-28,0.0
2016-11-29,-0.6024
2016-12-01,-3.0303
2016-12-06,-4.375
2016-12-07,0.6536
2016-12-08,-1.2987
2016-12-09,1.0526
2016-12-12,0.9115
2016-12-13,0.0
2016-12-14,0.7742
2016-12-15,2.3047
2016-12-16,-0.2503
2016-12-19,0.0
2016-12-20,1.0038
2016-12-21,-0.2484
2016-12-23,0.2491
2016-12-30,-3.1056
2017-01-03,0.2564
2017-01-04,1.023
2017-01-05,0.0
2017-01-10,1.1392
2017-01-11,0.1236
2017-01-12,0.1266
2017-01-13,-0.1248
2017-01-17,0.0
2017-01-18,0.25
2017-01-19,-0.1917
2017-01-20,0.317
2017-01-23,-0.3736
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-06,0.5
2017-02-08,-0.6219
2017-02-09,-0.5006
2017-02-10,0.5031
2017-02-13,-0.5006
2017-02-15,0.5031
2017-02-16,0.7509
2017-02-17,-0.4969
2017-02-21,0.0
2017-02-22,2.372
2017-02-23,1.7073
2017-02-24,0.7194
2017-02-27,2.3810000000000002
2017-02-28,-1.1628
