ticker,JBZY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-11-20,-20.0
2009-11-23,325.0
2009-11-24,-1.1764999999999999
2009-11-25,-4.7619
2009-11-27,3.75
2009-11-30,2.4096
2009-12-01,0.0
2009-12-02,-14.1176
2009-12-03,13.6986
2009-12-04,-14.4578
2009-12-07,1.4085
2009-12-08,11.1111
2009-12-09,-11.25
2009-12-10,0.0
2009-12-11,21.1268
2009-12-14,4.6512
2009-12-15,-5.5556
2009-12-17,-2.3529
2009-12-21,0.0
2009-12-22,-57.8313
2009-12-23,128.5714
2009-12-24,-1.25
2009-12-28,-1.2658
2009-12-31,6.4103
2010-01-05,0.0
2010-01-06,-4.8193
2010-01-07,-17.7215
2010-01-08,26.1538
2010-01-19,-43.9024
2010-01-20,41.3043
2010-01-21,23.0769
2010-02-02,-37.5
2010-02-11,60.0
2010-02-12,0.0
2010-02-16,-25.0
2010-02-18,-23.3333
2010-02-23,-23.913
2010-02-24,14.2857
2010-03-05,0.0
2010-03-10,-37.5
2010-03-11,60.0
2010-03-12,0.0
2010-03-15,0.0
2010-03-19,-2.5
2010-03-22,0.0
2010-03-25,15.3846
2010-03-31,-66.4444
2010-04-01,190.7285
2010-04-05,-76.9932
2010-04-07,296.0396
2010-04-09,5.0
2010-04-12,4.6429
2010-04-15,-4.4369
2010-04-16,42.8571
2010-04-19,25.0
2010-04-20,-25.3333
2010-04-21,-10.7143
2010-04-22,0.0
2010-04-23,-12.0
2010-04-26,-31.8182
2010-04-27,63.3333
2010-04-28,-59.1837
2010-04-29,120.0
2010-04-30,-32.9545
2010-05-03,1.6949
2010-05-04,40.0
2010-05-05,-9.5238
2010-05-06,5.2632
2010-05-07,-55.0
2010-05-10,88.8889
2010-05-12,17.647100000000002
2010-05-13,70.0
2010-05-14,-11.7647
2010-05-17,-21.6667
2010-05-18,23.4043
2010-05-19,-36.2069
2010-05-20,27.027
2010-05-21,-17.0213
2010-05-24,-7.6923
2010-05-25,0.0
2010-05-27,-16.6667
2010-05-28,10.0
2010-06-01,12.1212
2010-06-02,0.0
2010-06-03,-2.7027
2010-06-04,-4.1667
2010-06-07,0.0
2010-06-08,-13.0435
2010-06-09,-16.6667
2010-06-11,-28.0
2010-06-14,38.8889
2010-06-15,0.0
2010-06-16,-51.6
2010-06-17,90.0826
2010-06-18,-4.3478
2010-06-21,-54.5455
2010-06-22,90.0
2010-06-23,-5.2632
2010-06-24,5.5556
2010-06-25,0.0
2010-06-28,-5.2632
2010-06-29,11.1111
