ticker,IVDA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-01-22,0.0
2009-02-04,0.0
2009-09-08,-22.5
2009-09-09,22.5806
2009-10-12,-47.3684
2009-10-13,0.0
2009-10-26,-5.0
2009-10-28,-18.4211
2009-10-29,-3.2258
2009-10-30,0.0
2009-11-03,0.0
2009-11-06,-6.6667
2009-11-10,-7.1429
2010-01-21,0.0
2010-03-04,7.6923
2010-03-10,0.0
2010-03-17,0.0
2010-03-22,0.0
2010-03-23,0.0
2010-05-11,0.0
2010-06-17,-27.8571
2010-06-25,0.0
2010-07-27,0.0
2010-08-10,0.0
2010-08-18,0.0
2010-08-20,0.0
2010-08-25,0.0
2010-08-31,0.0
2010-09-27,8.9109
2010-10-01,-9.0909
2010-10-04,3.0
2010-10-05,-2.9126
2010-10-06,5.0
2010-10-07,-0.9524
2010-10-08,0.9615
2010-10-12,0.9524
2010-10-15,-0.9434
2010-10-18,0.0
2010-10-21,0.0
2010-10-29,-4.7619
2010-11-03,0.0
2010-11-09,5.0
2010-11-10,-4.7619
2010-11-11,3.0
2010-11-17,1.9417
2010-11-19,-4.7619
2010-11-29,5.0
2010-11-30,0.0
2011-01-24,-4.7619
2011-01-25,0.0
2011-03-07,-15.0
2011-03-18,0.0
2011-03-22,2.3529
2011-03-23,-2.2989
2011-03-24,11.7647
2011-03-25,0.0
2011-04-04,-5.2632
2011-04-05,0.0
2011-04-08,5.5556
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,-5.2632
2011-04-15,0.0
2011-04-20,4.4444
2011-04-21,1.0638
2011-04-27,3.1579
2011-05-02,-3.0612
2011-05-04,4.2105
2011-05-05,4.0404
2011-05-06,-0.9709
2011-05-09,7.8431
2011-05-10,-4.5455
2011-05-11,0.0
2011-05-18,2.8571
2011-05-20,0.0
2011-05-24,-1.8519
2011-05-25,-3.7736
2011-06-06,-1.9607999999999999
2011-06-28,0.0
2011-07-05,-9.0
2011-07-06,5.4945
2011-07-07,-11.4583
2011-07-08,18.8235
2011-07-12,4.9505
2011-07-13,0.0
2011-07-14,-5.6604
2011-07-15,3.0
2011-07-19,1.9417
2011-07-20,2.8571
2011-07-21,-7.4074
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-27,0.0
2011-07-28,3.0
2011-07-29,4.8544
2011-08-01,0.9259
2011-08-02,0.9174
2011-08-03,0.9091
2011-08-04,-0.9009
2011-08-05,-4.5455
2011-08-08,-4.7619
2011-08-15,5.0
2011-08-16,-3.8095
