ticker,EDTK US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-07-23,-5.0
2020-07-24,-6.1053
2020-07-27,-14.574
2020-07-28,16.7979
2020-07-29,-3.591
2020-07-30,0.2284
2020-07-31,-6.7442
