ticker,TZPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-12-11,0.0
2001-01-16,0.0
2002-11-26,0.0
2003-10-21,-87.5
2003-11-04,0.0
2006-08-28,3660.0
2006-08-29,0.0
2006-09-05,0.0
2006-09-07,-4.2553
2006-09-11,13.3333
2006-09-12,1.9607999999999999
2006-09-13,0.0
2006-09-14,-9.6154
2006-09-15,2.1277
2006-09-18,-27.0833
2006-09-19,-37.1429
2006-09-20,27.2727
2006-09-21,0.0
2006-09-22,7.1429
2006-09-25,-10.0
2006-09-26,22.2222
2006-09-27,-45.4545
2006-09-28,-16.6667
2006-09-29,-3.3333
2006-10-02,-86.2069
2006-10-03,550.0
2006-10-04,30.7692
2006-10-05,-23.5294
2006-10-06,0.0
2006-10-09,-7.6923
2006-10-10,25.0
2006-10-11,-13.3333
2006-10-12,-3.8462
2006-10-13,7.2
2006-10-16,-6.7164
2006-10-17,-8.0
2006-10-18,8.6957
2006-10-19,-8.0
2006-10-20,-8.6957
2006-10-23,14.2857
2006-10-24,-8.3333
2006-10-25,-4.5455
2006-10-26,4.7619
2006-10-27,-4.5455
2006-10-30,0.0
2006-10-31,0.0
2006-11-01,0.0
2006-11-02,0.0
2006-11-03,13.3333
2006-11-06,-7.563
2006-11-07,0.0
2006-11-08,0.0
2006-11-09,0.0
2006-11-10,0.0
2006-11-13,0.0
2006-11-14,4.5455
2006-11-15,-4.3478
2006-11-16,-4.5455
2006-11-17,0.0
2006-11-20,0.0
2006-11-21,0.0
2006-11-22,-4.7619
2006-11-24,-15.0
2006-11-27,0.0
2006-11-28,-15.2941
2006-11-29,1.3889
2006-11-30,-4.1096
2006-12-01,0.0
2006-12-04,-5.7143
2006-12-05,6.0606
2006-12-06,14.2857
2006-12-07,12.5
2006-12-08,0.0
2006-12-11,16.6667
2006-12-12,61.9048
2006-12-13,17.647100000000002
2006-12-14,10.0
2006-12-15,-13.6364
2006-12-18,2.6316
2006-12-19,-12.8205
2006-12-20,-17.647100000000002
2006-12-21,-7.1429
2006-12-22,15.3846
2006-12-26,-6.6667
2006-12-27,14.2857
2006-12-28,-6.25
2006-12-29,-6.6667
2007-01-03,-7.1429
2007-01-04,-7.6923
2007-01-05,25.0
2007-01-08,13.3333
2007-01-09,-23.5294
2007-01-10,-7.6923
2007-01-11,0.0
2007-01-12,12.5
2007-01-16,-7.4074
2007-01-17,0.0
2007-01-18,-8.0
2007-01-19,-4.3478
2007-01-22,0.0
2007-01-23,9.0909
2007-01-24,0.0
