ticker,AGSO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-11-19,2.5641
2007-11-20,0.0
2007-11-21,-20.0
2007-11-23,-6.25
2007-11-26,3.3333
2007-11-27,3.2258
2007-11-28,25.0
2007-11-29,5.0
2007-11-30,7.1429
2007-12-03,-4.4444
2007-12-04,11.6279
2007-12-05,0.0
2007-12-06,-3.125
2007-12-07,-7.5269
2007-12-10,6.9767
2007-12-11,-2.1739
2007-12-12,-6.6667
2007-12-13,-7.1429
2007-12-14,2.5641
2007-12-17,-25.0
2007-12-18,16.6667
2007-12-19,-2.8571
2007-12-20,16.1765
2007-12-21,6.3291
2007-12-24,2.3810000000000002
2007-12-26,-30.2326
2007-12-27,43.3333
2007-12-31,-2.3256
2008-01-02,0.0
2008-01-03,-2.3810000000000002
2008-01-04,-2.439
2008-01-07,-5.0
2008-01-08,-2.6316
2008-01-09,0.0
2008-01-10,-13.5135
2008-01-11,3.125
2008-01-15,-6.0606
2008-01-17,-6.4516
2008-01-18,-13.7931
2008-01-22,0.0
2008-01-28,16.0
2008-01-30,0.0
2008-01-31,-13.7931
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,0.0
2008-02-07,16.0
2008-02-08,20.6897
2008-02-11,11.4286
2008-02-12,0.0
2008-02-13,0.0
2008-02-14,-2.5641
2008-02-15,5.2632
2008-02-19,-2.5
2008-02-20,0.0
2008-02-21,0.0
2008-02-25,-6.4103
2008-02-26,-4.1096
2008-02-27,0.0
2008-02-28,-8.5714
2008-02-29,0.0
2008-03-04,0.0
2008-03-06,0.0
2008-03-07,-3.125
2008-03-10,-6.4516
2008-03-11,0.0
2008-03-12,0.0
2008-03-14,-17.2414
2008-03-17,-4.1667
2008-03-19,13.0435
2008-03-20,3.8462
2008-03-24,-7.4074
2008-03-25,24.0
2008-03-26,9.6774
2008-03-27,-11.7647
2008-03-28,6.6667
2008-03-31,-6.25
2008-04-01,-6.6667
2008-04-02,10.7143
2008-04-03,-6.4516
2008-04-04,3.4483
2008-04-07,-3.3333
2008-04-09,-10.3448
2008-04-10,-3.8462
2008-04-11,4.0
2008-04-14,3.8462
2008-04-16,0.0
2008-04-17,-14.8148
2008-04-18,8.6957
2008-04-21,12.0
2008-04-23,-7.1429
2008-04-24,3.8462
2008-04-25,3.7037
2008-04-28,7.1429
2008-04-29,0.0
2008-04-30,0.0
2008-05-01,-16.6667
2008-05-02,8.0
2008-05-05,0.0
2008-05-06,11.1111
2008-05-07,-10.0
2008-05-08,-7.4074
