ticker,CCOB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-10-05,-16.6667
2010-11-16,0.0
2011-01-06,54.0
2011-01-07,1.2987
2011-01-10,0.0
2011-01-20,-6.4103
2011-02-14,0.0
2011-02-18,2.0548
2011-03-01,14.094
2011-03-02,-5.8824
2011-03-03,12.5
2011-03-04,0.0
2011-03-08,16.6667
2011-03-09,-4.7619
2011-03-10,1.0
2011-03-14,-0.9901
2011-03-15,-5.0
2011-03-18,14.7368
2011-03-21,2.7523
2011-03-22,0.0
2011-03-23,-1.7856999999999998
2011-03-24,10.9091
2011-03-25,10.6557
2011-03-28,-6.6667
2011-03-29,-14.2857
2011-03-30,0.0
2011-03-31,-2.7778
2011-04-01,6.6667
2011-04-04,-4.4643
2011-04-05,2.8037
2011-04-06,-7.2727
2011-04-07,2.9412000000000003
2011-04-08,-1.9048
2011-04-11,1.9417
2011-04-12,-4.7619
2011-04-13,-4.0
2011-04-14,2.0833
2011-04-15,5.102
2011-04-18,5.8252
2011-04-19,-0.9174
2011-04-20,6.4815
2011-04-21,8.6957
2011-04-25,-0.8
2011-04-26,-8.871
2011-04-27,-7.0796
2011-04-28,0.0
2011-04-29,7.619
2011-05-02,-10.6195
2011-05-03,2.9703
2011-05-04,-1.9231
2011-05-05,-8.3333
2011-05-06,-13.369
2011-05-09,12.3457
2011-05-10,-12.0879
2011-05-11,-7.5
2011-05-12,-16.2162
2011-05-13,11.2903
2011-05-16,-10.1449
2011-05-17,4.8387
2011-05-18,4.6154
2011-05-19,2.9412000000000003
2011-05-20,0.0
2011-05-23,-12.857099999999999
2011-05-24,9.8361
2011-05-25,-2.9851
2011-05-26,0.0
2011-05-27,-13.8462
2011-05-31,-21.4286
2011-06-01,0.0
2011-06-02,-25.0
2011-06-03,36.3636
2011-06-06,22.4444
2011-06-07,-7.441
2011-06-08,-1.9607999999999999
2011-06-09,-4.0
2011-06-10,2.0833
2011-06-13,-14.2857
2011-06-14,2.3810000000000002
2011-06-15,-4.6512
2011-06-16,-1.9512
2011-06-17,6.9652
2011-06-20,0.0
2011-06-21,-4.6512
2011-06-22,2.439
2011-06-23,-2.3810000000000002
2011-06-24,0.0
2011-06-27,9.7561
2011-06-28,-6.6667
2011-06-29,-7.1429
2011-06-30,0.0
2011-07-01,10.2564
2011-07-05,-6.9767
2011-07-06,-12.5
2011-07-07,14.2857
2011-07-08,0.0
2011-07-11,0.0
2011-07-12,-5.0
2011-07-13,-7.8947
2011-07-14,-11.4286
