ticker,TKGL US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-09-09,16.6667
2009-09-10,45.7143
2009-10-22,-11.7647
2009-10-26,13.3333
2009-10-28,-0.9804
2009-11-03,-0.9901
2009-11-04,3.0
2009-11-05,96.1165
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-30,0.0
2009-12-23,0.0
2009-12-28,0.0
2009-12-30,0.0
2009-12-31,38.6139
2010-01-07,-27.8571
2010-01-08,33.6634
2010-01-11,-25.1852
2010-01-12,0.0
2010-01-13,23.7624
2010-01-14,0.0
2010-01-15,60.0
2010-01-25,-35.0
2010-01-26,53.0769
2010-02-03,-49.7487
2010-02-04,-49.0
2010-02-10,37.2549
2010-02-17,42.8571
2010-03-10,2.0
2010-03-22,17.647100000000002
2010-03-29,25.0
2010-04-07,-32.6667
2010-04-08,-25.7426
2010-04-09,34.6667
2010-04-14,-0.9901
2010-04-28,-40.0
2010-05-14,0.0
2010-05-20,0.0
2010-06-02,66.6667
2010-06-03,0.0
2010-06-07,-25.0
2010-06-08,-29.3333
2010-06-09,50.9434
2010-06-10,0.0
2010-06-14,0.0
2010-06-16,6.25
2010-06-22,4.7059
2010-06-29,0.0
2010-07-01,-4.4944
2010-07-22,-2.3529
2010-07-28,-33.7349
2010-07-29,18.1818
2010-08-05,-1.5385
2010-08-09,56.25
2010-08-16,-12.0
2010-08-31,-15.9091
2010-09-24,0.0
2010-09-27,-28.3784
2010-09-28,39.6226
2010-09-30,0.0
2010-10-01,13.5135
2010-10-04,0.0
2010-10-26,-36.9048
2010-10-27,32.0755
2010-12-16,-21.4286
2010-12-23,-1.8182
2010-12-27,1.8519
2011-01-03,0.0
2011-01-10,9.0909
2011-01-12,8.3333
2011-01-20,0.0
2011-01-28,-35.3846
2011-01-31,19.0476
2011-02-02,-20.0
2011-02-03,12.5
2011-02-10,0.0
2011-02-28,-40.0
2011-03-02,11.1111
2011-03-03,0.0
2011-03-15,-16.6667
2011-03-22,12.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-31,0.0
2011-04-26,25.0
2011-05-02,45.7143
2011-05-12,-7.8431
2011-05-23,0.0
2011-06-01,0.0
2011-06-03,0.0
2011-06-06,8.5106
2011-06-28,0.0
2011-10-21,0.0
2011-10-31,94.1176
2011-12-01,-48.4848
2012-01-03,-13.7255
2012-01-20,-9.0909
2012-01-26,-50.0
2012-01-31,70.0
2012-02-10,-55.5882
2012-02-27,98.6755
2012-03-23,16.6667
2012-03-28,85.7143
2012-04-10,-76.9231
2012-04-20,240.0
2012-04-23,0.0
2012-05-09,-1.9607999999999999
2012-05-11,2.0
2012-05-29,47.0588
2012-06-05,900.0
2012-06-11,-86.5333
2012-06-18,0.0
2012-08-03,0.0
2012-09-05,23.7624
2012-09-14,0.0
2012-10-04,0.0
2012-10-12,-92.0
2012-10-15,0.0
2012-10-18,150.0
2012-10-19,-60.0
2012-10-23,0.0
2012-10-25,250.0
2012-10-31,42.8571
2012-11-06,2.0
2012-11-08,-41.1765
2012-11-09,33.2917
2012-11-14,-62.4883
2012-11-15,15.0
2012-11-21,33.3333
2012-11-27,-13.0435
2012-11-29,-15.0
2012-11-30,-11.7647
2012-12-03,133.3333
2012-12-04,-42.8571
2012-12-05,0.0
2012-12-13,-10.0
2012-12-14,0.0
2012-12-19,-88.8889
2012-12-24,900.0
2012-12-26,-2.5
2013-01-07,0.0
2013-01-09,-17.9487
2013-01-10,0.0
2013-01-11,0.0
2013-01-15,0.0
2013-01-23,0.0
2013-01-24,-3.125
2013-02-05,58.0645
2013-02-06,61.2245
2013-02-11,3.7975
2013-02-15,0.0
2013-03-13,-51.2195
2013-03-15,25.0
2013-03-20,-36.0
2013-04-03,37.5
2013-04-30,0.0
2013-06-12,13.6364
2013-06-26,78.0
2013-06-28,-43.8202
2013-07-01,-40.0
2013-09-26,-26.0
2013-11-27,125.2252
2014-04-07,0.0
2014-04-08,78.0
2014-04-09,0.0
2014-04-14,0.0
2014-06-18,-77.5281
2014-06-23,-50.0
2014-06-24,-50.0
2014-06-26,60.0
2014-06-27,0.0
2014-06-30,25.0
2014-07-02,0.0
2014-07-14,20.0
2014-08-04,0.0
2014-08-26,0.0
2014-09-15,8.3333
2014-09-26,23.0769
2014-12-12,0.0
2014-12-18,-50.0
2014-12-19,0.0
2015-01-20,125.0
2015-01-21,32.0139
2015-05-14,0.0
2015-05-21,0.0
2015-08-18,26.2493
2015-09-02,-20.0
2016-02-01,0.0
2016-02-05,0.0
2016-07-11,0.0
2016-09-29,0.0
2016-10-05,0.0
2017-12-13,-50.0
2018-10-15,0.0
2018-10-30,-40.0
2018-11-12,0.0
2019-05-30,66.6667
2019-05-31,66.6667
2019-07-02,30.0
2019-07-17,34.6154
2019-08-23,22.8571
2019-08-26,0.0
2019-10-02,-58.1395
2019-10-07,66.6667
2019-10-21,-6.0
2019-11-26,-36.1702
2019-12-09,-44.4444
2020-02-07,120.0
2020-05-12,-45.4545
2020-06-11,83.3333
2020-06-16,-4.5455
2020-06-26,0.0
