ticker,WWST US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-21,-16.6667
2000-01-27,20.0
2000-02-02,0.0
2000-02-03,0.0
2000-02-08,-16.6667
2000-02-09,0.0
2000-02-18,20.0
2000-02-29,60.0
2000-03-02,0.0
2000-03-03,0.0
2000-03-06,0.0
2000-03-13,4.1667
2000-03-14,0.0
2000-03-16,0.0
2000-03-21,50.0
2000-03-22,1.3333
2000-04-06,-42.6316
2000-04-13,28.4404
2000-05-23,33.9286
2000-05-24,-58.3333
2000-05-25,120.0
2000-06-01,9.0909
2000-06-06,-58.3333
2000-06-12,79.2
2000-06-16,-50.0
2000-06-29,78.5714
2000-07-11,-24.0
2000-07-17,15.7895
2000-07-19,0.0
2000-07-20,-13.6364
2000-07-25,0.0
2000-08-07,-15.7895
2000-08-08,56.25
2000-08-09,-4.0
2000-08-28,-33.3333
2000-09-12,25.0
2000-09-14,-30.0
2000-09-18,7.1429
2000-10-18,-16.6667
2000-10-23,68.0
2000-11-15,-40.4762
2001-01-03,-4.0
2001-01-29,-41.6667
2001-03-01,0.0
2001-12-14,-71.4286
2002-02-01,-45.0
2002-06-25,0.0
2002-07-01,0.0
2002-10-14,9.0909
2002-10-21,0.0
2002-11-27,150.0
2002-12-02,-63.3333
2003-06-25,0.0
2003-07-29,0.0
2003-07-30,0.0
2004-08-23,-36.3636
2004-12-15,114.2857
2004-12-17,166.6667
2005-02-25,-62.5
2005-02-28,0.0
2005-03-04,0.0
2005-03-07,200.0
2005-05-16,11.1111
2005-06-13,-40.0
2005-07-01,16.6667
2005-08-03,0.0
2005-08-15,42.8571
2005-12-30,-10.0
2006-01-18,-44.4444
2006-02-22,300.0
2006-02-28,20.0
2006-03-02,108.3333
2006-05-22,-52.0
2006-06-22,0.0
2006-10-12,0.0
2006-10-18,0.0
2006-10-25,0.0
2006-11-27,-8.3333
2007-01-16,-36.3636
2007-01-24,28.5714
2007-05-02,-44.4444
2007-06-18,0.0
2007-06-19,0.0
2007-06-20,-20.0
2007-06-21,-25.0
2007-06-22,16.6667
2007-07-30,0.0
2007-08-22,0.0
2007-11-16,-11.4286
2007-12-03,-25.8065
2008-05-28,73.913
2008-08-04,-25.0
2008-12-08,-66.6667
2009-04-23,50.0
2009-09-18,-20.0
2009-12-03,0.0
2010-02-04,0.0
2010-07-12,0.0
2010-07-19,0.0
2010-10-07,150.0
2011-03-22,-91.6667
2011-04-20,1100.0
2011-04-21,-66.6667
2011-05-25,-70.0
2011-12-12,0.0
2012-02-29,0.0
2012-04-09,0.0
2012-05-01,0.0
2012-09-14,0.0
2012-10-05,0.0
2012-12-21,-95.8333
2013-04-29,0.0
2013-12-11,0.0
2014-01-07,7900.0
2014-01-23,-20.0
2014-01-28,0.0
2014-12-22,-62.5
2015-11-11,333.3333
2015-11-13,-76.9231
2016-04-19,0.0
2016-04-21,0.0
2017-02-15,0.0
2017-03-09,1562.5
2017-08-07,-93.7845
2017-12-12,0.0
2018-01-11,12.9032
2018-01-19,0.0
2018-01-29,1042.8571
2018-03-15,-91.0
2018-03-19,-2.7778
2018-08-13,757.1429
2018-10-15,-66.6667
2018-10-23,400.0
2018-10-31,-20.0
2018-11-05,-75.0
2018-11-08,0.0
2019-04-11,0.0
2019-04-18,100.0
2019-07-15,25.0
2019-10-18,-20.0
2019-10-22,-49.5
2019-12-27,-50.495
2020-01-06,0.0
2020-01-23,100.0
2020-01-27,100.0
2020-03-12,0.0
2020-05-13,-99.5
