ticker,YNGFF US Equity
2006-06-09,-2.213
2006-06-12,-4.0501
2006-06-13,-10.2773
2006-06-15,-4.4091000000000005
2006-06-16,0.1744
2006-06-19,6.3291
2006-06-20,2.3810000000000002
2006-06-22,-5.814
2006-06-23,2.4691
2006-06-28,7.2289
2006-06-29,-1.1236
2006-06-30,7.9545
2006-07-05,-7.3684
2006-07-06,-0.5682
2006-07-10,16.8786
2006-07-11,-1.2406
2006-07-13,-1.0705
2006-07-18,0.613
2006-07-20,5.4709
2006-07-21,0.3006
2006-07-24,-0.2468
2006-07-26,-2.0914
2006-07-28,-7.5757
2006-07-31,0.0
2006-08-01,0.0
2006-08-02,2.6693
2006-08-03,-1.078
2006-08-04,-3.6026
2006-08-08,5.3332
2006-08-09,-2.0202
2006-08-10,-2.9704
2006-08-11,5.007
2006-08-14,-1.1952
2006-08-16,-0.1856
2006-08-17,0.0321
2006-08-22,2.5641
2006-08-23,-1.9875
2006-08-24,12.2306
2006-08-28,5.8466000000000005
2006-08-29,-0.3704
2006-09-01,1.7241
2006-09-05,5.9322
2006-09-07,5.6
2006-09-08,-6.5814
2006-09-11,5.8286999999999995
2006-09-12,-1.9157
2006-09-13,13.2813
2006-09-14,-3.4483
2006-09-15,-3.2143
2006-09-18,1.845
2006-09-19,-7.2464
2006-09-20,4.6875
2006-09-21,-0.0466
2006-09-22,5.273
2006-09-25,1.8439999999999999
2006-09-26,-0.0696
2006-09-27,-1.4765
2006-09-28,0.0752
2006-10-02,10.9639
2006-10-03,-4.4586
2006-10-04,-3.3333
2006-10-05,4.25
2006-10-06,-2.0921
2006-10-10,-2.7027
2006-10-11,1.3889
2006-10-12,3.4247
2006-10-13,-0.3311
2006-10-16,-2.3256
2006-10-17,-8.6735
2006-10-18,-0.5587
2006-10-19,13.8577
2006-10-20,0.3289
2006-10-23,-8.6803
2006-10-24,0.8078
2006-10-25,-2.413
2006-10-26,0.0
2006-10-27,5.8394
2006-10-30,-7.931
2006-10-31,-1.8727
2006-11-01,2.2901
2006-11-02,3.9646
2006-11-03,1.9291
2006-11-06,2.8169
2006-11-07,4.1096
2006-11-08,-0.1645
2006-11-09,-2.4712
2006-11-10,4.1343
2006-11-13,-1.3748
2006-11-14,-3.5526
2006-11-15,1.8759000000000001
2006-11-16,1.1048
2006-11-17,-2.649
2006-11-20,10.4677
2006-11-21,9.6143
2006-11-22,0.948
2006-11-24,17.28
2006-11-27,-0.8245
2006-11-28,-4.8236
2006-11-29,0.6598
2006-11-30,9.6232
2006-12-01,-3.4169
2006-12-04,-0.4717
2006-12-05,-13.7441
2006-12-06,-1.0989
2006-12-07,-0.9375
2006-12-08,12.1626
2006-12-11,-1.5156
2006-12-12,1.6595
2006-12-15,3.5333
2006-12-18,8.5318
2006-12-19,2.4222
2006-12-20,2.5304
2006-12-21,-6.8906
2006-12-22,2.1676
2006-12-27,1.1039
2006-12-28,1.8702
2006-12-29,-0.6479
2007-01-03,0.4348
2007-01-04,-3.0303
2007-01-05,-7.1429
2007-01-08,4.7596
2007-01-09,-7.0675
2007-01-10,-5.5741
2007-01-12,11.9174
2007-01-16,-6.5421
2007-01-17,-0.6094
2007-01-18,-1.9022000000000001
2007-01-19,-1.4295
2007-01-22,-1.1511
2007-01-23,-4.2105
2007-01-24,-11.4354
2007-01-25,6.708
2007-01-26,-1.1628
2007-01-29,-3.5294
2007-01-30,3.4146
2007-01-31,12.0283
2007-02-01,6.3158
2007-02-02,0.0
2007-02-05,-8.9109
2007-02-06,-9.2391
2007-02-07,0.6699
2007-02-08,-3.6395
2007-02-09,-1.061
2007-02-12,1.3921000000000001
2007-02-13,4.915
2007-02-14,-1.0264
2007-02-15,6.0741
2007-02-16,2.5140000000000002
2007-02-20,-1.8733
2007-02-21,-1.1454
2007-02-22,-3.7359999999999998
2007-02-23,-1.1453
2007-02-26,2.4279
2007-02-27,3.134
2007-02-28,-4.6944
2007-03-01,-1.4476
2007-03-02,1.1491
2007-03-05,-2.6471
2007-03-06,0.9063
2007-03-07,-1.9835
2007-03-08,-0.0153
2007-03-09,-0.4048
2007-03-12,-2.7607
2007-03-13,-7.0032
2007-03-14,-8.298
2007-03-15,5.0539
2007-03-16,-5.6338
2007-03-19,5.9701
2007-03-21,-2.5132
2007-03-22,0.4109
2007-03-23,-1.3534
2007-03-26,-0.2461
2007-03-27,3.7286
2007-03-28,-2.7443999999999997
2007-03-30,-0.2219
2007-04-02,1.9837
2007-04-03,-0.8769
2007-04-05,3.8125
2007-04-09,-5.5282
2007-04-10,6.0668
2007-04-11,-1.2303
2007-04-13,2.1941
2007-04-16,33.436
2007-04-17,-8.6987
2007-04-18,0.502
2007-04-19,-0.4261
2007-04-20,7.9138
2007-04-24,-4.4924
2007-04-25,2.0353
2007-04-26,-4.5665
2007-04-27,-3.8099
2007-04-30,-0.3488
2007-05-02,6.7678
2007-05-03,-3.5519
2007-05-08,1.6147
2007-05-09,-6.886
2007-05-11,-1.1976
2007-05-15,-1.5152
2007-05-16,-6.1
2007-05-17,3.1539
2007-05-22,-4.0661
2007-05-24,7.6159
2007-05-25,-4.6154
2007-05-29,-0.8065
2007-05-30,2.374
2007-05-31,-2.5731
2007-06-01,4.312
2007-06-05,-6.1577
2007-06-06,1.5905
2007-06-07,2.7541
2007-06-08,-4.3475
2007-06-11,1.8222
2007-06-13,-1.1179999999999999
2007-06-15,3.6362
2007-06-18,-2.102
2007-06-19,8.788499999999999
2007-06-20,-1.6097000000000001
2007-06-21,-0.8466
2007-06-22,-1.5885
2007-06-25,-3.6386
2007-06-27,-3.2203
2007-06-28,5.0038
2007-06-29,-2.9374000000000002
2007-07-03,0.3947
2007-07-05,-5.6356
2007-07-06,1.8967
2007-07-09,1.8742
2007-07-10,1.685
2007-07-11,-3.1579
2007-07-12,2.6282
2007-07-13,-1.4769999999999999
2007-07-16,-2.1878
2007-07-17,-1.7731
2007-07-18,-9.0341
2007-07-19,-0.8312
2007-07-20,1.5504
2007-07-23,0.3817
2007-07-24,-2.6616
2007-07-25,-3.125
2007-07-26,-4.4254
2007-07-27,0.4113
2007-07-30,-3.2038
2007-07-31,4.0912
2007-08-01,-4.5611
2007-08-02,-4.5824
2007-08-03,5.3234
2007-08-07,3.0598
2007-08-08,4.2029
2007-08-09,1.0628
2007-08-10,4.7972
2007-08-13,2.2458
2007-08-14,-2.2712
2007-08-15,-7.039
2007-08-16,1.2346
2007-08-17,-2.439
2007-08-20,4.6823
2007-08-21,-3.6768
2007-08-22,2.593
2007-08-23,-1.7219
2007-08-24,-2.6742
2007-08-27,-2.5582000000000003
2007-08-29,1.0048
2007-08-30,0.9734
2007-08-31,1.9068
2007-09-04,6.4449
2007-09-05,5.9766
2007-09-06,-2.7414
2007-09-07,-1.4638
2007-09-10,-2.3077
2007-09-11,10.3937
2007-09-12,-0.1427
2007-09-13,-8.5714
2007-09-14,-2.1631
2007-09-17,-1.3725
2007-09-18,8.8959
2007-09-19,-3.2621
2007-09-20,4.5249
2007-09-21,14.7059
2007-09-24,3.2051
2007-09-25,6.6149000000000004
2007-09-26,2.6107
2007-09-27,-0.0745
2007-09-28,1.0795
2007-10-01,-5.8917
2007-10-02,-4.4313
2007-10-03,-3.375
2007-10-04,-2.0173
2007-10-05,-0.4745
2007-10-09,-0.2073
2007-10-10,-4.5073
2007-10-11,8.9746
2007-10-12,-4.2555
2007-10-15,0.3419
2007-10-16,-2.3352
2007-10-17,5.9905
2007-10-18,4.8491
2007-10-19,0.9801
2007-10-22,-7.1277
2007-10-23,2.1555
2007-10-24,-1.6623999999999999
2007-10-25,11.1834
2007-10-26,-0.3509
2007-10-29,1.5258
2007-10-30,0.9827
2007-10-31,4.1786
2007-11-01,-4.9897
2007-11-02,0.6253
2007-11-05,3.4483
2007-11-06,7.3056
2007-11-07,2.3816
2007-11-08,0.0506
2007-11-09,-3.9677
2007-11-12,-7.0724
2007-11-13,-1.3381
2007-11-14,0.4592
2007-11-15,-0.7643
2007-11-16,0.7702
2007-11-19,-5.3036
2007-11-20,1.98
2007-11-21,-0.8876
2007-11-23,2.347
2007-11-26,-2.1255
2007-11-27,-0.4693
2007-11-28,-0.4491
2007-11-29,-6.8271
2007-11-30,0.7101
2007-12-03,2.0513
2007-12-04,-0.7224
2007-12-05,-5.726
2007-12-06,1.2752
2007-12-07,6.0968
2007-12-10,-4.341
2007-12-11,-7.2804
2007-12-12,1.4437
2007-12-13,-1.2843
2007-12-14,-1.2307
2007-12-17,-4.4856
2007-12-18,-0.8572
2007-12-19,0.0
2007-12-20,2.9699
2007-12-21,0.073
2007-12-24,-1.4958
2007-12-27,2.7407
2007-12-28,2.0187
2007-12-31,-4.2403
2008-01-02,9.2758
2008-01-03,10.447
2008-01-04,-5.0982
2008-01-07,0.5074
2008-01-08,6.4188
2008-01-09,-0.6024
2008-01-10,-0.5758
2008-01-11,4.0155
2008-01-14,-1.7215
2008-01-15,-0.4174
2008-01-16,1.7852000000000001
2008-01-17,-2.3422
2008-01-18,-0.3313
2008-01-22,-2.0852
2008-01-23,-4.1358
2008-01-24,1.9639
2008-01-25,-0.221
2008-01-28,4.0506
2008-01-29,-3.3455
2008-01-30,5.5066
2008-01-31,-1.2824
2008-02-01,-1.571
2008-02-04,-1.7304
2008-02-05,-3.7989
2008-02-06,-3.2468
2008-02-07,-0.3356
2008-02-08,1.0101
2008-02-11,-0.7458
2008-02-12,-1.8009
2008-02-13,-1.2995999999999999
2008-02-14,0.5674
2008-02-15,-1.6322999999999999
2008-02-19,1.2522
2008-02-20,-1.0637
2008-02-21,5.2448
2008-02-22,-3.1561
2008-02-25,3.3062
2008-02-26,-0.3445
2008-02-27,2.5658
2008-02-28,1.929
2008-02-29,1.8566
2008-03-03,-0.7197
2008-03-04,3.3214
2008-03-05,7.9317
2008-03-06,1.9609
2008-03-07,-2.9765
2008-03-10,2.0286
2008-03-11,-1.4282
2008-03-12,-3.0966
2008-03-13,-0.3225
2008-03-14,-1.4412
2008-03-17,-0.8468
2008-03-18,0.553
2008-03-19,-2.4244
2008-03-20,-4.8658
2008-03-24,-1.3341
2008-03-25,4.7263
2008-03-26,1.7046000000000001
2008-03-27,-3.4632
2008-03-28,1.6804999999999999
2008-03-31,6.525
2008-04-01,-6.2427
2008-04-02,6.6583
2008-04-03,-2.2887
2008-04-04,2.8228
2008-04-07,2.0334
2008-04-08,-1.3559999999999999
2008-04-09,0.885
2008-04-10,-3.0704
2008-04-11,-4.451
2008-04-14,-6.2112
2008-04-15,2.1192
2008-04-16,3.3398
2008-04-17,-0.1373
2008-04-18,-2.93
2008-04-21,-2.367
2008-04-22,-0.0332
2008-04-23,-7.3709
2008-04-24,-1.1815
2008-04-25,1.9203000000000001
2008-04-28,-0.2222
2008-04-29,-4.1106
2008-04-30,-1.9089
2008-05-01,0.9848
2008-05-02,-2.8882
2008-05-05,2.9257999999999997
2008-05-07,3.4712
2008-05-08,0.4624
2008-05-09,7.6986
2008-05-12,-4.5462
2008-05-14,-2.3748
2008-05-15,1.1016
2008-05-16,-2.5839
2008-05-20,3.0953
2008-05-21,1.6162999999999998
2008-05-22,-7.9139
2008-05-23,-3.2086
2008-05-27,-10.3408
2008-05-28,-0.5508
2008-05-29,8.0276
2008-05-30,11.1111
2008-06-02,-4.2485
2008-06-03,-8.7786
2008-06-04,0.0
2008-06-05,-8.8598
2008-06-06,15.4137
2008-06-10,-12.8481
2008-06-11,-0.6276
2008-06-12,-3.0256
2008-06-13,1.3735
2008-06-17,-0.0175
2008-06-18,0.0584
2008-06-19,9.5622
2008-06-20,2.1633
2008-06-23,-3.0771
2008-06-24,-2.2492
2008-06-25,-3.1487
2008-06-26,2.3076
2008-06-27,4.6667
2008-06-30,-1.7993999999999999
2008-07-02,3.4755
2008-07-03,1.0865
2008-07-07,-1.6639
2008-07-08,-4.4771
2008-07-09,1.8538999999999999
2008-07-10,-0.3619
2008-07-11,0.8944
2008-07-14,-2.1222
2008-07-15,-2.75
2008-07-16,-4.3969
2008-07-17,3.0936
2008-07-18,2.0273
2008-07-21,0.4378
2008-07-22,-9.7183
2008-07-23,1.9127
2008-07-24,-3.5471
2008-07-25,0.9068
2008-07-28,-16.6251
2008-07-29,8.2859
2008-07-30,1.9146999999999998
2008-07-31,3.3505
2008-08-01,-4.3969
2008-08-05,-0.5903
2008-08-06,-12.9057
2008-08-07,-2.8938
2008-08-08,-31.9236
2008-08-11,-25.4258
2008-08-12,-1.7851
2008-08-13,-14.0658
2008-08-14,-23.7805
2008-08-15,7.75
2008-08-18,-52.8074
2008-08-19,3.9331
2008-08-20,71.0501
2008-08-21,-27.8208
2008-08-22,-12.1073
2008-08-25,16.347
2008-08-27,1.9108
2008-08-28,21.1765
2008-08-29,-1.9417
2008-09-02,-0.6807
2008-09-03,0.6854
2008-09-04,-5.4455
2008-09-05,1.5707
2008-09-08,-1.3531
2008-09-09,-19.4644
2008-09-10,-6.0016
2008-09-11,-0.8628
2008-09-12,15.5788
2008-09-15,-11.4458
2008-09-16,-2.0408
2008-09-17,2.4306
2008-09-18,35.5932
2008-09-19,-29.8438
2008-09-22,6.9042
2008-09-23,-0.0833
2008-09-24,-13.1359
2008-09-25,-0.144
2008-09-26,7.6923
2008-09-29,-17.6339
2008-09-30,5.7995
2008-10-01,-3.2787
2008-10-02,-29.7669
2008-10-03,-0.4525
2008-10-06,-6.0606
2008-10-07,-11.854800000000001
2008-10-08,-12.1683
2008-10-09,15.0
2008-10-10,-27.5362
2008-10-14,-24.0
2008-10-15,9.5395
2008-10-16,-10.6607
2008-10-17,3.8655
2008-10-20,19.4175
2008-10-21,-34.9593
2008-10-22,49.5833
2008-10-23,-40.2507
2008-10-24,46.62
2008-10-27,-27.9809
2008-10-28,-1.1038000000000001
2008-10-29,20.7589
2008-10-30,9.427
2008-10-31,-21.6216
2008-11-03,18.9655
2008-11-04,25.5435
2008-11-05,0.8658
2008-11-06,-26.7525
2008-11-07,57.8125
2008-11-10,-7.302
2008-11-12,-48.0641
2008-11-13,15.1671
2008-11-14,-15.625
2008-11-17,60.0529
2008-11-18,-32.8926
2008-11-19,46.5517
2008-11-21,-34.1176
2008-11-24,53.0612
2008-11-25,-21.3333
2008-11-26,-3.3898
2008-12-01,-22.807
2008-12-02,-18.1818
2008-12-03,4.5139
2008-12-04,24.9169
2008-12-05,21.8085
2008-12-08,-48.0349
2008-12-09,24.3697
2008-12-10,16.2162
2008-12-11,-30.2326
2008-12-12,7.5
2008-12-15,48.8372
2008-12-16,10.4167
2008-12-18,24.5283
2008-12-19,-40.9091
2008-12-22,-16.0256
2008-12-23,-5.3435
2008-12-24,29.0323
2008-12-29,49.0625
2008-12-30,10.6918
2008-12-31,-27.8409
2009-01-05,1.3123
2009-01-06,36.7876
2009-01-07,0.0
2009-01-08,-28.2197
2009-01-12,43.0079
2009-01-13,-20.8487
2009-01-16,-10.4895
2009-01-20,48.4375
2009-01-21,-36.4912
2009-01-22,45.3039
2009-01-23,-1.5209000000000001
2009-01-27,-7.3359
2009-01-28,37.0833
2009-01-29,-17.3252
2009-01-30,21.5074
2009-02-02,0.0
2009-02-03,23.4493
2009-02-04,13.7255
2009-02-05,27.8017
2009-02-06,-18.8027
2009-02-10,16.3032
2009-02-11,-0.8929
2009-02-12,-0.2703
2009-02-13,-10.8401
2009-02-17,-1.925
2009-02-18,-25.6198
2009-02-20,33.3333
2009-02-23,-15.0
2009-02-24,1.7157
2009-02-25,-5.5422
2009-02-26,12.2449
2009-02-27,-7.2727
2009-03-02,-10.5392
2009-03-03,-10.137
2009-03-04,20.2744
2009-03-05,15.5894
2009-03-09,-3.1798
2009-03-11,-0.6795
2009-03-13,11.6306
2009-03-17,-1.9407999999999999
2009-03-18,2.5
2009-03-20,11.5854
2009-03-23,8.3789
2009-03-24,-1.1764999999999999
2009-03-25,7.483
2009-03-26,76.3449
2009-03-27,-6.5949
2009-03-30,-17.627299999999998
2009-03-31,11.9534
2009-04-01,-3.4896
2009-04-02,-5.0189
2009-04-06,-3.9205
2009-04-07,-0.4731
2009-04-08,1.0695000000000001
2009-04-09,12.2281
2009-04-13,0.4715
2009-04-14,-3.0761
2009-04-15,0.1076
2009-04-16,-0.4299
2009-04-17,-11.333
2009-04-20,13.937899999999999
2009-04-21,-14.2628
2009-04-22,9.8442
2009-04-23,-8.3381
2009-04-27,2.104
2009-04-30,-10.6667
2009-05-01,4.4098
2009-05-05,14.165
2009-05-06,13.2043
2009-05-07,8.9995
2009-05-08,12.0387
2009-05-11,-4.2898
2009-05-12,21.4728
2009-05-13,-8.2861
2009-05-14,-8.3784
2009-05-15,-3.582
2009-05-19,2.1853
2009-05-20,17.3653
2009-05-21,0.2915
2009-05-22,-1.3808
2009-05-26,-2.1371
2009-05-27,0.6024
2009-05-28,-2.3952
2009-05-29,4.2178
2009-06-02,-26.7108
2009-06-03,12.4498
2009-06-04,1.2054
2009-06-08,-6.0432
2009-06-11,-0.0939
2009-06-12,0.8929
2009-06-15,-3.1206
2009-06-16,0.0
2009-06-17,-15.8654
2009-06-18,6.0571
2009-06-19,5.7651
2009-06-22,-1.2226
2009-06-24,-3.868
2009-06-25,11.4807
2009-06-26,-10.2984
2009-06-29,-4.721
2009-06-30,0.1126
2009-07-02,20.8661
2009-07-06,-12.8897
2009-07-07,-12.6603
2009-07-08,-8.8073
2009-07-09,-3.0181
2009-07-10,3.4577999999999998
2009-07-13,11.3636
2009-07-14,-3.0012
2009-07-15,5.9406
2009-07-17,29.9065
2009-07-20,-12.1403
2009-07-21,-6.6530000000000005
2009-07-22,-3.9474
2009-07-23,-7.8767
2009-07-24,0.1239
2009-07-27,6.9307
2009-07-28,2.1991
2009-07-29,-3.9638
2009-07-30,0.0
2009-07-31,3.7736
2009-08-04,-7.2727
2009-08-05,5.0858
2009-08-06,-1.1078999999999999
2009-08-07,3.7736
2009-08-10,-4.5455
2009-08-11,8.5714
2009-08-12,4.7149
2009-08-13,-5.7592
2009-08-14,-6.6667
2009-08-17,-6.0714
2009-08-18,7.4778
2009-08-19,-1.2972000000000001
2009-08-20,5.0179
2009-08-21,-7.7929
2009-08-24,1.6656
2009-08-25,-4.9757
2009-08-26,-31.0345
2009-08-27,54.0741
2009-08-28,-10.0962
2009-08-31,1.0695000000000001
2009-09-02,4.6296
2009-09-03,24.3995
2009-09-04,-10.5691
2009-09-08,9.0909
2009-09-09,-12.5
2009-09-10,19.4048
2009-09-11,0.349
2009-09-14,-15.996
2009-09-15,5.0266
2009-09-16,5.2365
2009-09-17,0.428
2009-09-18,11.8274
2009-09-22,-4.7165
2009-09-24,-13.5
2009-09-25,10.9827
2009-09-30,8.3333
2009-10-01,-0.3846
2009-10-02,-7.3359
2009-10-05,35.8333
2009-10-06,-1.5337
2009-10-07,-0.9346
2009-10-08,4.8349
2009-10-09,-3.4121
2009-10-13,14.0528
2009-10-14,0.8169
2009-10-15,35.8542
2009-10-16,32.2565
2009-10-19,2.2172
2009-10-20,-4.7426
2009-10-21,-14.1065
2009-10-22,4.2462
2009-10-23,1.8319
2009-10-26,-13.0159
2009-10-27,0.7543
2009-10-28,-8.6211
2009-10-29,14.957699999999999
2009-10-30,-13.3103
2009-11-02,8.1411
2009-11-03,8.2884
2009-11-04,7.971
2009-11-05,2.5168
2009-11-06,-12.6023
2009-11-09,3.9326
2009-11-10,-5.6982
2009-11-11,-2.5555
2009-11-12,0.3431
2009-11-13,-3.0288
2009-11-16,4.7859
2009-11-17,0.1923
2009-11-18,-7.5336
2009-11-19,3.5807
2009-11-20,-6.5631
2009-11-23,3.378
2009-11-24,-5.861
2009-11-25,-5.3168
2009-11-27,4.5679
2009-11-30,-2.059
2009-12-01,-8.8636
2009-12-02,9.7257
2009-12-03,-18.1818
2009-12-04,5.2778
2009-12-07,-4.9142
2009-12-08,-2.8789
2009-12-09,3.25
2009-12-10,-11.4493
2009-12-11,1.25
2009-12-14,7.6389
2009-12-15,18.7814
2009-12-16,1.3881000000000001
2009-12-17,-4.5238
2009-12-18,-1.9015
2009-12-21,7.9441
2009-12-22,0.0
2009-12-23,-0.1472
2009-12-24,-1.1203
2009-12-29,-4.5915
2009-12-30,1.6875
2009-12-31,3.2575
2010-01-04,9.5238
2010-01-05,6.6848
2010-01-06,2.5726
2010-01-07,7.3256
2010-01-08,0.3239
2010-01-11,9.2251
2010-01-12,-10.7475
2010-01-13,6.7424
2010-01-14,-4.6099
2010-01-15,-7.0632
2010-01-19,0.75
2010-01-20,2.4318
2010-01-21,-10.8527
2010-01-22,-2.1739
2010-01-25,-1.7778
2010-01-26,19.3156
2010-01-27,-8.9832
2010-01-28,-6.25
2010-01-29,-1.3333
2010-02-01,3.6036
2010-02-02,-1.7391
2010-02-03,6.1947
2010-02-04,-4.5833
2010-02-05,-2.1834
2010-02-08,2.2321
2010-02-09,0.4367
2010-02-10,-6.087
2010-02-11,8.3333
2010-02-12,-0.5075
2010-02-16,-7.4362
2010-02-17,4.4084
2010-02-18,-2.2222
2010-02-19,0.0
2010-02-22,0.0
2010-02-23,-5.4545
2010-02-24,2.4038
2010-02-25,-1.4085
2010-02-26,0.0
2010-03-01,-1.9048
2010-03-02,5.0971
2010-03-03,3.0023
2010-03-04,17.0404
2010-03-05,2.2989
2010-03-08,2.2472
2010-03-09,-6.9597
2010-03-10,3.9370000000000003
2010-03-11,-1.8939
2010-03-12,-3.4749
2010-03-15,0.0
2010-03-16,0.0
2010-03-17,-2.4
2010-03-18,5.7377
2010-03-19,1.5504
2010-03-22,-4.5324
2010-03-23,-0.05
2010-03-24,-4.25
2010-03-25,0.2611
2010-03-26,-2.7083
2010-03-29,0.0
2010-03-30,2.9176
2010-03-31,-0.13
2010-04-01,-4.1667
2010-04-05,4.3478
2010-04-06,0.0
2010-04-07,1.6667
2010-04-08,-4.0984
2010-04-09,8.2532
2010-04-12,2.3686
2010-04-13,-4.3625
2010-04-14,-5.1159
2010-04-15,-0.5578
2010-04-16,2.5641
2010-04-19,-3.75
2010-04-20,8.658
2010-04-21,-0.3984
2010-04-22,0.0
2010-04-23,0.0
2010-04-26,-4.0
2010-04-27,0.0
2010-04-28,-0.8333
2010-04-29,-4.2017
2010-04-30,5.2632
2010-05-03,-7.5
2010-05-04,-0.9009
2010-05-05,-2.7273
2010-05-06,-4.2056000000000004
2010-05-07,10.2439
2010-05-10,-2.6549
2010-05-11,2.7273
2010-05-12,1.7699
2010-05-13,-3.9130000000000003
2010-05-14,7.2398
2010-05-17,-8.4388
2010-05-18,4.6083
2010-05-19,-5.2863
2010-05-20,-2.3256
2010-05-21,-6.1905
2010-05-24,-3.5533
2010-05-25,2.6316
2010-05-26,4.1026
2010-05-27,-1.5394
2010-05-28,-2.439
2010-06-01,-5.641
2010-06-02,1.087
2010-06-03,-1.6129
2010-06-04,0.5464
2010-06-07,10.3261
2010-06-08,3.9409
2010-06-10,13.7441
2010-06-11,14.5313
2010-06-14,-11.7099
2010-06-15,0.0773
2010-06-16,-1.4668
2010-06-17,-0.4179
2010-06-18,9.861
2010-06-21,0.2626
2010-06-22,-8.5714
2010-06-23,-1.0417
2010-06-24,-2.3158
2010-06-25,7.7586
2010-06-28,-5.275
2010-06-29,0.0792
2010-06-30,-0.4219
2010-07-01,1.6949
2010-07-02,-2.7083
2010-07-06,2.0878
2010-07-07,-2.1238
2010-07-08,5.0094
2010-07-09,4.0816
2010-07-12,3.9215999999999998
2010-07-13,0.7547
2010-07-14,-3.0665
2010-07-15,-1.4731
2010-07-16,-0.5882
2010-07-19,0.9369
2010-07-20,13.3366
2010-07-21,-8.2759
2010-07-22,4.8872
2010-07-23,14.6953
2010-07-26,0.625
2010-07-27,-8.3851
2010-07-28,-5.0847
2010-07-29,8.817
2010-07-30,-6.4615
2010-08-02,5.2632
2010-08-03,-0.6667
2010-08-04,7.2567
2010-08-05,3.1482
2010-08-06,10.7109
2010-08-09,4.1096
2010-08-10,-0.2632
2010-08-11,-3.6939
2010-08-12,10.411
2010-08-13,8.3592
2010-08-16,3.0199
2010-08-17,8.4746
2010-08-18,16.8033
2010-08-19,7.0175
2010-08-20,-5.5738
2010-08-23,-9.9826
2010-08-24,-4.4719999999999995
2010-08-25,3.8106999999999998
2010-08-26,2.2973
2010-08-27,-1.3308
2010-08-30,-4.5279
2010-08-31,-4.3391
2010-09-01,-2.98
2010-09-02,-5.9527
2010-09-03,-0.578
2010-09-07,21.1919
2010-09-08,4.8693
2010-09-09,3.7511
2010-09-10,-2.9981999999999998
2010-09-13,-2.0
2010-09-14,7.5835
2010-09-15,-3.3951000000000002
2010-09-16,5.3219
2010-09-17,1.6949
2010-09-20,-5.0
2010-09-21,6.6667
2010-09-22,11.1842
2010-09-23,3.5503
2010-09-24,6.5446
2010-09-27,-8.1539
2010-09-28,1.2409
2010-09-29,-1.9466
2010-09-30,-1.4522
2010-10-01,1.1565
2010-10-04,0.0184
2010-10-05,6.6372
2010-10-06,0.2766
2010-10-07,-4.8276
2010-10-08,5.0725
2010-10-11,-2.069
2010-10-12,3.8204000000000002
2010-10-13,-0.9836
2010-10-14,1.3872
2010-10-15,-0.5152
2010-10-18,-0.1613
2010-10-19,-2.9932
2010-10-20,-1.9811
2010-10-21,1.1626
2010-10-22,-0.9901
2010-10-25,4.2857
2010-10-26,-1.661
