ticker,SENS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-12-23,3.0769
2015-12-24,-1.4925
2015-12-30,-1.5152
2016-01-08,1.5385
2016-01-11,-1.5152
2016-01-25,1.5385
2016-01-29,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-11,0.0
2016-03-08,4.5455
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,-5.7971
2016-03-17,6.1538
2016-03-18,-17.3913
2016-03-21,0.0
2016-03-22,-0.7018
2016-03-23,1.4134
2016-03-24,-5.5748999999999995
2016-03-28,1.476
2016-03-29,0.0
2016-03-30,3.6364
2016-03-31,0.3509
2016-04-01,2.0979
2016-04-04,3.4247
2016-04-05,7.2848
2016-04-06,0.6173
2016-04-07,3.3742
2016-04-08,-10.089
2016-04-11,-1.9802
2016-04-12,0.0
2016-04-13,10.7744
2016-04-14,1.2158
2016-04-15,1.2012
2016-04-18,-2.9674
2016-04-19,3.6696999999999997
2016-04-20,0.295
2016-04-21,0.2941
2016-04-22,2.6393
2016-04-25,0.0
2016-04-26,-1.4285999999999999
2016-04-27,-1.4493
2016-04-28,-3.5478
2016-04-29,4.898
2016-05-02,-0.8721
2016-05-03,-4.9853
2016-05-04,-3.0864
2016-05-05,-1.5924
2016-05-06,3.2362
2016-05-09,-1.2539
2016-05-10,2.2222
2016-05-11,-0.6211
2016-05-12,3.125
2016-05-13,-1.5152
2016-05-16,3.3846
2016-05-17,-7.1429
2016-05-18,5.1282
2016-05-19,3.3537
2016-05-20,0.885
2016-05-23,-2.924
2016-05-24,3.3133
2016-05-25,7.8717
2016-05-26,1.3514
2016-05-27,1.6
2016-05-31,0.2625
2016-06-01,1.5707
2016-06-02,2.0619
2016-06-03,-3.0303
2016-06-06,1.5625
2016-06-07,-2.5641
2016-06-08,2.1053
2016-06-09,-1.0309
2016-06-10,-1.3021
2016-06-13,1.3193
2016-06-14,0.5208
2016-06-15,0.2591
2016-06-16,0.2584
2016-06-17,-1.5464
2016-06-20,1.5707
2016-06-21,-0.5155
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,-2.0725
2016-06-27,1.0582
2016-06-28,2.6178
2016-06-29,0.0
2016-06-30,0.2551
2016-07-01,0.2545
2016-07-05,0.2538
2016-07-06,0.0
2016-07-07,-1.7722
2016-07-08,-5.4124
2016-07-11,2.9973
2016-07-12,2.1164
2016-07-13,-1.2953000000000001
2016-07-14,-0.2625
2016-07-15,-0.5263
