ticker,UECN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-08-21,11.1111
2007-08-22,-1.0
2007-08-23,21.2121
2007-08-24,8.3333
2007-08-27,38.4615
2007-08-28,22.2222
2007-08-29,-16.3636
2007-08-30,17.1739
2007-08-31,-10.7607
2007-09-05,14.3451
2007-09-06,0.0
2007-09-07,0.0
2007-09-11,0.0
2007-09-14,0.0
2007-09-17,0.0
2007-09-24,-0.1818
2007-09-25,0.0
2007-09-26,-0.1821
2007-10-01,-1.4599
2007-10-03,1.6667
2007-10-04,0.0
2007-10-05,1.0929
2007-10-08,13.5135
2007-10-09,0.7937
2007-10-10,0.7874
2007-10-11,1.5625
2007-10-12,0.0
2007-10-15,0.0
2007-10-16,0.7692
2007-10-17,0.0
2007-10-18,0.0
2007-10-19,0.7634
2007-10-22,-9.0909
2007-10-23,8.5
2007-10-24,3.6866
2007-10-25,1.4815
2007-10-26,1.4599
2007-10-29,0.4317
2007-10-30,-0.4298
2007-10-31,0.7194
2007-11-01,-2.1429
2007-11-02,4.3796
2007-11-05,0.0
2007-11-06,-4.1958
2007-11-07,2.9196999999999997
2007-11-08,-2.8369
2007-11-09,0.0
2007-11-12,0.7299
2007-11-13,-4.3478
2007-11-14,2.2727
2007-11-15,2.963
2007-11-16,0.7194
2007-11-19,-3.5714
2007-11-20,3.4074
2007-11-21,0.0
2007-11-27,-1.8625
2007-11-28,-5.1095
2007-11-29,-3.8462
2007-11-30,4.0
2007-12-03,0.0
2007-12-04,0.0
2007-12-05,-0.9231
2007-12-07,0.1553
2007-12-10,-5.4264
2007-12-11,2.459
2007-12-12,0.0
2007-12-13,1.6
2007-12-14,-3.7795
2007-12-17,-0.982
2007-12-19,4.1322
2007-12-21,0.0
2007-12-24,0.0
2007-12-26,0.0
2007-12-27,-4.4444
2007-12-28,-0.3322
2007-12-31,-6.6667
2008-01-02,0.0
2008-01-03,1.7856999999999998
2008-01-04,3.3333
2008-01-07,0.1698
2008-01-08,5.9322
2008-01-09,0.8
2008-01-10,0.0
2008-01-11,0.1587
2008-01-14,0.1585
2008-01-15,1.2658
2008-01-16,2.9687
2008-01-17,5.4628
2008-01-18,-1.4388
2008-01-22,-6.5693
2008-01-23,5.1563
2008-01-24,2.2288
2008-01-25,0.2907
2008-01-28,0.0
2008-01-29,0.0
2008-01-30,-1.4493
2008-01-31,1.4706000000000001
2008-02-01,0.0
2008-02-04,0.0
2008-02-05,-13.0435
2008-02-06,0.0
2008-02-07,15.0
2008-02-08,1.3043
