ticker,CTK US Equity
2019-02-22,6.2084
2019-02-25,1.5657999999999999
2019-02-26,4.6249
2019-02-27,-0.5894
2019-02-28,-1.6798
2019-03-01,0.804
2019-03-04,2.4925
2019-03-05,9.0467
2019-03-06,-1.4273
2019-03-07,-18.4615
2019-03-08,6.3263
2019-03-11,3.2359
2019-03-12,-3.2356
2019-03-13,-2.0899
2019-03-14,-0.4269
2019-03-15,1.6077
2019-03-18,0.5274
2019-03-19,2.8332
2019-03-20,1.1224
2019-03-21,1.5135999999999998
2019-03-22,1.9881
2019-03-25,1.2671000000000001
2019-03-26,-2.4062
2019-03-27,5.9172
2019-03-28,1.4898
2019-03-29,0.4587
2019-04-01,-3.1963
2019-04-02,1.4151
2019-04-03,1.3023
2019-04-04,-0.6428
2019-04-05,1.1091
2019-04-08,-1.0055
2019-04-09,-0.6464
2019-04-10,2.0446
2019-04-11,0.7286
2019-04-12,-3.255
2019-04-15,3.7382999999999997
2019-04-16,0.7207
2019-04-17,2.8623
2019-04-18,-1.1304
2019-04-22,5.5409
2019-04-23,-5.25
2019-04-24,-2.8144
2019-04-25,1.267
2019-04-26,-3.1278
2019-04-29,1.0148
2019-04-30,0.8219
2019-05-01,-2.808
2019-05-02,-1.6775
2019-05-03,0.4739
2019-05-06,-0.7547
2019-05-07,-0.2852
2019-05-08,-0.4766
2019-05-09,-1.9157
2019-05-10,-4.2969
2019-05-13,1.2245
2019-05-14,-1.2097
2019-05-15,0.8163
2019-05-16,-1.8218999999999999
2019-05-17,-4.8454
2019-05-20,-2.4919000000000002
2019-05-21,1.5556
2019-05-22,0.547
2019-05-23,-2.0675
2019-05-24,0.1111
2019-05-28,2.1088
2019-05-29,7.9348
2019-05-30,3.3233
2019-05-31,-5.1657
2019-06-03,-8.0164
2019-06-04,7.8212
2019-06-05,-15.0259
2019-06-06,-5.0
2019-06-07,5.905
2019-06-10,1.9394
2019-06-11,0.4756
2019-06-12,1.5385
2019-06-13,1.5152
2019-06-14,5.2813
2019-06-17,5.7797
2019-06-18,1.4433
2019-06-19,-7.4187
2019-06-20,5.8178
2019-06-21,3.2157999999999998
2019-06-24,0.3015
2019-06-25,0.0
2019-06-26,-2.505
2019-06-27,-4.9332
2019-06-28,3.6216
2019-07-01,0.9911
2019-07-02,-1.7562
2019-07-03,-2.9443
2019-07-05,-1.5168
2019-07-08,-0.8801
2019-07-09,2.2198
2019-07-10,-0.1086
2019-07-11,-6.087
2019-07-12,4.6296
2019-07-15,-1.8805
2019-07-16,3.2694
2019-07-17,1.5284
2019-07-18,-6.8645
2019-07-19,-8.7928
2019-07-22,-7.8481
2019-07-23,0.6868
2019-07-24,4.502
2019-07-25,1.436
2019-07-26,4.5045
2019-07-29,4.1872
2019-07-30,-3.1915
2019-07-31,-0.9768
2019-08-01,0.4932
2019-08-02,-1.8405
2019-08-05,-1.5
2019-08-06,6.599
2019-08-07,-3.8095
2019-08-08,-2.7228
2019-08-09,5.2023
2019-08-12,-15.7083
2019-08-13,-2.439
2019-08-14,-0.7353
2019-08-15,-8.2963
2019-08-16,-1.6155
2019-08-19,0.0
2019-08-20,1.8062
2019-08-21,4.6774000000000004
2019-08-22,-0.3082
2019-08-23,0.4637
2019-08-26,-8.1538
2019-08-27,-2.6801
2019-08-28,-7.0568
2019-08-29,6.8519
2019-08-30,-8.4922
2019-09-03,-0.5682
2019-09-04,-0.5714
2019-09-05,3.8314
2019-09-06,1.107
2019-09-09,-8.5766
2019-09-10,-2.1955999999999998
2019-09-11,2.0408
2019-09-12,-2.0
2019-09-13,7.7551
2019-09-16,-2.8409
2019-09-17,3.8986
2019-09-18,-2.2514
2019-09-19,-0.9597
2019-09-20,-4.4574
2019-09-23,0.4057
2019-09-24,0.404
2019-09-25,-1.006
2019-09-26,1.626
2019-09-27,0.6
2019-09-30,-2.5845000000000002
2019-10-01,5.5102
2019-10-02,-2.5145
2019-10-03,4.1667
2019-10-04,6.2857
2019-10-07,0.3584
2019-10-08,-4.8214
2019-10-09,2.6266
2019-10-10,-3.4735
2019-10-11,-5.1136
2019-10-14,-0.5988
2019-10-15,4.0161
2019-10-16,2.3166
2019-10-17,-0.3774
2019-10-18,3.4091
2019-10-21,-1.0989
2019-10-22,0.0
2019-10-23,-1.2963
2019-10-24,-1.5009000000000001
2019-10-25,-1.7143000000000002
2019-10-28,-2.907
2019-10-29,-0.3992
2019-10-30,-1.002
2019-10-31,0.8097
2019-11-01,3.012
2019-11-04,-0.9747
2019-11-05,-4.3307
2019-11-06,2.8807
2019-11-07,-2.2
2019-11-08,-2.045
2019-11-11,10.4384
2019-11-12,3.9698
2019-11-13,-1.1818
2019-11-14,4.8758
2019-11-15,-0.7018
2019-11-18,6.3604
2019-11-19,2.1595
2019-11-20,-4.5527999999999995
2019-11-21,-6.3032
2019-11-22,2.7273
2019-11-25,-9.7345
2019-11-26,-3.9215999999999998
2019-11-27,14.898
2019-11-29,0.3552
2019-12-02,4.0708
2019-12-03,-22.619
2019-12-04,15.3846
2019-12-05,-3.8095
2019-12-06,0.7921
2019-12-09,1.7682
2019-12-10,0.5792
2019-12-11,-4.4146
2019-12-12,0.4016
2019-12-13,2.2
2019-12-16,0.0978
2019-12-17,-2.2483
2019-12-18,0.6
2019-12-19,-1.9881
2019-12-20,0.6085
2019-12-23,-1.4113
2019-12-24,0.818
2019-12-26,-0.6085
2019-12-27,2.0408
2019-12-30,-0.8
2019-12-31,-0.2016
2020-01-02,5.0505
2020-01-03,-1.3462
2020-01-06,-4.8733
2020-01-07,2.459
2020-01-08,0.0
2020-01-09,-0.6
2020-01-10,2.0121
2020-01-13,5.5227
2020-01-14,-0.5607
2020-01-15,2.6316
2020-01-16,-0.7326
2020-01-17,0.1845
2020-01-21,1.2891
2020-01-22,-2.7273
2020-01-23,0.0
2020-01-24,1.1215
2020-01-27,-2.2181
2020-01-28,2.0794
2020-01-29,-2.963
2020-01-30,1.9083999999999999
2020-01-31,-1.3109
2020-02-03,-0.3795
2020-02-04,2.6667
2020-02-05,0.7421
2020-02-06,3.1308
2020-02-07,-4.2857
2020-02-10,0.9328
2020-02-11,6.0998
2020-02-12,7.6655
2020-02-13,-0.4854
2020-02-14,-2.1138
2020-02-18,-0.3322
2020-02-19,-6.5
2020-02-20,4.9911
2020-02-21,-3.2258
2020-02-24,0.1754
2020-02-25,1.7513
2020-02-26,3.2702
2020-02-27,3.6667
2020-02-28,2.09
2020-03-02,0.9449
2020-03-03,-2.8081
2020-03-04,3.5313
2020-03-05,3.4109
2020-03-06,-3.5982
2020-03-09,2.6439
2020-03-10,5.7576
2020-03-11,-6.3037
2020-03-12,-9.4801
2020-03-13,4.7297
2020-03-16,-15.4839
2020-03-17,0.1908
2020-03-18,-0.9524
2020-03-19,10.3846
2020-03-20,2.0906
2020-03-23,1.5358
2020-03-24,5.7143
2020-03-25,6.5183
2020-03-26,-14.0299
2020-03-27,18.9236
2020-03-30,0.292
2020-03-31,1.8923
2020-04-01,3.3157
2020-04-02,-3.7624
2020-04-03,0.5747
2020-04-06,-1.0
2020-04-07,-1.8759000000000001
2020-04-08,5.8824
2020-04-09,-2.7778
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.7143
2020-04-16,-0.7092
2020-04-17,0.0
2020-04-20,-2.4286
2020-04-21,-8.1991
2020-04-22,13.3971
2020-04-23,-1.5471
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,1.4285999999999999
2020-04-29,0.7042
2020-04-30,-0.8392
2020-05-01,0.8463
2020-05-04,1.3986
2020-05-05,-3.1724
2020-05-06,3.2763999999999998
2020-05-07,-2.4828
2020-05-08,-0.4243
2020-05-11,-0.7102
2020-05-12,-0.2861
2020-05-13,0.2869
2020-05-14,-3.4335
2020-05-15,2.2222
2020-05-18,1.4493
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,-2.1429
2020-05-26,-1.1679
2020-05-27,-3.2496
2020-05-28,2.4427
2020-05-29,-1.0432
2020-06-01,0.9036
2020-06-02,1.6418
2020-06-03,-0.5874
2020-06-04,6.3516
2020-06-05,-2.5
2020-06-08,-1.8519
2020-06-09,-1.016
2020-06-10,-1.6129
2020-06-11,2.9806
2020-06-12,0.5789
2020-06-15,0.0
2020-06-16,0.7194
2020-06-17,-0.7143
2020-06-18,0.7194
2020-06-19,-2.4286
2020-06-22,-7.1742
2020-06-23,-0.6309
2020-06-24,3.1746
2020-06-25,7.6923
2020-06-26,-1.5013999999999998
2020-06-29,-0.2161
2020-06-30,3.1977
2020-07-01,-2.6761
2020-07-02,1.3025
2020-07-06,-1.1429
2020-07-07,1.5896
2020-07-08,2.7041
2020-07-09,-0.9709
2020-07-10,-2.3776
2020-07-13,-2.4355
2020-07-14,2.0558
2020-07-15,-2.5899
2020-07-16,-3.2496
2020-07-17,5.4962
2020-07-20,1.013
2020-07-21,-0.1433
2020-07-22,-0.7174
2020-07-23,-1.7341
2020-07-24,-0.1471
2020-07-27,-0.5891
2020-07-28,-2.6667
2020-07-29,-0.9132
2020-07-30,0.0
2020-07-31,-5.6836
