ticker,SOAN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-30,540.0
2011-10-06,-86.875
2011-10-12,19.0476
2011-10-13,0.0
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,-16.0
2011-10-26,-9.5238
2011-10-27,6.3158
2011-10-28,-0.9901
2011-10-31,0.0
2011-11-02,2.0
2011-11-03,7.8431
2011-11-04,0.0
2011-11-07,-0.9091
2011-11-10,19.2661
2011-11-11,13.8462
2011-11-14,-1.3514
2011-11-15,2.7397
2011-11-16,3.3333
2011-11-17,0.0
2011-11-18,-0.6452
2011-11-21,3.8961
2011-11-22,-6.25
2011-11-23,0.0
2011-11-25,0.0
2011-11-28,6.6667
2011-11-29,0.0
2011-11-30,1.875
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,-1.8405
2011-12-06,5.0
2011-12-07,-1.7856999999999998
2011-12-08,-15.1515
2011-12-09,14.2857
2011-12-12,9.375
2011-12-13,-8.5714
2011-12-14,0.0
2011-12-15,-3.125
2011-12-16,9.6774
2011-12-19,4.1176
2011-12-20,-23.7288
2011-12-21,11.1111
2011-12-22,6.6667
2011-12-23,0.0
2011-12-27,-9.375
2011-12-28,8.2759
2011-12-29,0.6369
2011-12-30,-4.4304
2012-01-03,22.5166
2012-01-04,10.8108
2012-01-05,7.3171
2012-01-06,9.0909
2012-01-09,4.1667
2012-01-10,-5.2
2012-01-11,-7.5949
2012-01-12,14.1553
2012-01-13,6.0
2012-01-17,0.7547
2012-01-18,-13.8577
2012-01-19,-8.6957
2012-01-20,7.1429
2012-01-23,-2.2222
2012-01-24,-4.5455
2012-01-25,-2.3810000000000002
2012-01-26,-11.7073
2012-01-27,4.4199
2012-01-30,-3.7037
2012-01-31,3.2967
2012-02-01,10.6383
2012-02-02,0.0
2012-02-03,-15.8654
2012-02-06,-5.7143
2012-02-07,-5.4545
2012-02-08,-0.641
2012-02-09,3.2258
2012-02-10,-0.625
2012-02-13,-1.2579
2012-02-14,-10.828
2012-02-15,0.0
2012-02-16,-10.7143
2012-02-17,1.6
2012-02-21,0.0
2012-02-22,-5.0394
2012-02-23,-12.9353
2012-02-24,4.7619
2012-02-27,0.0
2012-02-28,-19.0909
2012-02-29,-26.9663
2012-03-01,0.0
2012-03-02,29.2308
2012-03-05,17.8571
2012-03-06,-25.2525
2012-03-07,-1.2162
2012-03-08,-9.7127
2012-03-09,-9.0909
