ticker,ARPO US Equity
2018-03-12,1.1236
2018-03-13,-1.1111
2018-03-14,-2.2472
2018-03-15,3.4483
2018-03-16,7.3333
2018-03-19,3.5197000000000003
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,-2.0
2018-03-27,2.0408
2018-03-28,0.0
2018-03-29,-5.0
2018-04-02,3.1579
2018-04-03,1.0204
2018-04-04,-1.0101
2018-04-05,-2.0408
2018-04-06,-0.2083
2018-04-09,-3.3403
2018-04-10,7.9914
2018-04-11,-10.6
2018-04-12,-0.4474
2018-04-13,-5.618
2018-04-16,-4.7619
2018-04-17,-2.75
2018-04-18,-2.3136
2018-04-19,0.0
2018-04-20,0.0
2018-04-23,-5.5263
2018-04-24,-0.2786
2018-04-25,0.2793
2018-04-26,1.9499
2018-04-27,-0.5464
2018-04-30,-2.4725
2018-05-01,-1.6901000000000002
2018-05-02,-1.7191999999999998
2018-05-03,0.2915
2018-05-04,1.7442
2018-05-07,1.1429
2018-05-08,-4.2373
2018-05-09,6.7847
2018-05-10,-3.3149
2018-05-11,1.7143000000000002
2018-05-14,5.3371
2018-05-15,8.0
2018-05-16,-0.2469
2018-05-17,0.9901
2018-05-18,0.7353
2018-05-21,-0.2433
2018-05-22,0.0
2018-05-23,-1.2195
2018-05-24,-1.2346
2018-05-25,0.0
2018-05-29,-2.5
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.7692
2018-06-04,-8.6514
2018-06-05,0.2786
2018-06-06,0.0
2018-06-07,8.3333
2018-06-08,-2.8205
2018-06-11,0.2639
2018-06-12,0.0
2018-06-13,-1.3158
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,1.3333
2018-06-20,5.2632
2018-06-21,1.75
2018-06-22,3.1941
2018-06-25,8.3333
2018-06-26,-14.2857
2018-06-27,-0.5128
2018-06-28,7.9897
2018-06-29,-0.9547
2018-07-02,-1.2288999999999999
2018-07-03,2.2201
2018-07-05,-3.3413
2018-07-06,1.4815
2018-07-09,3.8929
2018-07-10,-2.1077
2018-07-11,-1.4354
2018-07-12,0.7282
2018-07-13,0.0
2018-07-16,0.9639
2018-07-17,-0.716
2018-07-18,-1.9231
2018-07-19,0.2451
2018-07-20,1.956
2018-07-23,0.2398
2018-07-24,0.0024
2018-07-25,0.4761
2018-07-26,-2.4476
2018-07-27,-0.9079
2018-07-30,-0.2463
2018-07-31,-2.963
2018-08-01,-1.7812000000000001
2018-08-02,-5.9585
2018-08-03,0.0
2018-08-06,7.1625
2018-08-07,-8.4833
2018-08-08,-0.2809
2018-08-09,-1.8254000000000001
2018-08-10,7.5978
2018-08-13,0.1013
2018-08-14,-1.6996
2018-08-15,-9.7561
2018-08-16,8.7087
2018-08-17,7.7348
2018-08-20,-5.1282
2018-08-21,1.3514
2018-08-22,1.0667
2018-08-23,-6.3325
2018-08-24,-5.6338
2018-08-27,2.3881
2018-08-28,3.4985
2018-08-29,-1.9718
2018-08-30,3.7356
2018-08-31,-1.108
2018-09-04,-2.2409
2018-09-05,-4.0115
2018-09-06,1.4925
2018-09-07,2.6471
2018-09-10,6.3037
2018-09-11,2.965
2018-09-12,-8.377
2018-09-13,3.1429
2018-09-14,-1.9391
2018-09-17,-0.565
2018-09-18,7.6705
2018-09-19,-1.5831
2018-09-20,-0.8043
2018-09-21,-8.3784
2018-09-24,-5.6047
2018-09-25,-1.875
2018-09-26,-3.1847
2018-09-27,3.2895
2018-09-28,-1.5924
2018-10-01,-6.4725
2018-10-02,2.5952
2018-10-03,-0.5059
2018-10-04,0.678
2018-10-05,0.3367
2018-10-08,-1.0067
2018-10-09,-5.0847
2018-10-10,-3.2143
2018-10-11,-6.2731
2018-10-12,2.3622
2018-10-15,-3.0769
2018-10-16,-8.7302
2018-10-17,0.4348
2018-10-18,0.4329
2018-10-19,-5.1724
2018-10-22,-5.9091000000000005
2018-10-23,-1.9324
2018-10-24,-7.3892
2018-10-25,12.234
2018-10-26,-2.8436
2018-10-29,-3.9024
2018-10-30,-2.5381
2018-10-31,-0.5208
2018-11-01,15.1832
2018-11-02,-4.5455
2018-11-05,-2.3810000000000002
2018-11-06,3.9024
2018-11-07,-1.4085
2018-11-08,0.0
2018-11-09,-5.7143
2018-11-12,-5.0505
2018-11-13,6.383
2018-11-14,-3.0
2018-11-15,2.5773
2018-11-16,-2.0101
2018-11-19,1.0256
2018-11-20,-0.5076
2018-11-21,-1.0204
2018-11-23,2.5773
2018-11-26,-8.5427
2018-11-27,-1.0989
2018-11-28,6.6667
2018-11-29,4.1667
2018-11-30,-5.0
2018-12-03,10.526299999999999
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,-0.9524
2018-12-10,1.9231
2018-12-11,-4.717
2018-12-12,-0.495
2018-12-13,-0.995
2018-12-14,2.5126
2018-12-17,-6.8627
2018-12-18,3.6842
2018-12-19,-8.1218
2018-12-20,-0.5525
2018-12-21,-3.8889
2018-12-24,-4.0462
2018-12-26,-3.6145
2018-12-27,0.0
2018-12-28,6.875
2018-12-31,-0.5848
2019-01-02,17.0588
2019-01-03,4.0201
2019-01-04,2.657
2019-01-07,0.2353
2019-01-08,12.6761
2019-01-09,-2.0833
2019-01-10,1.9149
2019-01-11,25.261
2019-01-14,-3.6667
2019-01-15,0.0
2019-01-16,0.6886
2019-01-17,5.1583
2019-01-18,7.8431
2019-01-22,7.8788
2019-01-23,-1.4045
2019-01-24,7.9772
2019-01-25,3.6939
2019-01-28,0.7634
2019-01-29,5.5556
2019-01-30,-7.177
2019-01-31,-10.3093
2019-02-01,-0.8621
2019-02-04,-2.3188
2019-02-05,6.5282
2019-02-06,3.6212
2019-02-07,-0.2688
2019-02-08,-7.0081
2019-02-11,0.2899
2019-02-12,-1.7341
2019-02-13,0.4412
2019-02-14,0.1464
2019-02-15,-4.386
2019-02-19,-6.1162
2019-02-20,1.6287
2019-02-21,-3.2051
2019-02-22,-5.6291
2019-02-25,2.4561
2019-02-26,10.274000000000001
2019-02-27,-7.1429
2019-02-28,0.0
2019-03-01,-0.6689
2019-03-04,-3.7037
2019-03-05,5.9441
2019-03-06,-1.6502
2019-03-07,3.0201
2019-03-08,14.0065
2019-03-11,4.0
2019-03-12,0.8242
2019-03-13,9.8093
2019-03-14,2.4814
2019-03-15,2.9055999999999997
2019-03-18,-71.2941
2019-03-19,-8.1967
2019-03-20,-6.25
2019-03-21,2.8571
2019-03-22,3.7037
2019-03-25,0.0
2019-03-26,-11.580400000000001
2019-03-27,-0.0303
2019-03-28,-2.8283
2019-03-29,-6.3306000000000004
2019-04-01,8.756
2019-04-02,2.0306
2019-04-03,0.01
2019-04-04,0.0
2019-04-05,3.0
2019-04-08,0.0
2019-04-09,-0.9709
2019-04-10,10.7843
2019-04-11,-6.1947
2019-04-12,-1.8868
2019-04-15,-5.9327
2019-04-16,3.2301
2019-04-17,-3.9509
2019-04-18,1.3608
2019-04-22,0.6916
2019-04-23,6.0606
2019-04-24,-1.9048
2019-04-25,0.9709
2019-04-26,1.1731
2019-04-29,-2.1099
2019-04-30,0.9709
2019-05-01,-1.9231
2019-05-02,0.9902
2019-05-03,0.9611
2019-05-06,1.9231
2019-05-07,-0.9434
2019-05-08,0.9524
2019-05-09,-2.8302
2019-05-10,1.9515
2019-05-13,-0.9618
2019-05-14,0.0
2019-05-15,0.9615
2019-05-16,-1.9048
2019-05-17,-1.9417
2019-05-20,-1.0594
2019-05-21,0.0801
2019-05-22,2.9797000000000002
2019-05-23,7.7775
2019-05-24,-3.1532
2019-05-28,-3.2558
2019-05-29,0.9615
2019-05-30,2.8571
2019-05-31,-2.7778
2019-06-03,-0.9524
2019-06-04,0.0
2019-06-05,-3.8462
2019-06-06,0.0
2019-06-07,0.0
2019-06-10,-1.97
2019-06-11,1.0405
2019-06-12,-1.5548
2019-06-13,0.5025
2019-06-14,-1.0204
2019-06-17,-0.5155
2019-06-18,-0.0725
2019-06-19,-0.4355
2019-06-20,1.5103
2019-06-21,-3.581
2019-06-24,-1.0535
2019-06-25,-5.356
2019-06-26,-0.0114
2019-06-27,2.0571
2019-06-28,1.3363
2019-07-01,-4.2857
2019-07-02,2.3995
2019-07-03,0.9082
2019-07-05,0.0
2019-07-08,-4.1333
2019-07-09,-4.949
2019-07-10,-2.329
2019-07-11,1.1236
2019-07-12,1.2099
2019-07-15,3.2447
2019-07-16,-1.9022000000000001
2019-07-17,-2.4449
2019-07-18,2.4321
2019-07-19,-1.7838
2019-07-22,-2.7243
2019-07-23,1.7661
2019-07-24,-1.5743
2019-07-25,2.0151
2019-07-26,-3.7037
2019-07-29,0.2564
2019-07-30,-1.5345
2019-07-31,3.2468
2019-08-01,-6.9182
2019-08-02,2.027
2019-08-05,-2.2517
2019-08-06,-6.7751
2019-08-07,1.0174
2019-08-08,-0.9065
2019-08-09,-0.9583
2019-08-12,0.4105
2019-08-13,-0.4964
2019-08-14,-4.8129
2019-08-15,-4.4242
2019-08-16,1.6129
2019-08-19,1.5873
2019-08-20,3.125
2019-08-21,-1.5152
2019-08-22,3.5385
2019-08-23,-0.4458
2019-08-26,1.2537
2019-08-27,3.184
2019-08-28,5.7143
2019-08-29,-5.7432
2019-08-30,4.6594999999999995
2019-09-03,0.0
2019-09-04,-6.1644
2019-09-05,1.3139
2019-09-06,1.0663
2019-09-09,1.2119
2019-09-10,-1.3946
2019-09-11,0.0
2019-09-12,0.0
2019-09-13,-1.4143
2019-09-16,1.4346
2019-09-17,-1.4285999999999999
2019-09-18,2.8986
2019-09-19,-1.4085
2019-09-20,2.8571
2019-09-23,1.2917
2019-09-24,-0.6719
2019-09-25,-0.6074
2019-09-26,0.0
2019-09-27,-9.7361
2019-09-30,4.6161
2019-10-01,-0.5883
2019-10-02,-4.4237
2019-10-03,1.0836
2019-10-04,-0.49
2019-10-07,-1.5082
2019-10-08,-3.4375
2019-10-09,-1.1165
2019-10-10,-8.0347
2019-10-11,-12.3665
2019-10-14,-1.3604
2019-10-15,1.3174000000000001
2019-10-16,3.6164
2019-10-17,-1.8235000000000001
2019-10-18,-7.7292
2019-10-21,15.0753
2019-10-22,-4.9935
2019-10-23,4.9891
2019-10-24,-2.8852
2019-10-25,2.9126
2019-10-28,-4.0
2019-10-29,3.695
2019-10-30,-1.4405000000000001
2019-10-31,1.9231
2019-11-01,5.434
2019-11-04,0.0
2019-11-05,-3.3465
2019-11-06,2.7401999999999997
2019-11-07,-2.6852
2019-11-08,0.0
2019-11-11,1.8519
2019-11-12,-2.7091
2019-11-13,-8.989
2019-11-14,5.5441
2019-11-15,4.0856
2019-11-18,-4.9346
2019-11-19,1.2584
2019-11-20,0.9709
2019-11-21,-0.3846
2019-11-22,2.8764
2019-11-25,-0.3378
2019-11-26,1.2239
2019-11-27,6.9568
2019-11-29,7.6522
2019-12-02,1.4378
2019-12-03,-2.373
2019-12-04,-2.137
2019-12-05,-1.6503
2019-12-06,-5.0847
2019-12-09,-2.0179
2019-12-10,1.8225
2019-12-11,1.7004000000000001
2019-12-12,0.3168
2019-12-13,0.0
2019-12-16,-0.4211
2019-12-17,-0.74
2019-12-18,1.1715
2019-12-19,0.7368
2019-12-20,-1.7067
2019-12-23,-2.1084
2019-12-24,-2.6425
2019-12-26,4.1086
2019-12-27,3.5893
2019-12-30,3.4304
2019-12-31,3.9167
2020-01-02,2.6624
2020-01-03,-0.0156
2020-01-06,1.2344
2020-01-07,2.3306
2020-01-08,-6.9382
2020-01-09,2.5122
2020-01-10,-2.4506
2020-01-13,-1.7828
2020-01-14,-0.165
2020-01-15,2.0165
2020-01-16,-0.0324
2020-01-17,-0.3485
2020-01-21,1.2117
2020-01-22,0.7071
2020-01-23,0.367
2020-01-24,4.531
2020-01-27,-1.1407
2020-01-28,1.5385
2020-01-29,1.7727
2020-01-30,-3.2306
2020-01-31,3.0615
2020-02-03,0.7464
2020-02-04,2.8152
2020-02-05,1.5997
2020-02-06,0.7092
2020-02-07,-4.1972
2020-02-10,-5.9247
2020-02-11,0.1094
2020-02-12,1.4674
2020-02-13,0.0
2020-02-14,0.5385
2020-02-18,4.8202
2020-02-19,-1.1533
2020-02-20,2.2744
2020-02-21,0.361
2020-02-24,-2.1338
2020-02-25,-3.8064999999999998
2020-02-26,-0.654
2020-02-27,-1.4
2020-02-28,0.7724
2020-03-02,-0.7509
2020-03-03,-0.3744
2020-03-04,3.8287
2020-03-05,-0.46
2020-03-06,-3.7879
2020-03-09,-6.7087
2020-03-10,-0.4727
2020-03-11,-8.421
2020-03-12,-2.7688
2020-03-13,6.6857
2020-03-16,-7.1416
2020-03-17,1.3074
2020-03-18,-14.6707
2020-03-19,0.1112
2020-03-20,2.355
2020-03-23,4.7753
2020-03-24,3.584
2020-03-25,0.6
2020-03-26,3.2604
2020-03-27,0.1155
2020-03-30,-3.8462
2020-03-31,9.96
2020-04-01,-0.1821
2020-04-02,-2.6237
2020-04-03,-0.8234
2020-04-06,2.0755
2020-04-07,1.6636
2020-04-08,-0.6909
2020-04-09,0.6957
2020-04-13,2.5455
2020-04-14,1.0638
2020-04-15,-7.9825
2020-04-16,14.3184
2020-04-17,-3.7191
2020-04-20,17.7897
2020-04-21,5.2782
2020-04-22,0.6157
2020-04-23,-9.7598
2020-04-24,13.8308
2020-04-27,9.5959
2020-04-28,-7.3004999999999995
2020-04-29,-4.2304
2020-04-30,-6.9315
2020-05-01,-8.8507
2020-05-04,4.7978
2020-05-05,-3.125
2020-05-06,1.6935
2020-05-07,1.9033
2020-05-08,-1.8833
2020-05-11,-3.125
2020-05-12,2.0796
2020-05-13,25.1363
2020-05-14,-6.7427
2020-05-15,0.3436
2020-05-18,4.1096
2020-05-19,1.3158
2020-05-20,1.0
2020-05-21,2.8546
2020-05-22,-2.4878
2020-05-26,1.2821
2020-05-27,-1.0127
2020-05-28,44.5013
2020-05-29,-0.885
2020-06-01,-1.7856999999999998
2020-06-02,0.9091
2020-06-03,6.3063
2020-06-04,-1.6949
2020-06-05,-0.8621
2020-06-08,8.6957
2020-06-09,-0.8
2020-06-10,-1.6129
2020-06-11,-4.0984
2020-06-12,7.6923
2020-06-15,3.9683
2020-06-16,0.7634
2020-06-17,-4.5455
2020-06-18,-1.5873
2020-06-19,0.8065
2020-06-22,-4.8
2020-06-23,4.2017
2020-06-24,-1.6129
2020-06-25,4.918
2020-06-26,-3.125
2020-06-29,1.6129
2020-06-30,-0.7937
2020-07-01,2.4
2020-07-02,-1.5625
2020-07-06,1.5873
2020-07-07,0.7813
2020-07-08,1.5504
2020-07-09,0.7634
2020-07-10,-4.5455
2020-07-13,-4.7619
2020-07-14,5.4167
2020-07-15,5.9289
2020-07-16,3.7313
2020-07-17,-1.4388
2020-07-20,0.0
2020-07-21,2.1898
2020-07-22,3.5714
2020-07-23,2.069
2020-07-24,0.0
2020-07-27,3.3784
2020-07-28,-12.4183
2020-07-29,-1.4925
2020-07-30,-3.0303
2020-07-31,-2.3438
