ticker,TSMI US Equity
2014-02-26,-5.7143
2014-02-28,69.697
2014-03-03,-28.5714
2014-03-04,2.5
2014-03-05,4.878
2014-03-06,-9.3023
2014-03-07,-11.538499999999999
2014-03-10,-7.2464
2014-03-11,20.3125
2014-03-12,14.2857
2014-03-13,-29.5455
2014-03-14,8.0645
2014-03-17,16.4179
2014-03-18,-1.2821
2014-03-20,-6.4935
2014-03-21,-11.1111
2014-03-24,-7.8125
2014-03-25,3.3898
2014-03-26,26.2295
2014-03-27,3.8961
2014-03-28,120.0
2014-03-31,136.3636
2014-04-01,-12.0192
2014-04-02,-25.6831
2014-04-03,-25.3676
2014-04-04,45.8128
2014-04-07,0.0
2014-04-08,-3.3784
2014-04-09,-27.2727
2014-04-10,26.9231
2014-04-11,-26.1364
2014-04-14,18.9744
2014-04-15,-3.4483
2014-04-16,10.7143
2014-04-17,-22.5806
2014-04-21,-23.9583
2014-04-22,53.4247
2014-04-23,-18.75
2014-04-24,21.978
2014-04-25,1.8018
2014-04-28,6.1947
2014-04-29,-10.0
2014-04-30,10.1852
2014-05-01,-12.605
2014-05-02,-13.9423
2014-05-05,-15.0838
2014-05-06,-6.5789
2014-05-07,-7.7465
2014-05-08,9.9237
2014-05-09,-6.9444
2014-05-12,-2.2388
2014-05-13,-16.7939
2014-05-14,14.6789
2014-05-15,-15.2
2014-05-16,-9.434
2014-05-19,6.25
2014-05-20,-5.8824
2014-05-21,-19.7917
2014-05-22,-10.3896
2014-05-23,-4.3478
2014-05-27,57.5758
2014-05-28,-13.461500000000001
2014-05-29,0.0
2014-05-30,6.6667
2014-06-02,0.0
2014-06-03,5.2083
2014-06-04,-20.7921
2014-06-05,-3.75
2014-06-06,-16.8831
2014-06-09,-7.8125
2014-06-10,-8.4746
2014-06-11,22.2222
2014-06-12,0.0
2014-06-13,18.1818
2014-06-16,-14.1026
2014-06-17,-11.9403
2014-06-18,22.0339
2014-06-19,2.7778
2014-06-20,0.0
2014-06-23,-16.2162
2014-06-24,-4.8387
2014-06-25,-1.6949
2014-06-26,-6.8966
2014-06-27,-11.1111
2014-06-30,0.0
2014-07-01,27.0833
2014-07-02,57.377
2014-07-03,0.0
2014-07-07,2.0833
2014-07-08,-26.5306
2014-07-09,-15.2778
2014-07-10,-4.918
2014-07-11,-12.069
2014-07-14,0.0
2014-07-15,0.0
2014-07-16,13.7255
2014-07-17,0.0
2014-07-18,6.8966
2014-07-21,-27.4194
2014-07-22,-24.4444
2014-07-23,-11.7647
2014-07-24,6.6667
2014-07-25,9.375
2014-07-28,14.2857
2014-07-30,-12.5
2014-07-31,-8.5714
2014-08-01,25.0
2014-08-04,-7.5
2014-08-05,-13.5135
2014-08-06,-9.375
2014-08-07,3.4483
2014-08-08,6.6667
2014-08-11,-18.75
2014-08-12,-19.2308
2014-08-13,28.5714
2014-08-14,7.4074
2014-08-18,0.0
2014-08-19,-10.3448
2014-08-20,-15.3846
2014-08-21,0.0
2014-08-22,31.8182
2014-08-25,-24.1379
2014-08-26,9.0909
2014-08-27,0.0
2014-08-28,-12.5
2014-08-29,28.5714
2014-09-02,-3.7037
2014-09-03,0.0
2014-09-04,11.538499999999999
2014-09-05,-17.2414
2014-09-08,20.8333
2014-09-09,-10.3448
2014-09-10,15.3846
2014-09-11,-10.0
2014-09-12,-3.7037
2014-09-15,-7.6923
2014-09-16,0.0
2014-09-17,-20.8333
2014-09-18,15.7895
2014-09-19,-4.5455
2014-09-22,0.0
2014-09-23,-9.5238
2014-09-24,10.526299999999999
2014-09-25,4.7619
2014-09-26,-13.6364
2014-09-29,10.526299999999999
2014-09-30,-9.5238
2014-10-01,-5.2632
2014-10-02,-27.7778
2014-10-03,7.6923
2014-10-06,-7.1429
2014-10-07,23.0769
2014-10-08,0.0
2014-10-09,-18.75
2014-10-10,0.0
2014-10-13,-38.4615
2014-10-14,-25.0
2014-10-15,83.3333
2014-10-16,-9.0909
2014-10-17,0.0
2014-10-20,0.0
2014-10-21,-40.0
2014-10-22,83.3333
2014-10-23,-27.2727
2014-10-24,25.0
2014-10-27,-20.0
2014-10-28,0.0
2014-10-29,0.0
2014-10-31,0.0
2014-11-03,-37.5
2014-11-04,0.0
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,0.0
2014-11-11,0.0
2014-11-12,0.0
2014-11-13,0.0
2014-11-14,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,100.0
2014-11-21,-20.0
2014-11-24,37.5
2014-11-25,90.9091
2014-11-26,23.8095
2014-11-28,15.3846
2014-12-01,6.6667
2014-12-02,-15.625
2014-12-03,11.1111
2014-12-04,-26.6667
2014-12-05,-27.2727
2014-12-08,37.5
2014-12-09,0.0
2014-12-10,-27.2727
2014-12-11,37.5
2014-12-12,-18.1818
2014-12-15,16.6667
2014-12-16,-9.5238
2014-12-17,-26.3158
2014-12-18,-28.5714
2014-12-19,10.0
2014-12-22,-9.0909
2014-12-23,0.0
2014-12-24,10.0
2014-12-26,45.4545
2014-12-29,12.5
2014-12-30,-27.7778
2014-12-31,38.4615
2015-01-02,-27.7778
2015-01-05,7.6923
2015-01-06,-21.4286
2015-01-07,-9.0909
2015-01-08,-20.0
2015-01-09,25.0
2015-01-12,-40.0
2015-01-13,33.3333
2015-01-14,0.0
2015-01-15,-37.5
2015-01-16,0.0
2015-01-20,20.0
2015-01-21,-50.0
2015-01-22,0.0
2015-01-23,0.0
2015-01-26,0.0
2015-01-27,0.0
2015-01-28,0.0
2015-01-29,0.0
2015-01-30,0.0
2015-02-02,-33.3333
2015-02-03,50.0
2015-02-04,0.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,-33.3333
2015-02-10,0.0
2015-02-11,50.0
2015-02-12,-33.3333
2015-02-13,0.0
2015-02-17,0.0
2015-02-18,0.0
2015-02-19,0.0
2015-02-20,0.0
2015-02-23,0.0
2015-02-24,50.0
2015-02-25,-33.3333
2015-02-26,0.0
2015-02-27,0.0
2015-03-02,0.0
2015-03-04,0.0
2015-03-05,0.0
2015-03-06,50.0
2015-03-09,66.6667
2015-03-10,60.0
2015-03-11,0.0
2015-03-12,-25.0
2015-03-13,0.0
2015-03-16,-50.0
2015-03-17,66.6667
2015-03-18,-40.0
2015-03-19,66.6667
2015-03-20,-40.0
2015-03-23,0.0
2015-03-24,0.0
2015-03-25,-33.3333
2015-03-26,50.0
2015-03-27,-33.3333
2015-03-30,50.0
2015-03-31,0.0
2015-04-01,0.0
2015-04-02,-33.3333
2015-04-06,0.0
2015-04-07,0.0
2015-04-09,0.0
2015-04-10,50.0
2015-04-13,-33.3333
2015-04-14,0.0
2015-04-15,0.0
2015-04-16,0.0
2015-04-20,0.0
2015-04-21,0.0
2015-04-22,0.0
2015-04-23,0.0
2015-04-24,0.0
2015-04-27,50.0
2015-04-28,-33.3333
2015-04-29,0.0
2015-04-30,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-11,0.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,0.0
2015-05-20,0.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,-50.0
2015-05-29,100.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-05,0.0
2015-06-08,0.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-16,0.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-29,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-20,0.0
2015-08-25,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-10,0.0
2015-09-15,0.0
2015-10-08,0.0
2015-10-16,0.0
2015-10-19,0.0
2015-10-22,0.0
2015-11-09,0.0
2015-11-23,0.0
2015-12-04,0.0
2015-12-18,0.0
2016-02-05,0.0
2016-02-10,0.0
2016-03-23,0.0
2016-05-16,0.0
2016-06-09,0.0
2016-09-08,0.0
2016-09-13,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-11-01,0.0
2016-11-08,0.0
2016-11-09,0.0
2016-12-07,-60.0
2016-12-08,-75.0
2016-12-09,50.0
2016-12-12,-86.6667
2016-12-13,6.25
2016-12-14,2.9412000000000003
2016-12-15,5.7143
2016-12-19,-5.4054
2016-12-20,20.0
2016-12-21,133.3333
2016-12-22,-34.6939
2016-12-23,25.0
2016-12-28,-50.0
2016-12-29,120.0
2016-12-30,0.0
2017-01-03,172.7273
2017-01-05,-60.0
2017-01-06,146.875
2017-01-10,-71.73
2017-01-12,19.403
2017-01-13,80.0
2017-01-18,-44.4444
2017-01-19,-23.75
2017-01-24,-16.3934
2017-02-03,0.0
2017-02-06,0.0
2017-02-07,-5.8824
2017-02-09,0.0
2017-02-10,0.0
2017-02-14,170.8333
2017-02-15,23.0769
2017-02-16,-70.0
2017-02-27,0.0
2017-03-01,66.6667
2017-03-02,-2.5
2017-03-06,-17.9487
2017-03-07,12.5
2017-03-08,-22.2222
2017-03-13,133.9286
2017-03-20,-38.9313
2017-03-28,0.0
2017-03-30,-30.0
2017-03-31,42.8571
2017-04-03,-30.0
2017-04-05,0.0
2017-04-10,0.0
2017-04-17,0.0
2017-04-20,0.0
2017-04-25,0.0
2017-05-04,71.4286
2017-05-05,-5.2083
2017-05-08,-29.6703
2017-05-09,3.125
2017-05-18,-15.1515
2017-05-19,128.5714
2017-05-23,-56.25
2017-05-26,3.5714
2017-05-30,17.2414
2017-06-01,0.0
2017-06-09,-17.647100000000002
2017-06-15,0.0
2017-06-19,0.0
2017-06-23,0.0
2017-06-26,40.0
2017-07-21,-28.5714
2017-07-27,7.1429
2017-08-01,-6.6667
2017-08-02,-11.4286
2017-08-09,15.4839
2017-09-05,458.6592
2017-09-12,-77.5
2017-09-14,0.0
2017-09-19,11.1111
2017-10-03,-10.0
2017-10-05,0.0
2017-10-16,0.0
2017-10-17,-31.1111
2017-10-23,0.0
2017-10-26,0.0
2017-10-27,0.0
2017-11-08,0.0
2017-11-10,0.0
2017-11-15,3.2258
2017-11-20,3.125
2017-11-28,0.0
2017-11-29,0.0
2017-12-05,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-15,21.2121
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,95.0
2017-12-28,-57.6923
2017-12-29,0.0
2018-01-02,136.3636
2018-01-08,-42.3077
2018-01-09,0.0
2018-01-11,0.2222
2018-01-12,-0.2217
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,66.6667
2018-01-19,-6.6667
2018-01-22,-27.1429
2018-01-23,-19.6078
2018-01-24,997.561
2018-01-25,-40.4667
2018-01-26,4.5166
2018-01-29,7.1429
2018-01-30,15.0
2018-01-31,-13.3333
2018-02-01,-39.7993
2018-02-02,-42.7778
2018-02-06,45.6311
2018-02-07,60.0
2018-02-08,-44.5833
2018-02-09,80.4511
2018-02-12,-41.6667
2018-02-13,74.2857
2018-02-14,-42.623
2018-02-15,-21.4286
2018-02-21,9.0909
2018-02-22,-35.0
2018-02-23,16.6667
2018-03-05,1.0989
2018-03-06,8.6957
2018-03-07,10.0
2018-03-08,81.8182
2018-03-12,-48.65
2018-03-13,-2.629
2018-03-14,-32.0
2018-03-15,0.0
2018-03-16,105.8824
2018-03-28,-5.7143
2018-03-29,3.7879
2018-04-03,0.7299
2018-04-06,-52.8986
2018-04-10,1.5385
2018-04-11,1.5152
2018-04-12,-2.9851
2018-04-13,238.4615
2018-04-16,-54.5455
2018-04-17,0.0
2018-04-19,0.0
2018-04-23,0.0
2018-04-24,-20.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,-12.5
2018-05-01,-7.1429
2018-05-02,0.0
2018-05-03,0.0
2018-05-07,2.0
2018-05-09,5.8824
2018-05-11,5.4131
2018-05-14,35.1351
2018-05-16,-30.0
2018-05-21,0.0
2018-05-23,0.0
2018-06-11,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,5.7143
2018-06-19,3.5135
2018-06-25,47.5196
2018-06-28,-45.1327
2018-07-09,0.0
2018-07-11,0.0
2018-07-23,9.354800000000001
2018-07-27,-8.5546
2018-08-02,-17.7419
2018-08-10,96.0784
2018-08-14,0.0
2018-08-17,-45.0
2018-08-20,-5.4545
2018-08-24,-1.9231
2018-08-27,0.0
2018-08-29,1.1764999999999999
2018-08-31,-20.5426
2018-09-04,34.1463
2018-09-13,-23.6364
2018-09-18,1.6667
2018-09-20,-6.3232
2018-09-24,0.0
2018-10-01,0.0
2018-10-04,0.0
2018-10-08,75.0
2018-10-09,-35.7143
2018-10-10,100.0
2018-10-11,66.6667
2018-10-12,100.0
2018-10-15,-66.6667
2018-10-16,50.0
2018-10-17,-33.3333
2018-10-22,3.0
2018-10-29,-26.2136
2018-10-31,71.0526
2018-11-01,36.9231
2018-11-05,-55.0562
2018-11-07,0.0
2018-11-27,50.0
2018-12-03,47.5
2018-12-07,-15.2542
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.1333
2018-12-20,-0.1332
2018-12-21,-20.0
2018-12-28,-37.5
2018-12-31,-18.6667
2019-01-04,-26.2295
2019-01-08,173.3333
2019-01-14,38.2114
2019-01-15,4.1176
2019-01-16,-0.565
2019-01-18,-64.4318
2019-01-22,181.1502
2019-02-04,-71.0227
2019-02-15,231.3725
2019-02-20,-74.5562
2019-02-25,259.3023
2019-02-26,9.3851
2019-02-27,-65.6805
2019-03-06,72.4138
2019-03-12,0.0
2019-03-14,0.0
2019-03-15,901.0
2019-03-18,-16.0839
2019-03-19,-33.0952
2019-03-20,24.5552
2019-03-21,7.7143
2019-03-22,16.9761
2019-03-25,0.0
2019-03-26,-6.8027
2019-03-27,-39.1727
2019-03-29,19.8
2019-04-01,35.2254
2019-04-02,-13.5802
2019-04-03,-7.1429
2019-04-04,-12.2462
2019-04-08,-24.6143
2019-04-09,32.3256
2019-04-10,-24.4288
2019-04-11,25.5814
2019-04-12,16.6667
2019-04-15,-2.5397
2019-04-16,-4.0717
2019-04-17,0.0
2019-04-18,-0.3396
2019-04-22,2.2147
2019-04-23,-3.5
2019-04-24,1.7271
2019-04-29,0.0
2019-04-30,-6.6213999999999995
2019-05-01,18.1818
2019-05-02,-7.6923
2019-05-06,-33.8667
2019-05-07,0.3024
2019-05-08,50.7538
2019-05-09,8.3333
2019-05-10,-4.6154
2019-05-13,-3.2258
2019-05-14,-8.3333
2019-05-15,0.0
2019-05-17,7.2727
2019-05-20,-5.0847
2019-05-21,5.3571
2019-05-22,-21.2881
2019-05-23,-2.4548
2019-05-24,-15.4084
2019-05-28,-0.8351
2019-05-29,11.8421
2019-05-31,-3.5294
2019-06-03,-26.8293
2019-06-05,0.0
2019-06-07,30.0
2019-06-10,20.5128
2019-06-11,-6.383
2019-06-13,10.0
2019-06-14,13.6364
2019-06-17,9.0909
2019-06-18,-1.6667
2019-06-21,5.9322
2019-06-25,4.0
2019-06-26,0.0
2019-06-27,-34.9231
2019-06-28,53.6643
2019-07-01,-15.3846
2019-07-02,0.0
2019-07-03,0.0
2019-07-09,0.0
2019-07-11,18.1818
2019-07-12,0.0
2019-07-17,0.0
2019-07-23,-51.4615
2019-07-24,83.8352
2019-07-25,25.0
2019-07-26,24.1379
2019-07-29,-43.8889
2019-07-30,16.8317
2019-07-31,-15.2542
2019-08-01,0.0
2019-08-02,-14.0
2019-08-06,-6.9767
2019-08-07,20.0
2019-08-08,5.2083
2019-08-09,5.9406
2019-08-12,21.8692
2019-08-15,-3.4509
2019-08-22,-36.4575
2019-08-23,-6.25
2019-08-26,18.5333
2019-08-28,91.2261
2019-08-29,-32.9412
2019-09-03,3.5088
2019-09-04,-7.6271
2019-09-06,-0.9174
2019-09-10,5.1852
2020-03-11,-99.9982
2020-07-28,900.0
