ticker,BROE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-07-09,0.0
2009-07-10,3.4483
2009-07-13,3.3333
2009-07-15,-9.6774
2009-07-16,7.1429
2009-07-22,0.0
2009-07-23,-3.3333
2009-07-27,-24.1379
2009-07-28,27.2727
2009-07-29,0.0
2009-07-30,3.5714
2009-08-11,-20.6897
2009-08-21,-8.6957
2009-08-27,19.0476
2009-09-30,0.0
2009-10-05,-8.0
2009-10-06,26.087
2009-10-07,-3.4483
2009-10-08,21.4286
2009-10-09,-5.9926
2009-10-12,6.3747
2009-10-13,-5.8824
2009-10-14,15.625
2009-10-15,-10.8108
2009-10-16,0.0
2009-10-19,-15.1515
2009-10-20,-7.1429
2009-10-21,-11.538499999999999
2009-10-22,4.3478
2009-10-23,0.0
2009-10-26,0.0
2009-10-27,-8.3333
2009-10-28,0.0
2009-10-29,2.2727
2009-10-30,6.6667
2009-11-02,-20.8333
2009-11-03,-2.6316
2009-11-04,0.0
2009-11-05,0.0
2009-11-06,-18.9189
2009-11-09,14.0
2009-11-10,-18.1287
2009-11-11,-14.2857
2009-11-12,0.0
2009-11-13,33.3333
2009-11-16,-12.5
2009-11-17,-21.4286
2009-11-18,0.0
2009-11-19,18.1818
2009-11-20,0.0
2009-11-23,-6.1538
2009-11-24,22.9508
2009-11-25,-16.6667
2009-11-27,0.0
2009-11-30,20.0
2009-12-01,0.0
2009-12-03,-16.6667
2009-12-04,4.0
2009-12-07,3.8462
2009-12-08,11.1111
2009-12-09,-13.3333
2009-12-10,14.6154
2009-12-11,-6.0403
2009-12-14,-14.2857
2009-12-15,-8.3333
2009-12-16,27.2727
2009-12-17,0.0
2009-12-18,-7.1429
2009-12-21,0.0
2009-12-22,0.0
2009-12-23,0.0
2009-12-24,0.0
2009-12-28,0.0
2009-12-29,-7.6923
2009-12-30,-8.3333
2009-12-31,-9.0909
2010-01-04,-10.0
2010-01-05,22.2222
2010-01-06,0.0
2010-01-07,13.6364
2010-01-08,-4.0
2010-01-11,41.6667
2010-01-12,-11.7647
2010-01-13,0.0
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,6.6667
2010-01-20,0.0
2010-01-21,12.5
2010-01-22,-8.3333
2010-01-25,15.1515
2010-01-26,-10.526299999999999
2010-01-27,0.0
2010-01-28,0.5882
2010-01-29,11.1111
2010-02-01,-5.2632
2010-02-02,0.0
2010-02-03,27.7778
2010-02-04,-26.087
2010-02-05,17.647100000000002
2010-02-08,-10.0
2010-02-09,0.0
