ticker,LSKA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-09-22,0.0
2000-09-26,12.5
2000-10-17,0.0
2000-10-24,-16.6667
2000-11-01,6.6667
2000-11-06,0.0
2001-01-23,4900.0
2001-01-24,-52.5
2001-01-25,18.4211
2001-01-26,6.6667
2001-01-29,-14.5833
2001-01-30,19.5122
2001-01-31,14.2857
2001-02-01,5.3571
2001-02-02,1.4237
2001-02-05,-23.1283
2001-02-06,-14.1304
2001-02-07,-39.2405
2001-02-08,-10.4167
2001-02-09,-16.2791
2001-02-12,0.0
2001-02-13,47.2222
2001-02-14,-7.5472
2001-02-15,10.2041
2001-02-16,0.0
2001-02-20,-25.9259
2001-02-21,0.0
2001-02-22,-22.5
2001-02-23,-22.5806
2001-02-26,0.0
2001-02-27,-12.5
2001-02-28,0.5714
2001-03-01,81.8182
2001-03-02,1.5625
2001-03-05,-28.2051
2001-03-06,-8.5714
2001-03-07,17.1875
2001-03-08,-20.0
2001-03-09,-16.6667
2001-03-12,0.0
2001-03-13,-26.4
2001-03-14,-11.6848
2001-03-15,-6.4615
2001-03-16,48.0263
2001-03-19,-32.4444
2001-03-20,34.2105
2001-03-22,-25.4902
2001-03-23,18.4211
2001-03-26,66.6667
2001-03-27,-9.3333
2001-03-28,-35.6618
2001-03-29,18.8571
2001-03-30,11.538499999999999
2001-04-02,-22.4138
2001-04-03,11.1111
2001-04-04,-24.0
2001-04-05,-5.2632
2001-04-06,-2.7778
2001-04-09,2.8571
2001-04-10,-13.8889
2001-04-11,3.2258
2001-04-12,68.75
2001-04-16,-25.9259
2001-04-17,16.25
2001-04-18,-7.5269
2001-04-19,-13.9535
2001-04-20,-2.7027
2001-04-23,-30.5556
2001-04-24,-16.0
2001-04-25,9.5238
2001-04-26,15.2174
2001-04-27,-15.0943
2001-04-30,6.6667
2001-05-01,-25.0
2001-05-02,33.3333
2001-05-03,-25.0
2001-05-04,-2.7778
2001-05-07,2.8571
2001-05-08,-5.5556
2001-05-09,23.5294
2001-05-11,-26.1905
2001-05-14,0.0
2001-05-15,0.0
2001-05-16,0.0
2001-05-17,3.2258
2001-05-18,-15.625
2001-05-22,-11.1111
2001-05-23,-16.6667
2001-05-24,-4.0
2001-05-25,-53.125
2001-05-29,-33.3333
2001-05-30,0.0
2001-05-31,0.0
2001-06-01,16.6667
2001-06-05,-14.2857
2001-06-07,0.0
2001-06-08,-16.6667
2001-06-11,20.0
2001-06-12,13.3333
2001-06-14,0.0
2001-06-18,26.4706
