ticker,SGMA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-7.6923
2000-01-04,0.0
2000-01-05,-6.25
2000-01-06,7.2222
2000-01-07,5.6995000000000005
2000-01-10,11.7647
2000-01-11,-8.7719
2000-01-12,0.0
2000-01-13,5.7692
2000-01-14,-1.8182
2000-01-18,1.8519
2000-01-19,-7.2727
2000-01-20,5.8824
2000-01-21,-1.8519
2000-01-24,0.0
2000-01-25,-5.6604
2000-01-26,3.0
2000-01-27,-0.9709
2000-01-28,3.9215999999999998
2000-01-31,-5.6604
2000-02-01,-2.0
2000-02-02,4.0816
2000-02-03,5.8824
2000-02-04,-7.4074
2000-02-07,12.0
2000-02-08,-5.3571
2000-02-09,-1.8868
2000-02-10,0.0
2000-02-11,-1.9231
2000-02-14,0.9804
2000-02-15,0.9709
2000-02-16,0.0
2000-02-17,0.0
2000-02-18,5.7692
2000-02-22,-1.8182
2000-02-23,-0.9259
2000-02-24,0.0
2000-02-25,0.0
2000-02-28,2.8037
2000-02-29,-5.4545
2000-03-01,0.0
2000-03-02,-0.9615
2000-03-03,-0.9709
2000-03-06,0.0
2000-03-07,-4.902
2000-03-08,1.0309
2000-03-09,6.1224
2000-03-10,-1.9231
2000-03-13,2.9412000000000003
2000-03-14,-4.7619
2000-03-15,-2.0
2000-03-16,-4.0816
2000-03-17,-6.383
2000-03-20,9.943200000000001
2000-03-21,-0.7752
2000-03-22,-6.25
2000-03-23,0.0
2000-03-24,2.2222
2000-03-27,0.0
2000-03-29,-6.5217
2000-03-30,0.0
2000-03-31,-2.3256
2000-04-03,-2.3810000000000002
2000-04-04,-1.2195
2000-04-05,8.642
2000-04-06,-1.1364
2000-04-07,1.1494
2000-04-10,-2.2727
2000-04-11,-5.814
2000-04-12,0.6173
2000-04-14,-5.5215
2000-04-17,-3.8961
2000-04-18,-2.7027
2000-04-19,0.0
2000-04-20,-1.3889
2000-04-24,0.0
2000-04-25,0.0
2000-04-26,1.4085
2000-04-27,-5.5556
2000-04-28,2.5735
2000-05-01,14.6953
2000-05-02,-14.375
2000-05-03,-0.7299
2000-05-05,0.0
2000-05-08,5.8824
2000-05-09,-5.5556
2000-05-10,0.0
2000-05-11,8.8235
2000-05-16,-8.1081
2000-05-18,-5.1471
2000-05-19,0.7752
2000-05-22,4.6154
2000-05-23,-4.4118
2000-05-25,0.0
2000-05-26,-1.5385
2000-05-31,0.0
2000-06-01,3.125
2000-06-02,9.0909
2000-06-06,-5.5556
2000-06-08,0.0
