ticker,SVVB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-05-23,33.3333
2016-05-26,0.0
2016-06-13,0.0
2016-06-29,25.0
2016-07-13,-32.0
2016-07-26,5.8824
2016-08-11,38.8889
2016-08-15,-8.0
2016-08-17,-13.0435
2016-09-27,5.0
2016-09-28,0.0
2016-10-04,9.5238
2016-10-05,0.0
2016-10-06,0.0
2016-10-10,0.0
2016-10-13,0.0
2016-10-24,0.0
2016-11-14,0.0
2016-11-17,0.0
2016-11-18,3.4783
2016-12-07,4.2017
2016-12-30,0.8065
2017-01-03,20.0
2017-01-04,0.0
2017-01-24,6.6667
2017-01-25,9.375
2017-03-06,5.7143
2017-03-09,-3.7838000000000003
2017-03-13,12.3596
2017-03-22,-0.5
2017-03-27,1.005
2017-03-28,9.4527
2017-04-04,-9.0909
2017-04-17,-10.0
2017-04-18,0.0
2017-04-19,-1.1111
2017-04-20,-4.4944
2017-05-01,0.0
2017-05-02,2.9412000000000003
2017-05-16,2.8571
2017-05-24,-5.5556
2017-05-30,0.0
2017-07-18,2.9412000000000003
2017-07-19,12.0
2017-07-24,-3.0612
2017-07-31,0.0
2017-08-02,3.6842
2017-08-04,-3.5533
2017-08-09,-2.1053
2017-08-15,7.5269
2017-08-30,-2.5
2017-09-12,0.0
2017-10-10,0.0
2017-10-27,-7.6923
2017-10-30,2.7778
2017-11-07,-1.6216
2017-11-09,9.8901
2017-11-14,-2.5
2017-11-15,2.5641
2017-11-29,5.0
2017-11-30,0.0
2017-12-01,9.5238
2017-12-04,2.1739
2017-12-11,-14.8936
2018-01-09,0.0
2018-01-10,17.5
2018-01-11,-19.1489
2018-01-12,23.6842
2018-01-22,-10.6383
2018-01-29,4.7619
2018-01-30,-2.2727
2018-01-31,-2.3256
2018-02-16,-4.7619
2018-03-05,0.5
2018-03-13,6.9652
2018-03-14,-6.5116
2018-03-15,0.0
2018-03-26,0.0
2018-04-04,4.4776
2018-04-05,-4.2857
2018-04-06,0.4975
2018-04-13,0.0
2018-04-30,8.9109
2018-05-03,2.2727
2018-05-04,-2.2222
2018-05-10,9.0909
2018-05-11,0.0
2018-05-18,-4.1667
2018-05-24,-10.8696
2018-06-15,19.5122
2018-06-20,0.0
2018-06-21,2.0408
2018-06-28,-4.0
2018-07-05,4.1667
2018-07-06,0.0
2018-07-17,0.0
2018-07-24,5.6
2018-07-25,0.0
2018-07-26,2.2727
2018-07-27,0.0
2018-07-30,-7.4074
2018-07-31,8.0
2018-08-02,0.0
