ticker,MR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-06-20,-4.6296
2014-06-23,-1.9029
2014-06-24,-2.9295
2014-06-25,1.6313
2014-06-26,1.4848
2014-06-27,0.8699
2014-06-30,-1.4896
2014-07-01,-2.308
2014-07-02,-0.9776
2014-07-03,-0.2057
2014-07-07,-1.8961000000000001
2014-07-08,1.5126
2014-07-09,2.1109
2014-07-10,-0.6891
2014-07-11,-2.3673
2014-07-14,0.0
2014-07-15,-4.6823
2014-07-16,-3.4211
2014-07-17,0.545
2014-07-18,-0.3613
2014-07-21,-2.9918
2014-07-22,-3.3178
2014-07-23,-1.4016
2014-07-24,-0.4902
2014-07-25,-2.1182
2014-07-28,0.6543
2014-07-29,4.15
2014-07-30,0.9121
2014-07-31,-2.0932
2014-08-01,-0.7289
2014-08-04,1.3705
2014-08-05,-2.366
2014-08-06,-0.9397
2014-08-07,0.699
2014-08-08,3.3218
2014-08-11,0.9117
2014-08-12,-1.8069
2014-08-13,0.5811
2014-08-14,-7.4145
2014-08-15,0.104
2014-08-18,-4.4156
2014-08-19,2.337
2014-08-20,-1.2746
2014-08-21,-0.9683
2014-08-22,-2.553
2014-08-25,-1.3935
2014-08-26,-1.2436
2014-08-27,0.9159
2014-08-28,2.3823
2014-08-29,1.3296000000000001
2014-09-02,-2.2417
2014-09-03,1.5659999999999998
2014-09-04,0.3304
2014-09-05,-1.0977
2014-09-08,0.6659
2014-09-09,-1.4333
2014-09-10,0.6711
2014-09-11,-2.8333
2014-09-12,-0.1715
2014-09-15,0.9737
2014-09-16,2.4957
2014-09-17,-1.0515
2014-09-18,-4.3624
2014-09-19,-0.8772
2014-09-22,-4.8378
2014-09-23,1.3019
2014-09-24,0.9792
2014-09-25,0.9091
2014-09-26,1.8018
2014-09-29,0.59
2014-09-30,-2.5220000000000002
2014-10-01,-7.2202
2014-10-02,-2.6589
2014-10-03,-0.7328
2014-10-06,-4.4966
2014-10-07,-4.7786
2014-10-08,5.1661
2014-10-09,-8.0
2014-10-10,-1.373
2014-10-13,0.1547
2014-10-14,-1.8533
2014-10-15,4.2486
2014-10-16,4.3774
2014-10-17,-0.94
2014-10-20,-0.7299
2014-10-21,1.3235000000000001
2014-10-22,-6.1684
2014-10-23,-0.6187
2014-10-24,-2.5681000000000003
2014-10-27,-6.7093
2014-10-28,1.6267
2014-10-29,5.2233
2014-10-30,2.0817
2014-10-31,2.8235
2014-11-03,-1.6018
2014-11-04,-3.5659
2014-11-05,1.4469
