ticker,EVCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-27,1800.0
2005-09-30,-31.5789
2006-02-01,55.3846
2006-03-03,-0.9901
2006-03-06,0.0
2006-03-15,1.0
2006-03-21,68.3168
2006-03-24,-17.647100000000002
2006-03-27,28.5714
2006-04-10,-2.7778
2006-04-12,0.0
2006-04-18,31.4286
2006-04-19,-13.0435
2006-04-20,100.0
2006-04-21,0.0
2006-04-24,18.75
2006-04-25,-13.6842
2006-04-26,0.0
2006-04-27,3.6585
2006-04-28,1.1764999999999999
2006-05-01,-6.9767
2006-05-02,0.0
2006-05-03,3.75
2006-05-04,8.4337
2006-05-05,5.5556
2006-05-08,2.1053
2006-05-12,-3.0928
2006-05-15,27.6596
2006-05-16,13.3333
2006-05-17,6.6176
2006-05-18,-3.4483
2006-05-19,2.1429
2006-05-22,2.0979
2006-05-23,6.1644
2006-05-24,4.5161
2006-05-25,1.8519
2006-05-26,-1.8182
2006-05-30,0.6173
2006-05-31,2.454
2006-06-01,0.5988
2006-06-02,0.0
2006-06-05,-4.7619
2006-06-06,-9.375
2006-06-07,-1.3793
2006-06-08,-9.7902
2006-06-09,10.0775
2006-06-12,2.1127
2006-06-13,-2.069
2006-06-14,-5.6338
2006-06-15,-11.9403
2006-06-16,3.3898
2006-06-19,3.2787
2006-06-20,-7.1429
2006-06-21,-17.094
2006-06-22,-21.6495
2006-06-23,2.6316
2006-06-26,15.3846
2006-06-27,7.7778
2006-06-28,-4.1237
2006-06-29,-8.6022
2006-06-30,0.0
2006-07-03,-2.3529
2006-07-05,-9.6386
2006-07-06,6.6667
2006-07-07,2.5
2006-07-10,-7.3171
2006-07-11,-7.8947
2006-07-12,-12.857099999999999
2006-07-13,8.1967
2006-07-14,6.0606
2006-07-17,-7.1429
2006-07-18,-6.1538
2006-07-19,-1.6393
2006-07-20,0.0
2006-07-21,-26.6667
2006-07-24,18.1818
2006-07-25,15.3846
2006-07-26,16.6667
2006-07-27,14.2857
2006-07-28,17.5
2006-07-31,1.0638
2006-08-01,14.7368
2006-08-02,2.7523
2006-08-03,3.5714
2006-08-04,0.0
2006-08-07,-22.4138
2006-08-08,4.4444
2006-08-09,6.383
2006-08-10,-4.0
2006-08-11,-3.125
2006-08-14,6.4516
2006-08-15,1.0101
2006-08-16,0.0
2006-08-17,1.0
2006-08-18,-0.9901
2006-08-21,-5.0
2006-08-22,2.1053
2006-08-23,8.2474
2006-08-24,1.9048
2006-08-25,5.6075
2006-08-28,4.4248
