ticker,EOSS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-10,100.0
2017-01-11,27.5
2017-01-12,27.451
2017-01-13,26.1538
2017-01-17,5.9146
2017-01-18,15.141
2017-01-19,47.5
2017-01-20,5.0847
2017-01-23,16.129
2017-01-24,20.0
2017-01-25,15.7407
2017-01-26,6.0
2017-01-27,16.9811
2017-01-30,12.9032
2017-01-31,18.5714
2017-02-01,3.6145
2017-02-02,-9.7674
2017-02-03,-30.6701
2017-02-06,7.8067
2017-02-07,10.3448
2017-02-08,30.9375
2017-02-09,1.432
2017-02-13,-8.8235
2017-02-16,0.6452
2017-02-17,2.5641
2017-02-24,-2.5
2017-03-01,2.5641
2017-03-03,0.0
2017-03-06,-10.0
2017-03-13,5.5556
2017-03-14,2.6316
2017-03-16,2.9615
2017-03-22,2.1043
2017-03-23,2.439
2017-03-27,-2.6189999999999998
2017-03-28,5.1345
2017-04-05,0.0
2017-04-06,-11.6279
2017-04-10,5.2632
2017-04-11,0.0
2017-04-26,-12.5
2017-04-28,1.4285999999999999
2017-05-01,-1.4085
2017-05-02,7.1429
2017-05-03,-33.3333
2017-05-04,8.0
2017-05-05,3.7037
2017-05-08,3.5714
2017-05-09,31.0345
2017-05-10,-70.7895
2017-05-11,170.2703
2017-05-12,-56.6667
2017-05-15,53.8462
2017-05-16,105.0
2017-05-17,0.0
2017-05-18,-39.0244
2017-05-19,-57.2
2017-05-22,255.1402
2017-05-23,-60.5263
2017-05-24,20.0
2017-05-31,-27.2222
2017-06-01,205.3435
2017-06-05,-52.3578
2017-06-07,31.1863
2017-06-09,20.0
2017-06-23,-47.0
2017-06-27,13.2075
2017-06-29,0.0
2017-07-06,38.8889
2017-07-10,68.0
2017-07-11,-22.619
2017-07-12,-21.5385
2017-07-13,1.9607999999999999
2017-07-17,15.3846
2017-07-20,-23.0
2017-07-21,-0.4329
2017-07-24,0.0
2017-07-25,36.9565
2017-07-26,0.0
2017-07-27,-20.634900000000002
2017-08-07,-19.6
2017-08-08,4.4776
2017-08-09,0.4762
2017-08-10,0.0
2017-08-11,0.4739
2017-08-14,-0.4717
2017-08-15,-5.2133
2017-08-16,20.0
2017-08-17,0.0
2017-08-18,-18.75
2017-08-21,2.5641
2017-08-22,5.0
2017-08-25,10.4762
2017-08-29,-33.1897
2017-08-30,54.8387
2017-08-31,-16.6667
2017-09-01,25.0
2017-09-05,-4.0
2017-09-06,-29.1667
2017-09-07,40.0
2017-09-08,-3.3613
2017-09-14,0.0
