ticker,MTRT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-07,0.0
2000-01-11,0.0
2000-01-18,0.0
2000-01-19,0.0
2000-01-24,0.0
2000-01-25,0.0
2000-01-26,6.6667
2000-02-04,-6.25
2000-02-09,20.0
2000-02-11,-99.4444
2000-02-15,37400.0
2000-02-16,0.0
2000-02-22,-66.6667
2000-02-25,0.0
2000-03-10,200.0
2000-03-16,-66.6667
2000-03-17,0.0
2000-03-27,0.0
2000-04-03,25.0
2000-04-04,0.0
2000-04-05,0.0
2000-04-17,0.0
2000-04-27,0.0
2000-05-02,0.0
2000-05-04,0.0
2000-05-12,0.0
2000-05-23,0.0
2000-06-07,20.0
2000-06-09,33.3333
2000-06-15,0.0
2000-06-16,0.0
2000-06-22,12.5
2000-06-23,-11.1111
2000-06-26,-12.5
2000-07-07,-14.2857
2000-07-10,0.0
2000-07-13,-10.7333
2000-07-25,-6.6468
2000-07-26,0.0
2000-08-03,20.0
2000-08-10,-9.3333
2000-08-22,10.2941
2000-08-29,-16.6667
2000-09-01,0.0
2000-09-07,0.0
2000-10-06,-4.0
2000-10-09,-6.6667
2000-10-10,0.0
2000-10-11,7.1429
2000-10-13,4.125
2000-10-16,-3.9616
2000-10-19,0.0
2000-10-20,25.0
2000-10-30,-33.3333
2000-10-31,20.0
2000-11-03,-13.3333
2000-11-07,0.0
2000-11-08,0.0
2000-11-10,0.0
2000-11-20,44.2308
2000-11-22,-28.0
2000-11-29,0.0
2000-12-06,-3.7037
2000-12-07,0.0
2000-12-12,-7.6923
2000-12-14,-16.6667
2000-12-15,10.0
2000-12-20,0.0
2000-12-26,0.0
2000-12-27,36.3636
2000-12-28,-20.0
2000-12-29,-33.3333
2001-01-03,-12.5
2001-01-04,14.2857
2001-01-05,0.0
2001-01-09,-30.0
2001-01-10,7.1429
2001-01-12,33.3333
2001-01-17,25.0
2001-01-19,22.0
2001-01-22,-5.7377
2001-01-24,0.0
2001-01-25,0.0
2001-01-26,30.4348
2001-01-29,-23.3333
2001-01-31,0.0
2001-02-01,0.0
2001-02-12,0.0
2001-02-13,0.0
2001-02-15,-47.8261
2001-02-22,0.0
2001-03-08,0.0
2001-03-21,0.0
2001-03-22,0.0
2001-04-06,0.0
2001-04-18,-50.0
2001-04-19,66.6667
2001-05-01,40.0
2001-05-18,-70.0
2001-05-21,185.7143
2001-05-22,-15.0
2001-05-23,-1.9607999999999999
2001-05-29,-6.0
2001-06-25,-14.8936
2001-06-26,0.0
2001-07-02,-25.0
