ticker,SQCC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,0.0
2000-01-12,6900.0
2000-01-18,-98.5714
2000-01-20,34900.0
2000-01-21,-80.0
2000-01-26,-28.5714
2000-01-27,-80.0
2000-02-02,900.0
2000-02-03,0.0
2000-02-04,-50.0
2000-02-07,0.0
2000-02-09,60.0
2000-02-10,134.375
2000-02-15,-73.3333
2000-02-17,0.0
2000-02-22,0.0
2000-02-23,400.0
2000-02-28,100.0
2000-03-03,-90.0
2000-03-06,0.0
2000-03-07,400.0
2000-03-08,-96.0
2000-03-09,3650.0
2000-03-10,-84.0
2000-03-13,150.0
2000-03-14,0.0
2000-03-15,0.0
2000-03-17,133.3333
2000-03-23,-82.8571
2000-03-30,0.0
2000-04-12,0.0
2000-04-17,-50.0
2000-04-20,100.0
2000-04-24,0.0
2000-05-03,66.6667
2000-05-04,0.0
2000-05-08,-90.0
2000-05-12,900.0
2000-05-16,-90.0
2000-05-22,837.5
2000-05-23,-78.6667
2000-05-24,-50.0
2000-06-08,300.0
2000-06-09,-75.0
2000-06-21,0.0
2000-06-27,0.0
2000-07-05,0.0
2000-08-15,500.0
2000-08-24,-16.6667
2000-09-01,0.0
2000-09-05,0.0
2000-09-07,0.0
2000-09-25,0.0
2000-10-02,-76.0
2000-10-11,316.6667
2000-10-13,0.0
2000-10-18,0.0
2000-10-25,-60.0
2000-11-03,0.0
2000-11-14,50.0
2000-11-17,33.3333
2000-11-29,-25.0
2000-12-13,233.3333
2000-12-18,-50.0
2000-12-19,0.0
2000-12-21,20.0
2000-12-22,-47.9167
2000-12-26,0.0
2000-12-27,0.0
2000-12-29,0.0
2001-01-17,0.0
2001-02-01,0.0
2001-02-14,0.0
2001-02-28,0.0
2001-03-15,0.0
2001-04-18,0.2
2001-04-20,59.6806
2001-04-26,-20.0
2001-06-07,-21.7188
2001-07-16,0.0
2001-07-23,0.0
2001-08-03,-4.1916
2001-08-28,0.0
2001-09-20,0.0
2001-10-04,0.0
2001-10-16,-66.6667
2001-10-26,0.0
2001-11-16,300.0
2001-12-05,-75.0
2001-12-18,0.0
2001-12-19,0.0
2001-12-27,0.0
2001-12-31,0.0
2002-01-02,166.875
2002-01-07,-62.5293
2002-01-10,-50.0
2002-03-20,0.0
2002-03-25,0.0
2002-03-26,137.5
2002-04-16,-57.8947
2002-05-01,0.0
2002-05-20,0.0
2002-05-29,0.0
2002-06-04,0.0
2002-08-06,0.0
2002-10-15,-80.0
2002-10-16,0.0
