ticker,CRSM US Equity
2009-10-29,-5.8824
2009-11-09,6.25
2009-11-16,0.0
2009-11-17,0.0
2009-11-23,-76.4706
2009-12-14,0.0
2009-12-17,0.0
2009-12-22,125.0
2009-12-23,0.0
2009-12-24,5.5556
2009-12-28,10.526299999999999
2009-12-29,-23.8095
2009-12-31,0.0
2010-01-21,12.5
2010-01-22,0.0
2010-02-02,-11.1111
2010-02-08,31.25
2010-02-18,14.2857
2010-02-25,0.0
2010-03-01,0.0
2010-03-04,100.0
2010-03-05,0.0
2010-03-17,-33.3333
2010-03-24,0.0
2010-03-25,0.0
2010-03-29,0.0
2010-04-06,400.0
2010-04-08,-50.0
2010-04-16,20.0
2010-04-19,-33.3333
2010-04-20,0.0
2010-04-30,-50.0
2010-05-03,0.0
2010-05-04,-65.625
2010-05-06,45.4545
2010-05-07,200.0
2010-06-01,-33.3333
2010-06-16,50.0
2010-06-30,-66.6667
2010-07-07,0.0
2010-07-23,0.0
2010-07-27,-18.75
2010-08-03,0.0
2010-08-05,23.0769
2010-10-13,-18.75
2010-11-18,0.0
2010-11-19,7.6923
2010-12-10,0.0
2010-12-15,0.0
2010-12-27,14.2857
2010-12-31,200.0
2011-01-13,0.0
2011-01-21,-33.3333
2011-01-28,0.0
2011-03-16,-43.75
2011-04-04,0.0
2011-04-07,166.6667
2011-05-03,-60.4167
2011-05-17,0.0
2011-05-24,-31.5789
2011-06-16,-15.3846
2011-06-23,18.1818
2011-06-24,0.0
2011-07-12,0.0
2011-07-20,0.0
2011-08-01,-15.3846
2011-08-30,18.1818
2011-12-14,-23.0769
2012-04-09,-40.0
2012-04-19,700.0
2012-04-23,33.3333
2012-04-26,-50.0
2012-05-02,0.0
2012-05-04,-50.0
2012-05-23,0.0
2012-06-05,300.0
2012-11-09,-79.6875
2013-01-02,23.0769
2013-06-11,162.5
2013-06-28,-66.6667
2013-09-10,0.0
2013-09-20,207.1429
2013-09-23,11.6279
2013-10-02,0.0
2013-10-28,-33.3333
2013-12-18,0.0
2014-01-17,0.0
2014-02-18,0.0
2014-05-02,93.75
2014-05-27,-48.3871
2014-09-22,25.0
2014-09-23,20.0
2014-10-28,-16.6667
2014-11-20,0.0
2014-11-21,0.0
2014-11-24,0.0
2014-12-05,12.5
2014-12-10,-35.5556
2014-12-30,0.0
2015-03-02,10.3448
2015-03-03,75.0
2015-03-05,0.0
2015-03-11,-14.2857
2015-03-19,0.0
2015-04-27,27.0833
2015-05-21,-21.3115
2015-05-29,0.0
2015-06-30,0.0
2015-07-08,-33.3333
2015-08-11,50.0
2015-08-13,-16.6667
2015-09-04,0.0
2015-09-15,0.0
2015-09-25,-25.0
2015-11-16,0.0
2016-01-15,0.0
2016-02-29,0.0
2016-03-22,6.6667
2016-05-19,-6.25
2016-07-01,33.3333
2016-07-05,100.0
2016-07-06,100.0
2016-07-07,100.0
2016-07-08,-35.0
2016-07-11,-53.8462
2016-07-15,-16.6667
2016-08-09,0.0
2016-08-10,-20.0
2016-08-29,25.0
2016-10-03,60.0
2016-10-13,25.0
2016-10-14,0.0
2016-10-17,-30.0
2016-10-21,42.8571
2016-10-24,0.0
2016-10-25,45.0
2016-10-26,56.4655
2016-10-27,-11.8457
2016-10-28,-30.0
2016-10-31,-35.7143
2016-11-01,-11.1111
2016-11-02,17.1875
2016-11-03,-14.6667
2016-11-04,6.25
2016-11-07,0.0
2016-11-08,-5.8824
2016-11-09,12.5
2016-11-10,-16.6667
2016-11-11,-5.0
2016-11-16,12.2807
2016-11-17,-8.5938
2016-11-18,0.0
2016-11-21,21.3675
2016-11-22,48.5915
2016-11-23,100.9479
2016-11-25,30.6604
2016-11-28,-39.3502
2016-11-29,-30.9524
2016-11-30,3.4483
2016-12-01,0.0
2016-12-02,100.0
2016-12-05,-50.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-15,-13.3333
2016-12-19,1.9231
2017-01-05,5.6604
2017-01-09,8.0357
2017-01-13,38.843
2017-01-17,42.8571
2017-01-18,-2.9167
2017-01-19,-24.4635
2017-01-23,36.3636
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,-14.5833
2017-01-30,20.4878
2017-01-31,27.935200000000002
2017-02-01,-11.3924
2017-02-02,14.2857
2017-02-03,-25.0
2017-02-06,0.4167
2017-02-07,-2.0747
2017-02-08,-0.2119
2017-02-09,-15.0743
2017-02-10,19.5
2017-02-14,-15.8996
2017-02-15,-0.4975
2017-02-21,-9.25
2017-03-03,75.4821
2017-03-06,-48.5086
2017-03-07,2.439
2017-03-08,-4.7619
2017-03-15,-12.5
2017-03-16,0.0
2017-03-27,-5.3571
2017-03-28,-3.7736
2017-03-30,-4.7059
2017-04-07,-17.6955
2017-04-10,-18.5
2017-04-27,7.9755
2017-05-02,-9.0909
2017-05-18,-25.0
2017-05-24,54.1667
2017-05-30,-13.5135
2017-05-31,-10.0
2017-06-01,-14.5833
2017-06-05,-4.878
2017-06-08,1.1966
2017-06-13,35.1351
2017-06-14,49.0
2017-06-15,0.6711
2017-06-16,-0.0667
2017-06-19,0.0667
2017-06-22,-20.0
2017-06-23,25.0
2017-06-28,0.0
2017-07-06,7.6667
2017-07-11,23.839
2017-08-01,-25.0
2017-08-08,25.6667
2017-08-09,-4.5093
2017-08-11,-16.6667
2017-08-22,-16.6667
2017-08-23,-6.0
2017-08-25,-6.383
2017-09-18,36.3636
2017-09-22,0.0
2017-09-28,33.3333
2017-09-29,0.0
2017-10-05,-24.0
2017-10-06,5.2632
2017-10-09,-3.75
2017-10-13,29.8701
2017-10-26,-20.0
2017-10-27,0.0
2017-10-31,25.0
2017-11-08,0.0
2017-11-09,0.0
2017-11-10,-10.0
2017-11-16,25.0
2017-11-20,-11.1111
2017-11-21,-5.0
2017-11-24,0.0
2017-11-27,0.0
2017-11-29,-4.8684
2017-12-04,5.1176
2017-12-05,-5.2632
2017-12-06,9.4444
2017-12-07,11.6751
2017-12-08,13.6364
2017-12-11,5.28
2017-12-12,-37.31
2017-12-13,3.0303
2017-12-14,23.5294
2017-12-15,-38.0952
2017-12-18,238.4615
2017-12-19,286.3636
2017-12-20,-28.8294
2017-12-21,-45.45
2017-12-22,28.7879
2017-12-26,-17.647100000000002
2017-12-27,5.4286
2017-12-28,-27.5745
2017-12-29,23.4799
2018-01-02,-16.6667
2018-01-03,17.8182
2018-01-04,-13.3488
2018-01-05,-2.0481
2018-01-08,1.8182
2018-01-09,-10.7143
2018-01-10,18.8
2018-01-11,-4.2088
2018-01-12,-6.1687
2018-01-16,-8.5971
2018-01-17,11.0656
2018-01-18,-3.7823
2018-01-19,-4.5062
2018-01-22,-15.6627
2018-01-23,-21.4286
2018-01-24,3.0303
2018-01-25,39.1588
2018-01-26,5.677
2018-01-29,9.8
2018-01-30,0.1821
2018-01-31,6.3636
2018-02-01,0.8547
2018-02-02,-3.3898
2018-02-05,-21.0526
2018-02-06,-4.7711
2018-02-07,1.0431
2018-02-08,-7.6212
2018-02-09,7.25
2018-02-12,-6.9231
2018-02-13,25.2191
2018-02-14,-10.0
2018-02-15,11.1111
2018-02-20,-10.0
2018-02-21,-12.8222
2018-02-22,14.7081
2018-02-23,-6.6667
2018-02-26,-28.5714
2018-02-27,0.0
2018-02-28,-0.0667
2018-03-01,-6.6044
2018-03-05,-10.7143
2018-03-06,0.0
2018-03-07,60.0
2018-03-08,-37.5
2018-03-09,20.0
2018-03-12,53.3333
2018-03-13,8.587
2018-03-14,0.1001
2018-03-15,0.0
2018-03-16,-5.1
2018-03-19,-2.1075
2018-03-20,6.4586
2018-03-21,-29.2214
2018-03-22,14.2857
2018-03-23,-2.5
2018-03-26,0.0
2018-03-27,7.6923
2018-03-28,0.0
2018-04-02,0.0
2018-04-03,-40.2381
2018-04-04,39.4422
2018-04-05,14.2857
2018-04-09,0.0
2018-04-10,-7.5
2018-04-11,8.1081
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,-20.0
2018-04-17,-9.0625
2018-04-18,37.457
2018-04-19,-12.5
2018-04-20,-14.2857
2018-04-23,0.0
2018-04-24,33.0
2018-04-25,-0.2506
2018-04-26,-2.2613
2018-04-30,-10.0257
2018-05-03,-21.4286
2018-05-04,-20.0
2018-05-07,4.5455
2018-05-08,-13.0435
2018-05-09,0.0
2018-05-10,1.25
2018-05-11,-1.2346
2018-05-14,0.0
2018-05-15,9.5
2018-05-16,-11.4155
2018-05-17,-47.9381
2018-05-18,20.7921
2018-05-21,1.6393
2018-05-22,-0.8065
2018-05-23,13.8211
2018-05-24,-2.1429
2018-05-25,9.4891
2018-05-29,7.3333
2018-05-30,59.6273
2018-05-31,10.8949
2018-06-01,22.807
2018-06-04,-2.8571
2018-06-05,-5.8824
2018-06-06,-21.875
2018-06-07,0.0
2018-06-08,-4.0
2018-06-11,25.0
2018-06-12,-14.0
2018-06-13,-18.9922
2018-06-14,14.8325
2018-06-15,12.5
2018-06-18,1.8519
2018-06-19,-13.0909
2018-06-20,-3.7657
2018-06-21,8.6957
2018-06-22,8.0
2018-06-25,-14.8148
2018-06-26,15.2174
2018-06-27,-17.3585
2018-06-28,0.4566
2018-06-29,0.0
2018-07-02,-4.5455
2018-07-03,4.2857
2018-07-05,0.4566
2018-07-06,3.6364
2018-07-09,-12.2807
2018-07-10,6.5
2018-07-11,3.2864
2018-07-12,-13.6364
2018-07-13,15.7895
2018-07-16,0.0
2018-07-17,0.0
2018-07-19,9.0909
2018-07-20,0.0
2018-07-23,-8.3333
2018-07-24,8.6364
2018-07-25,-7.9498
2018-07-26,-0.5455
2018-07-27,-4.0219
2018-07-30,4.7619
2018-07-31,5.3864
2018-08-01,-0.3666
2018-08-02,0.0
2018-08-03,-11.2987
2018-08-06,0.5368
2018-08-08,-13.1068
2018-08-09,9.3855
2018-08-10,-24.3871
2018-08-13,14.8261
2018-08-14,-11.7647
2018-08-15,26.6667
2018-08-16,-0.5263
2018-08-17,-12.381
2018-08-20,-15.4589
2018-08-21,-7.1429
2018-08-22,0.0
2018-08-23,45.3846
2018-08-24,0.0
2018-08-27,-15.3439
2018-08-28,15.8437
2018-08-29,5.2064
2018-08-30,7.6923
2018-08-31,9.2619
2018-09-04,-12.835
2018-09-05,10.0
2018-09-06,-2.2727
2018-09-07,2.3256
2018-09-10,-16.8182
2018-09-11,23.0874
2018-09-12,-15.6493
2018-09-14,21.5789
2018-09-18,-30.6061
2018-09-19,21.7093
2018-09-20,-17.9908
2018-09-21,5.625
2018-09-24,-26.0355
2018-09-25,-0.8
2018-09-26,0.8065
2018-09-28,-1.32
2018-10-02,-25.4155
2018-10-03,-5.9783
2018-10-04,-0.578
2018-10-05,-18.6047
2018-10-08,10.7143
2018-10-11,-9.6774
2018-10-15,-32.1429
2018-10-16,45.2632
2018-10-17,-20.2899
2018-10-18,-0.9091
2018-10-19,35.7798
2018-10-22,-2.7027
2018-10-24,-33.2639
2018-10-25,39.6462
2018-10-29,1.3413
2018-11-01,-8.8235
2018-11-05,-27.4194
2018-11-06,0.0
2018-11-07,0.0
2018-11-14,-6.6667
2018-11-15,-4.7619
2018-11-16,24.0
2018-11-19,19.9597
2018-11-20,-24.3697
2018-11-27,-35.5556
2018-11-28,71.5517
2018-11-29,0.5025
2018-11-30,-10.0
2018-12-03,11.1111
2018-12-04,50.0
2018-12-06,-4.0
2018-12-07,-44.4444
2018-12-10,4.125
2018-12-12,5.6423
2018-12-13,-6.8182
2018-12-14,17.0732
2018-12-17,-16.6667
2018-12-18,25.0
2018-12-19,-11.5
2018-12-20,-0.226
2018-12-21,-17.3273
2018-12-24,28.7671
2018-12-27,-17.0213
2018-12-28,25.641
2018-12-31,-18.2653
2019-01-03,2.372
2019-01-04,-4.878
2019-01-07,-2.5641
2019-01-08,31.5789
2019-01-09,-34.0
2019-01-10,-15.1515
2019-01-11,38.2143
2019-01-15,-8.6563
2019-01-16,-6.6478
2019-01-17,19.0909
2019-01-18,-5.8524
2019-01-22,6.2162
2019-01-30,-9.4148
2019-01-31,-1.6854
2019-02-01,0.0
2019-02-04,-1.1429
2019-02-05,-21.9653
2019-02-06,60.3704
2019-02-07,-2.194
2019-02-11,1.5348000000000002
2019-02-12,-1.5116
2019-02-15,8.6187
2019-02-19,12.5
2019-02-20,19.8068
2019-02-21,3.2258
2019-02-22,0.0
2019-02-25,-6.25
2019-02-26,-4.3333
2019-02-27,35.8885
2019-02-28,2.5641
2019-03-01,0.0
2019-03-04,95.75
2019-03-05,-6.1303
2019-03-06,1.3605
2019-03-07,34.8993
2019-03-08,8.457699999999999
2019-03-11,19.2661
2019-03-12,0.0
2019-03-13,5.7692
2019-03-14,-5.4545
2019-03-15,-15.7692
2019-03-18,-4.1096
2019-03-19,4.2857
2019-03-20,-9.589
2019-03-21,1.0101
2019-03-22,-27.5
2019-03-25,0.0
2019-03-26,37.931
2019-03-27,20.0
2019-03-28,8.3333
2019-03-29,26.5385
2019-04-01,-22.4924
2019-04-02,29.4118
2019-04-03,4.5455
2019-04-04,-8.1739
2019-04-05,-13.8258
2019-04-08,-35.8974
2019-04-09,18.7429
2019-04-10,-8.0847
2019-04-11,4.1885
2019-04-12,0.0
2019-04-15,-6.1508
2019-04-16,-13.9859
2019-04-17,18.2769
2019-04-18,-4.7368
2019-04-22,-6.9061
2019-04-23,4.451
2019-04-24,-20.4545
2019-04-25,20.7143
2019-04-26,7.1006
2019-04-29,38.1215
2019-04-30,31.6
2019-05-01,-2.7356
2019-05-02,25.0
2019-05-03,12.5
2019-05-06,84.2222
2019-05-07,-4.9457
2019-05-08,-7.3604
2019-05-09,-6.8493
2019-05-10,1.4706000000000001
2019-05-13,0.0
2019-05-14,-17.3913
2019-05-15,-7.0175
2019-05-16,41.5094
2019-05-17,2.6667
2019-05-20,140.2597
2019-05-21,-30.973
2019-05-22,-35.787
2019-05-23,9.7561
2019-05-24,7.7778
2019-05-28,-9.2784
2019-05-29,-15.3409
2019-05-30,-6.0403
2019-05-31,13.7371
2019-06-03,40.0975
2019-06-04,18.3432
2019-06-05,-15.9091
2019-06-06,25.4955
2019-06-07,-24.6231
2019-06-10,-16.0114
2019-06-11,-9.3981
2019-06-12,23.2791
2019-06-13,-12.6904
2019-06-14,2.8279
2019-06-17,1.7731
2019-06-18,-2.2222
2019-06-19,-2.2727
2019-06-20,-1.2791000000000001
2019-06-21,0.0
2019-06-24,4.7114
2019-06-25,-2.1372
2019-06-26,14.9425
2019-06-27,-3.0
2019-06-28,8.8825
2019-07-01,1.8784999999999998
2019-07-02,-10.6877
2019-07-03,-1.1446
2019-07-05,-13.2632
2019-07-08,-17.4757
2019-07-09,1.4706000000000001
2019-07-10,30.4348
2019-07-11,-15.8889
2019-07-12,-3.5667
2019-07-15,2.7397
2019-07-16,-6.6667
2019-07-17,7.1429
2019-07-18,-4.2
2019-07-19,-16.4927
2019-07-22,-4.1667
2019-07-23,-5.2939
2019-07-24,2.8353
2019-07-25,-12.5
2019-07-26,-10.2041
2019-07-29,2.2727
2019-07-30,-19.5556
2019-07-31,20.7182
2019-08-01,2.9748
2019-08-02,-1.6667
2019-08-05,8.3616
2019-08-06,43.4828
2019-08-07,10.4651
2019-08-08,-14.0
2019-08-09,3.8862
2019-08-12,-11.894
2019-08-13,-2.2132
2019-08-14,2.5641
2019-08-15,-20.8333
2019-08-16,-9.4947
2019-08-19,27.9367
2019-08-20,-3.6364
2019-08-21,-9.6226
2019-08-22,-8.142
2019-08-23,-2.0455
2019-08-26,4.4084
2019-08-27,-11.1111
2019-08-28,22.25
2019-08-29,-16.1554
2019-08-30,6.0195
2019-09-03,-1.3067
2019-09-04,9.5571
2019-09-05,1.0638
2019-09-06,-10.7368
2019-09-09,-11.9906
2019-09-10,7.1926
2019-09-11,-7.5
2019-09-12,-25.6757
2019-09-13,2.1818
2019-09-16,28.1139
2019-09-17,-20.2778
2019-09-18,-9.4077
2019-09-19,11.2308
2019-09-20,-10.0968
2019-09-23,24.6154
2019-09-24,2.4938000000000002
2019-09-25,-15.0807
2019-09-26,6.383
2019-09-27,0.0
2019-09-30,-10.0
2019-10-01,0.0
2019-10-02,9.2593
2019-10-03,0.678
2019-10-04,-4.0404
2019-10-07,0.8772
2019-10-08,4.3478
2019-10-09,8.1667
2019-10-10,7.2419
2019-10-11,-5.4597999999999995
2019-10-14,-7.2948
2019-10-15,-6.5574
2019-10-16,2.807
2019-10-17,-6.1433
2019-10-18,3.4327
2019-10-21,-8.5923
2019-10-22,7.6923
2019-10-23,-9.2
2019-10-24,47.4984
2019-10-25,-9.3333
2019-10-28,-2.3529
2019-10-29,11.1446
2019-10-30,0.271
2019-10-31,-0.2703
2019-11-01,-12.7371
2019-11-04,-6.8323
2019-11-05,-0.3333
2019-11-06,0.0167
2019-11-07,1.3208
2019-11-08,2.3102
2019-11-11,-13.2258
2019-11-12,26.3941
2019-11-13,-27.0588
2019-11-14,0.8065
2019-11-15,28.0
2019-11-18,-21.875
2019-11-19,0.0
2019-11-20,28.0
2019-11-21,-9.375
2019-11-22,0.0
2019-11-25,13.7931
2019-11-26,-3.0303
2019-11-27,1.5625
2019-11-29,-7.6923
2019-12-02,-10.1667
2019-12-03,20.5937
2019-12-04,1.5385
2019-12-05,-9.0909
2019-12-06,-0.3333
2019-12-09,-1.6722000000000001
2019-12-10,0.0
2019-12-11,-0.1701
2019-12-12,-41.7376
2019-12-13,22.807
2019-12-16,4.7619
2019-12-17,9.0909
2019-12-18,-10.4167
2019-12-19,-8.8372
2019-12-20,5.6122
2019-12-23,-20.4251
2019-12-24,15.3473
2019-12-26,-10.526299999999999
2019-12-27,-14.7059
2019-12-30,17.2414
2019-12-31,-5.8824
2020-01-02,1.25
2020-01-03,9.5679
2020-01-06,4.2254
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,-14.0541
2020-01-10,12.5786
2020-01-13,-18.9944
2020-01-14,-8.9655
2020-01-15,5.303
2020-01-16,-24.4604
2020-01-17,128.5714
2020-01-21,31.4167
2020-01-22,10.6531
2020-01-23,-16.9054
2020-01-24,11.3793
2020-01-27,-8.5913
2020-01-28,-3.4716
2020-01-29,8.7719
2020-01-30,6.4516
2020-01-31,-34.8485
2020-02-03,-20.9302
2020-02-04,-11.7647
2020-02-05,20.6667
2020-02-06,-14.3646
2020-02-07,19.3548
2020-02-10,0.0
2020-02-11,12.973
2020-02-12,-22.488
2020-02-13,15.4321
2020-02-14,-6.4171
2020-02-18,-20.5714
2020-02-19,15.1079
2020-02-20,1.25
2020-02-21,-7.4074
2020-02-24,-12.6667
2020-02-25,25.1908
2020-02-26,-0.6098
2020-02-27,-35.5828
2020-02-28,14.2857
2020-03-02,-8.3333
2020-03-03,24.5455
2020-03-04,-19.3431
2020-03-05,-4.0724
2020-03-06,13.2075
2020-03-09,-16.6667
2020-03-10,9.0
2020-03-11,-8.2569
2020-03-12,-11.0
2020-03-13,5.618
2020-03-16,12.234
2020-03-17,-4.2654
2020-03-18,-17.8218
2020-03-19,1.2048
2020-03-20,0.0
2020-03-23,-17.8571
2020-03-24,8.6957
2020-03-25,66.6667
2020-03-26,-20.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,-11.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,-6.7416
2020-04-07,-4.8193
2020-04-08,5.0633
2020-04-09,-4.8193
2020-04-13,1.2658
2020-04-14,-25.0
2020-04-15,1.6667
2020-04-17,4.918
2020-04-20,9.375
2020-04-21,0.0
2020-04-22,21.4286
2020-04-23,0.0
2020-04-24,-17.647100000000002
2020-04-27,-14.2857
2020-04-28,0.0
2020-04-29,-16.6667
2020-05-01,23.0
2020-05-04,28.8618
2020-05-05,-24.2902
2020-05-06,0.0
2020-05-07,35.0
2020-05-08,-2.4691
2020-05-11,-24.0506
2020-05-12,66.6667
2020-05-13,-1.5
2020-05-15,10.6599
2020-05-18,-1.8349
2020-05-19,7.4766
2020-05-20,-22.6087
2020-05-21,-21.3483
2020-05-22,64.2857
2020-05-26,4.3478
2020-05-27,28.3333
2020-05-28,39.6104
2020-05-29,60.4651
2020-06-01,-32.1739
2020-06-02,-6.5171
2020-06-03,-12.9143
2020-06-04,7.6115
2020-06-05,8.7805
2020-06-08,-1.7936999999999999
2020-06-09,4.5662
2020-06-10,-14.8472
2020-06-11,2.5641
2020-06-12,-12.5
2020-06-15,2.8571
2020-06-16,0.5556
2020-06-17,-4.4199
2020-06-18,3.5838
2020-06-19,11.0491
2020-06-22,-44.7236
2020-06-23,33.6364
2020-06-24,6.4626
2020-06-25,0.639
2020-06-26,-7.9365
2020-06-29,0.6897
2020-06-30,9.589
2020-07-01,-8.75
2020-07-02,2.7397
2020-07-06,2.5
2020-07-07,3.4146
2020-07-08,-5.6604
2020-07-09,12.0
2020-07-10,-4.7619
2020-07-13,0.0
2020-07-14,-12.5
2020-07-15,1.4285999999999999
2020-07-16,-19.0141
2020-07-17,39.1304
2020-07-20,-7.5
2020-07-21,-5.7432
2020-07-22,12.8315
2020-07-23,4.8285
2020-07-24,-6.0606
2020-07-27,16.129
2020-07-28,1.6667
2020-07-29,9.2896
2020-07-30,-24.0
2020-07-31,-5.2632
