ticker,GCCO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-06-13,-0.7463
2000-09-21,-1.2530999999999999
2005-01-19,84.0102
2007-03-26,65.5172
2007-03-27,2.0833
2008-09-24,22.449
2008-10-16,-26.6667
2009-01-26,4.5455
2009-02-02,-6.5217
2009-02-13,0.093
2009-04-06,2.7077
2009-04-16,0.0
2009-06-18,0.4566
2009-06-24,9.0909
2009-06-29,-3.3333
2009-06-30,0.431
2009-08-04,0.0
2009-10-15,7.7586
2009-12-01,44.0
2009-12-02,-5.5556
2009-12-03,4.4118
2010-08-24,-10.7143
2010-10-08,20.4013
2011-05-24,-14.4118
2011-05-31,16.8385
2011-06-06,-10.8824
2011-06-22,49.0066
2011-07-27,-2.8889
2012-03-22,-27.8846
2012-03-23,0.6667
2012-05-02,3.6424
2012-05-08,0.9585
2012-06-12,6.9841
2012-06-13,0.0
2012-07-16,0.8902
2012-10-18,-15.9292
2012-10-26,0.0
2012-12-18,0.0007
2012-12-19,1.7537
2012-12-21,10.3448
2013-01-07,7.0234
2013-01-18,-4.6875
2013-01-22,0.0
2013-01-23,1.6393
2013-01-24,12.9032
2013-01-29,-4.0
2013-01-31,-1.7856999999999998
2013-02-05,-3.0303
2014-03-11,7.2
2014-03-12,0.0
2014-03-14,1.3682
2014-03-18,1.8405
2014-05-06,2.719
2014-06-10,-5.8818
2014-08-07,1.8801999999999999
2014-08-25,-1.1077
2014-09-03,0.4978
2014-12-01,0.7453
2015-01-07,7.376
2015-03-26,0.3049
2015-08-05,6.7073
2016-02-01,-3.5294
2016-02-11,0.6098
2016-03-07,0.6079
2016-03-17,0.0
2016-03-21,0.3021
2016-04-18,1.506
2016-04-28,0.5935
2016-07-01,0.0562
2016-07-12,-0.6476
2016-07-20,0.5952
2016-11-10,-10.9792
2016-11-18,8.0
2016-11-22,0.3086
2016-12-02,0.0
2016-12-23,0.3086
2016-12-30,0.0
2017-02-06,-3.0769
2017-02-28,3.1746
2017-03-06,0.3086
2017-03-13,-3.0769
2017-03-14,-5.0794
2017-03-15,-0.2676
2017-03-23,0.0
2017-03-27,-2.0791
2017-03-28,-4.1096
2017-03-29,0.0
2017-04-03,-0.7143
2017-04-04,-0.7194
2017-04-05,-0.3623
2017-05-23,-2.7636
2017-05-24,-2.0194
2017-05-30,-1.5267
2017-06-01,-0.3891
2017-07-25,-1.0156
2017-07-26,-4.1042
2017-08-07,0.0
2017-08-22,-2.4691
2017-09-01,3.3898
2017-09-19,-3.709
2017-09-20,-2.1068
2017-09-22,-17.3913
2017-09-26,23.5789
2017-09-28,-5.8773
2017-10-04,5.8824
2017-10-06,-5.5556
2017-10-09,4.0724
2017-10-11,0.0
2017-10-19,-3.9130000000000003
2017-10-25,-0.4525
2017-11-10,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-12-26,-6.0465
2017-12-27,-1.9802
2017-12-28,0.0
2018-01-24,0.6061
2018-01-25,-0.1004
2018-01-29,-0.5025
2018-02-01,0.6061
2018-02-08,0.0
2018-02-16,-1.1295
2018-03-01,2.0564
2018-03-14,0.0
2018-03-16,0.0
2018-03-21,-6.0
2018-03-22,0.5319
2018-04-03,-1.5873
2018-04-04,-2.6882
2018-04-06,0.7735
2018-04-12,1.5351
2018-05-03,-0.1069
2018-07-25,10.8684
2018-08-07,0.0
2018-08-15,-1.9607999999999999
2018-10-03,10.5528
2018-11-06,0.0
2018-12-06,0.0
2019-01-15,-6.5421
2019-02-08,-5.0
2019-02-19,5.2632
2019-02-26,0.0
2019-04-11,0.5025
2019-06-07,0.5025
2019-06-21,22.5
2019-08-05,-2.0441
2019-09-23,0.4176
2019-09-27,-16.8274
2019-10-16,0.3988
2019-12-18,29.7392
2020-02-03,-5.5118
2020-03-18,-7.9498
