ticker,GTXO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-03-18,-19.3333
2008-03-19,23.9669
2008-03-20,0.0
2008-03-25,-0.6667
2008-03-26,4.0268
2008-03-27,4.5161
2008-03-28,1.8519
2008-03-31,0.0
2008-04-01,1.2121
2008-04-02,0.0
2008-04-03,0.0
2008-04-04,1.7964
2008-04-07,0.0
2008-04-08,1.1764999999999999
2008-04-09,-1.1628
2008-04-10,0.0
2008-04-11,0.0
2008-04-14,0.0
2008-04-15,2.3529
2008-04-16,0.0
2008-04-17,-8.046
2008-04-18,8.125
2008-04-21,0.8671
2008-04-22,0.8596
2008-04-23,0.0
2008-04-24,0.8523
2008-04-25,1.4085
2008-04-28,0.0
2008-04-29,7.2222
2008-04-30,-3.6269
2008-05-01,4.3011
2008-05-02,7.732
2008-05-05,3.3493
2008-05-06,0.463
2008-05-07,-0.9217
2008-05-08,12.5581
2008-05-09,11.157
2008-05-12,0.3717
2008-05-13,-13.3333
2008-05-14,8.9744
2008-05-15,-7.451
2008-05-16,1.6949
2008-05-19,-0.8333
2008-05-20,-2.9412000000000003
2008-05-21,-2.5974
2008-05-22,5.7778
2008-05-23,5.042
2008-05-27,-2.0
2008-05-28,-2.8571
2008-05-29,-13.0252
2008-05-30,-11.1111
2008-06-02,-13.587
2008-06-03,5.6604
2008-06-04,7.1429
2008-06-05,7.2222
2008-06-06,6.2176
2008-06-09,5.8537
2008-06-10,7.3733
2008-06-11,-5.1502
2008-06-12,0.0
2008-06-13,4.5249
2008-06-16,-6.9264
2008-06-17,3.2558
2008-06-18,5.4054
2008-06-19,6.8376
2008-06-20,6.8
2008-06-23,0.3745
2008-06-24,0.0
2008-06-25,-1.4925
2008-06-26,-3.7879
2008-06-27,-5.5118
2008-06-30,0.625
2008-07-01,-3.9337
2008-07-02,-0.431
2008-07-03,-2.5974
2008-07-07,2.6667
2008-07-08,-4.7619
2008-07-09,-4.5455
2008-07-10,-3.3333
2008-07-11,-0.9852
2008-07-14,4.9751
2008-07-15,-0.4739
2008-07-16,-4.2857
2008-07-17,-2.9851
2008-07-18,-0.5128
2008-07-21,-6.1856
2008-07-22,-6.044
2008-07-23,-3.5088
2008-07-24,-3.0303
2008-07-25,-2.5
2008-07-28,0.0
2008-07-29,5.1282
2008-07-30,9.7561
2008-07-31,0.0
2008-08-01,1.1111
2008-08-04,4.9451
2008-08-05,0.5236
2008-08-06,-5.1367
2008-08-07,0.4735
2008-08-08,-2.7321999999999997
2008-08-11,-10.1124
