ticker,SPEC US Equity
2014-01-14,7.5
2014-01-17,-0.7752
2014-01-28,172.5
2014-01-29,-1.8349
2014-01-30,0.0
2014-02-06,-3.7382999999999997
2014-02-07,-22.3301
2014-02-10,-40.0
2014-02-11,0.0
2014-02-14,-12.5
2014-02-18,-38.0952
2014-02-19,96.1538
2014-02-21,-49.0196
2014-02-24,0.0
2014-02-25,92.3077
2014-02-26,-30.0
2014-02-27,0.0
2014-02-28,0.0
2014-03-03,-25.7143
2014-03-04,15.3846
2014-03-05,3.3333
2014-03-10,-3.2258
2014-03-11,6.6667
2014-03-18,-18.75
2014-03-20,7.6923
2014-03-21,-3.2143
2014-03-25,-4.059
2014-03-26,7.6923
2014-03-28,-7.1429
2014-04-01,-15.0
2014-04-03,0.0
2014-04-04,0.0
2014-04-07,0.0
2014-04-08,26.6968
2014-04-15,3.5714
2014-04-22,65.5172
2014-04-23,-16.6667
2014-04-30,-47.5
2014-05-05,19.0476
2014-05-07,4.0
2014-05-08,73.0769
2014-05-09,-31.1111
2014-05-12,3.2258
2014-05-13,3.125
2014-05-14,-3.0303
2014-05-15,3.125
2014-05-27,0.0
2014-05-30,18.1818
2014-06-03,0.0
2014-06-04,7.6923
2014-06-09,-30.9524
2014-06-12,20.6897
2014-06-13,20.0
2014-06-17,0.0
2014-07-01,-4.7619
2014-07-09,2.5
2014-07-11,-39.0244
2014-07-15,0.0
2014-07-17,0.0
2014-08-01,4.0
2014-08-05,-3.8462
2014-08-07,0.0
2014-08-18,5.2
2014-08-21,-4.943
2014-09-02,60.0
2014-09-15,-25.0
2014-09-19,-33.3333
2014-09-24,90.0
2014-10-13,-7.8947
2014-10-15,8.5714
2014-10-23,0.0
2014-11-03,-34.2105
2014-11-06,52.0
2014-11-07,-34.2105
2014-11-14,52.0
2014-11-18,-21.0526
2014-11-19,26.6667
2014-11-21,5.2632
2014-11-28,0.0
2014-12-05,12.5
2014-12-08,-15.5556
2014-12-16,5.2632
2014-12-17,0.0
2014-12-22,0.0
2014-12-23,-75.0
2014-12-31,0.0
2015-01-09,0.0
2015-01-13,600.0
2015-01-16,-14.2857
2015-01-20,0.0
2015-01-21,0.0
2015-01-22,3.3333
2015-01-23,-35.4839
2015-01-28,0.0
2015-01-30,0.0
2015-02-03,-27.5
2015-02-04,72.4138
2015-02-10,0.0
2015-02-17,2.0
2015-02-19,-60.7843
2015-02-23,0.0
2015-02-24,47.5
2015-02-26,-66.0593
2015-03-03,0.0
2015-03-20,399.3758
2015-03-23,-78.0
2015-03-27,9.0909
2015-04-20,66.6667
2015-04-21,150.0
2015-04-23,0.0
2015-04-30,-70.0
2015-05-19,13.3333
2015-05-27,-11.7647
2015-05-28,-20.0
2015-06-02,25.0
2015-06-29,133.3333
2015-07-06,-28.5714
2015-07-15,0.0
2015-07-31,-20.0
2015-08-06,0.0
2015-08-12,0.0
2015-08-24,30.0
2015-08-26,-23.0769
2015-08-28,0.0
2015-09-01,0.0
2015-09-08,0.0
2015-09-16,0.0
2015-11-18,0.0
2015-12-17,0.0
2015-12-29,0.0
2016-01-08,0.0
2016-01-15,0.0
2016-01-19,0.0
2016-01-25,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-10,25.0
2016-03-11,-40.0
2016-03-14,-13.3333
2016-04-08,-7.6923
2016-04-13,-16.6667
2016-04-14,0.0
2016-04-20,0.0
2016-04-21,-20.0
2016-04-22,-12.5
2016-04-26,-14.2857
2016-04-28,0.0
2016-04-29,0.0
2016-05-03,-16.4583
2016-05-09,0.0
2016-05-12,230.1746
2016-05-23,-16.0121
2016-05-31,-49.9101
2016-06-06,43.6266
2016-08-09,-49.875
2016-09-14,0.0
2016-09-26,95.5112
2016-09-27,104.0816
2016-09-28,-74.0
2016-09-30,-3.8462
2016-10-03,0.0
2016-12-09,100.0
2016-12-12,0.0
2016-12-30,100.0
2017-01-03,0.0
2017-01-06,-70.0
2017-01-10,0.0
2017-01-25,33.3333
2017-01-26,87.5
2017-01-27,0.0
2017-01-30,0.0
2017-02-01,-5.3333
2017-02-02,5.6338
2017-02-16,-40.0
2017-03-17,-11.1111
2017-04-05,5.7813
2017-04-25,0.0739
2017-04-28,18.0812
2017-05-10,-20.0
2017-06-19,25.0
2017-07-03,225.0
2017-07-06,-75.3846
2017-07-25,0.0
2017-08-08,0.0
2017-08-18,70.4375
2017-08-23,0.0
2017-10-18,140.1907
2017-10-20,0.7634
2017-11-22,-54.5455
2017-12-11,60.0
2017-12-29,-65.6667
2018-01-09,0.0
2018-01-29,0.0
2018-03-22,21.3592
2018-04-17,-18.0
2018-06-08,-1.2195
2018-07-06,227.7778
2018-07-09,-69.4915
2018-07-13,0.0
2018-08-20,145.679
2018-09-07,0.0
2018-09-12,50.7538
2018-09-21,-70.0
2018-09-26,-10.0
2018-10-02,-25.9259
2018-10-09,25.0
2018-10-10,0.0
2018-12-03,0.0
2019-03-11,-33.3333
2019-04-29,2.0
2019-05-02,1.8627
2019-05-14,-1.8287
2019-06-18,0.0
2019-07-12,0.0
2019-08-20,-1.9607999999999999
2019-09-16,0.0
2019-09-17,0.0
2019-10-28,-20.0
2019-10-29,245.0
2019-10-30,0.0
2019-11-01,0.0
2019-11-04,0.0
2019-11-18,0.0
2019-11-26,-50.0
2019-12-09,-44.9275
2019-12-23,31.5789
2019-12-31,38.0
2020-01-03,44.9275
2020-01-08,-9.165
2020-01-09,-44.9331
2020-01-14,99.92
2020-01-15,-58.8
2020-01-17,234.9515
2020-01-22,0.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-29,44.9275
2020-01-31,-81.25
2020-02-07,433.3333
2020-02-10,-30.0
2020-02-12,-72.8571
2020-02-14,64.4737
2020-02-19,56.8
2020-02-20,53.0612
2020-02-21,-48.6667
2020-02-24,12.987
2020-02-25,-7.3563
2020-02-26,5.4591
2020-02-27,0.0
2020-02-28,135.2941
2020-03-02,-5.0
2020-03-04,-42.1053
2020-03-05,-25.3636
2020-03-06,0.0
2020-03-09,82.704
2020-03-10,-44.0
2020-03-11,0.0
2020-03-12,78.5714
2020-03-13,-43.3333
2020-03-16,1.1764999999999999
2020-03-18,0.0
2020-03-19,-1.1628
2020-03-20,61.6471
2020-03-24,-37.409
2020-03-25,16.2791
2020-03-26,35.0
2020-03-27,17.9259
2020-03-31,-0.1256
2020-04-02,-22.6415
2020-04-03,-27.6423
2020-04-06,0.0
2020-04-13,23.5955
2020-04-24,-9.0909
2020-04-27,-11.0
2020-04-29,-1.0112
2020-05-01,0.0
2020-05-04,1.1351
2020-05-06,61.055
2020-05-08,-35.8885
2020-05-18,9.7826
2020-05-26,87.1287
2020-05-27,-0.7937
2020-05-28,-43.2
2020-05-29,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-05,1.4085
2020-06-08,56.4815
2020-06-09,0.0
2020-06-11,-37.8698
2020-06-12,-3.7143
2020-06-16,-1.088
2020-06-17,60.0
2020-06-18,-2.5625
2020-06-22,-1.8601999999999999
2020-06-23,-8.4967
2020-06-25,-27.8571
2020-06-26,-0.8911
2020-07-06,-12.987
2020-07-09,49.2537
2020-07-10,-23.0769
2020-07-13,-13.0
2020-07-15,-1.1494
2020-07-16,29.3605
2020-07-17,-28.0899
2020-07-20,60.0
2020-07-21,-43.8281
2020-07-22,79.4159
2020-07-23,-0.0775
2020-07-27,-50.8922
2020-07-28,10.5845
2020-07-29,85.7143
2020-07-30,61.5385
2020-07-31,-28.5714
