ticker,FMOO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-25,0.0
2000-01-26,-13.7931
2000-02-24,-9.0
2000-03-17,26.4559
2000-03-20,0.8772
2000-03-22,0.0
2000-05-11,-2.6087
2000-06-27,3.4638
2000-12-11,-19.8423
2001-02-21,-6.0254
2002-06-17,48.3591
2002-11-20,-14.4793
2002-12-17,16.8317
2003-06-19,-5.8469
2005-06-28,-0.5416
2005-07-06,16.8317
2005-07-07,5.0847
2005-12-09,3.1682
2005-12-12,4.7244
2005-12-13,1.5038
2005-12-14,2.2222
2007-02-16,-7.0465
2007-02-21,3.2258
2007-05-02,0.7081
2007-05-29,-0.293
2007-10-15,1.7286000000000001
2008-06-09,1.4263
2010-03-19,8.3882
2010-11-02,-14.7947
2010-11-09,17.2727
2010-11-10,4.4186
2010-12-31,-7.1856
2011-02-04,7.2581
2011-02-10,1.8045
2011-03-01,-1.7725
2011-03-14,-0.7519
2011-03-16,3.7121
2011-03-31,-0.4412
2011-09-27,96.2825
2011-09-28,-8.7424
2011-12-13,-48.3333
2011-12-14,24.1935
2011-12-15,1.2987
2011-12-16,1.4102999999999999
2011-12-27,-1.9607999999999999
2012-12-17,5.7921
2012-12-18,5.0
2012-12-27,9.5877
2013-02-19,-8.1365
2013-05-22,0.5506
2013-06-17,0.0
2013-06-21,3.5714
2013-06-28,1.6871
2013-10-30,-4.0439
2014-01-31,7.8619
2014-03-10,-0.5556
2014-05-01,6.177
2014-08-08,-8.057
2014-08-18,9.8266
2014-12-31,-3.6003
2015-01-30,-4.4199
2015-02-02,10.9827
2015-02-03,0.0
2015-03-17,4.6875
2015-04-28,-4.0192
2015-11-09,3.6406
2015-11-10,-0.5076
2015-11-11,0.0
2015-11-13,0.0
2015-11-17,6.3265
2015-12-16,-9.309
2016-01-11,6.5870999999999995
2016-01-20,-0.02
2016-01-25,0.02
2016-01-26,4.0
2016-03-01,-8.6538
2016-03-10,7.3684
2016-03-15,3.9215999999999998
2016-03-17,-3.7736
2016-03-23,1.9607999999999999
2016-03-28,5.9902999999999995
2016-04-14,0.1823
2016-04-29,0.0
2016-05-09,0.0
2016-05-16,-13.1028
2016-05-24,0.5236
2016-06-09,9.375
2016-06-10,2.7619
2016-06-20,1.4828999999999999
2016-09-12,-11.2844
2017-02-27,2.199
2017-03-02,0.1025
2017-03-13,19.7544
2017-03-15,0.9402
2017-07-26,-4.3553
2017-07-27,5.3571
2017-07-28,1.6949
2018-03-19,1.0952
2018-04-10,-5.4393
2019-03-26,4.5045
2019-04-03,18.4416
2019-11-11,-4.271
2020-03-17,-16.2141
2020-03-19,-8.3333
2020-04-23,31.9797
2020-05-26,-13.8462
2020-05-27,-4.0177
2020-06-16,22.7905
