ticker,PRZM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,0.7335
2000-01-04,-14.8058
2000-01-05,7.1225
2000-01-06,-3.7234
2000-01-07,1.105
2000-01-10,-0.5464
2000-01-11,-9.8901
2000-01-12,-8.8415
2000-01-13,-2.3411
2000-01-14,3.0822
2000-01-18,-2.3256
2000-01-19,0.0
2000-01-20,-9.5238
2000-01-21,0.7519
2000-01-24,-6.3433
2000-01-25,1.992
2000-01-26,-2.7344
2000-01-27,-0.4016
2000-01-28,-6.4516
2000-01-31,0.431
2000-02-01,-3.8627000000000002
2000-02-02,0.8929
2000-02-03,13.7168
2000-02-04,-4.2802
2000-02-07,-2.439
2000-02-08,0.0
2000-02-09,-1.6667
2000-02-10,12.7119
2000-02-11,1.5038
2000-02-14,10.7407
2000-02-15,-1.0033
2000-02-16,-1.6892
2000-02-17,2.7491
2000-02-18,-6.3545
2000-02-22,-3.5714
2000-02-23,-5.9259
2000-02-24,-1.1811
2000-02-25,5.9761
2000-02-28,-5.2632
2000-02-29,-5.5556
2000-03-01,-7.1429
2000-03-02,-4.0724
2000-03-03,4.717
2000-03-06,-0.9009
2000-03-07,16.3636
2000-03-08,-3.125
2000-03-09,-6.0484
2000-03-10,-3.8627000000000002
2000-03-13,0.8929
2000-03-14,-2.6549
2000-03-15,-8.1818
2000-03-16,9.901
2000-03-17,-0.9009
2000-03-20,-8.6364
2000-03-21,-12.9353
2000-03-22,2.8571
2000-03-23,6.6667
2000-03-24,6.25
2000-03-27,-8.3333
2000-03-28,-1.0695000000000001
2000-03-29,2.7027
2000-03-30,-10.526299999999999
2000-03-31,-9.4118
2000-04-03,-1.2987
2000-04-04,-13.8158
2000-04-05,-9.9237
2000-04-06,3.3898
2000-04-07,9.8361
2000-04-10,-16.4179
2000-04-11,4.4643
2000-04-12,-0.8547
2000-04-13,-5.1724
2000-04-14,-27.2727
2000-04-17,-19.375
2000-04-18,47.2868
2000-04-19,-54.7368
2000-04-20,-5.814
2000-04-24,8.642
2000-04-25,18.1818
2000-04-26,-8.6538
2000-04-27,1.0526
2000-04-28,0.0
2000-05-01,8.3333
2000-05-02,-12.5
2000-05-03,-3.2967
2000-05-04,0.0
2000-05-05,4.5455
2000-05-08,-2.1739
2000-05-09,0.0
2000-05-10,-11.1111
2000-05-11,10.0
2000-05-12,-6.8182
2000-05-15,-2.439
2000-05-16,-5.0
2000-05-17,21.0526
2000-05-18,-10.8696
2000-05-19,7.3171
2000-05-22,-6.8182
