ticker,NDRA US Equity
2017-12-22,1.7403
2017-12-26,27.1053
2017-12-27,3.5052
2017-12-28,-2.7864
2017-12-29,0.0062
2018-01-02,1.8456000000000001
2018-01-03,-5.6566
2018-01-04,-5.5675
2018-01-05,-8.1633
2018-01-08,-3.2173
2018-01-09,0.773
2018-01-10,-1.0127
2018-01-11,-0.2558
2018-01-12,-6.9231
2018-01-16,-14.6006
2018-01-17,-0.3258
2018-01-18,-8.7349
2018-01-19,-3.9007
2018-01-22,5.1624
2018-01-23,-4.5581
2018-01-24,-0.3309
2018-01-25,0.332
2018-01-26,8.0882
2018-01-29,8.8435
2018-01-30,6.25
2018-01-31,3.2353
2018-02-01,-0.8547
2018-02-02,3.1609
2018-02-05,-2.507
2018-02-06,0.2857
2018-02-07,-2.2792
2018-02-08,2.0408
2018-02-09,-3.1429
2018-02-12,-0.59
2018-02-13,-1.8665
2018-02-14,-1.1218
2018-02-15,6.1346
2018-02-16,-2.3512
2018-02-20,-2.3311
2018-02-21,-3.0211
2018-02-22,1.8692
2018-02-23,-2.1407
2018-02-26,-3.4
2018-02-27,-3.5973
2018-02-28,2.0134
2018-03-01,-4.2763
2018-03-02,1.8900000000000001
2018-03-05,1.1804000000000001
2018-03-06,1.3333
2018-03-07,0.3289
2018-03-08,-1.6393
2018-03-09,2.0
2018-03-12,1.3072
2018-03-13,-3.871
2018-03-14,2.0134
2018-03-15,-1.3158
2018-03-16,-4.0
2018-03-19,0.3472
2018-03-20,-0.6955
2018-03-21,3.8364000000000003
2018-03-22,-1.6779
2018-03-23,-1.7065000000000001
2018-03-26,-2.0833
2018-03-27,-1.0638
2018-03-28,-5.0179
2018-03-29,-1.8868
2018-04-02,1.5385
2018-04-03,-0.3788
2018-04-04,-2.4259
2018-04-05,2.0419
2018-04-06,-10.391
2018-04-09,10.3772
2018-04-10,0.0
2018-04-11,-5.6293
2018-04-12,3.7149
2018-04-13,1.3807
2018-04-16,-3.8833
2018-04-17,-4.0564
2018-04-18,2.1097
2018-04-20,3.5124
2018-04-23,-2.1955999999999998
2018-04-24,0.4082
2018-04-25,0.0
2018-04-26,0.8943
2018-04-27,-0.0806
2018-04-30,0.4032
2018-05-01,1.8072
2018-05-02,0.5917
2018-05-03,13.7255
2018-05-04,-5.5172
2018-05-07,-6.9343
2018-05-08,-9.7647
2018-05-09,6.6102
2018-05-10,5.9883
2018-05-11,-5.7654
2018-05-14,18.3625
2018-05-15,-15.5172
2018-05-16,-12.449
2018-05-17,3.0303
2018-05-18,-9.7964
2018-05-21,0.4665
2018-05-22,-6.1314
2018-05-23,-0.0053
2018-05-24,-1.5905
2018-05-25,1.8973
2018-05-29,16.1742
2018-05-30,-7.7626
2018-05-31,-6.4356
2018-06-01,1.4444
2018-06-04,-6.118
2018-06-05,11.6667
2018-06-06,-14.9254
2018-06-07,4.6784
2018-06-08,-2.7933
2018-06-11,-2.2989
2018-06-12,-5.2941
2018-06-13,6.2112
2018-06-14,7.0175
2018-06-15,20.2186
2018-06-18,10.9091
2018-06-19,-0.6066
2018-06-20,1.8473000000000002
2018-06-21,1.6194
2018-06-22,5.5777
2018-06-25,-3.0189
2018-06-26,-4.6693
2018-06-27,2.8571
2018-06-28,12.3016
2018-06-29,-9.894
2018-07-02,-3.3804
2018-07-03,6.7457
2018-07-05,2.2814
2018-07-06,-2.974
2018-07-09,-8.954
2018-07-10,-1.5486
2018-07-11,4.7232
2018-07-12,-4.898
2018-07-13,-4.9356
2018-07-16,-6.9977
2018-07-17,-5.8252
2018-07-18,7.732
2018-07-19,2.3923
2018-07-20,-2.4252000000000002
2018-07-23,-1.8246
2018-07-24,4.878
2018-07-25,-6.5116
2018-07-26,10.9453
2018-07-27,3.1390000000000002
2018-07-30,3.9130000000000003
2018-07-31,4.1841
2018-08-01,-4.8193
2018-08-02,3.3333
2018-08-03,-0.7758
2018-08-06,-5.3498
2018-08-07,1.3043
2018-08-08,0.0
2018-08-09,0.0
2018-08-10,-0.4292
2018-08-13,-2.1983
2018-08-14,13.2658
2018-08-15,-10.1167
2018-08-16,8.2251
2018-08-17,7.812
2018-08-20,-3.5358
2018-08-21,-0.3846
2018-08-22,1.1583
2018-08-23,2.6718
2018-08-24,-4.0892
2018-08-27,1.5504
2018-08-28,-3.9656000000000002
2018-08-29,0.8426
2018-08-30,-4.2289
2018-08-31,7.4074
2018-09-04,-1.1494
2018-09-05,-7.7132
2018-09-06,-0.462
2018-09-07,8.8776
2018-09-10,4.6349
2018-09-11,10.5556
2018-09-12,3.8526
2018-09-13,3.2258
2018-09-14,-2.5
2018-09-17,-0.641
2018-09-18,-3.2258
2018-09-19,-2.6667
2018-09-20,11.3014
2018-09-21,1.8462
2018-09-24,7.855
2018-09-25,-4.4818
2018-09-26,-0.2933
2018-09-27,-8.5294
2018-09-28,-1.6077
2018-10-01,-2.6144
2018-10-02,3.6913
2018-10-03,0.3236
2018-10-04,-7.7419
2018-10-05,0.0
2018-10-08,0.0
2018-10-09,-1.3986
2018-10-10,-9.5745
2018-10-11,-11.7647
2018-10-12,8.4444
2018-10-15,2.8689
2018-10-16,12.3506
2018-10-17,12.766
2018-10-18,0.6289
2018-10-19,29.375
2018-10-22,8.9372
2018-10-23,-0.8869
2018-10-24,-13.1991
2018-10-25,12.3711
2018-10-26,16.9725
2018-10-29,-1.9607999999999999
2018-10-30,8.0
2018-10-31,0.0
2018-11-01,-7.7778
2018-11-02,-3.012
2018-11-05,3.5197000000000003
2018-11-06,-10.0
2018-11-07,-1.1111
2018-11-08,1.573
2018-11-09,-1.1062
2018-11-12,-7.83
2018-11-13,-3.6408
2018-11-14,0.2519
2018-11-15,5.7789
2018-11-16,-0.7126
2018-11-19,-3.5885
2018-11-20,-1.9851
2018-11-21,4.0506
2018-11-23,-3.4063
2018-11-26,-1.2594
2018-11-27,0.0
2018-11-28,-13.7755
2018-11-29,-6.5089
2018-11-30,4.7468
2018-12-03,-6.6465
2018-12-04,-5.178
2018-12-06,-20.8191
2018-12-07,-4.7414
2018-12-10,-2.7149
2018-12-11,3.7209
2018-12-12,7.1749
2018-12-13,-5.8577
2018-12-14,-4.8889
2018-12-17,-5.6075
2018-12-18,-3.4653
2018-12-19,-1.5385
2018-12-20,-8.8542
2018-12-21,-4.5714
2018-12-24,-5.0659
2018-12-26,18.5821
2018-12-27,-5.3191
2018-12-28,0.0
2018-12-31,-15.7303
2019-01-02,16.6667
2019-01-03,-4.5714
2019-01-04,9.5808
2019-01-07,18.0328
2019-01-08,-4.6296
2019-01-09,4.8544
2019-01-10,0.463
2019-01-11,-0.9217
2019-01-14,-8.8372
2019-01-15,-3.5714
2019-01-16,-3.1746
2019-01-17,1.6393
2019-01-18,0.0
2019-01-22,-7.5269
2019-01-23,4.0698
2019-01-24,-1.6760000000000002
2019-01-25,5.1136
2019-01-28,5.4054
2019-01-29,12.3077
2019-01-30,-0.4566
2019-01-31,-3.6696999999999997
2019-02-01,-2.8571
2019-02-04,-0.9804
2019-02-05,0.495
2019-02-06,-3.9409
2019-02-07,-2.0513
2019-02-08,-2.0942
2019-02-11,8.0214
2019-02-12,-1.9802
2019-02-13,2.0202
2019-02-14,-2.9703
2019-02-15,-3.0612
2019-02-19,-5.2632
2019-02-20,-2.7778
2019-02-21,4.0
2019-02-22,-1.6484
2019-02-25,-1.1173
2019-02-26,-5.6497
2019-02-27,0.0
2019-02-28,-1.1976
2019-03-01,3.0303
2019-03-04,2.9412000000000003
2019-03-05,0.5714
2019-03-06,-0.5682
2019-03-07,-0.5714
2019-03-08,10.9195
2019-03-11,-1.5544
2019-03-12,38.9474
2019-03-13,-4.5455
2019-03-14,-5.5556
2019-03-15,-1.6806999999999999
2019-03-18,2.9915000000000003
2019-03-19,16.1826
2019-03-20,3.5714
2019-03-21,13.4483
2019-03-22,-2.4316
2019-03-25,-3.7382999999999997
2019-03-26,-0.3236
2019-03-27,-3.2468
2019-03-28,-4.698
2019-03-29,-41.5493
2019-04-01,-4.2169
2019-04-02,9.434
2019-04-03,-3.4483
2019-04-04,-4.7619
2019-04-05,-1.875
2019-04-08,0.6369
2019-04-09,-1.8987
2019-04-10,-1.9355
2019-04-11,0.0
2019-04-12,0.0
2019-04-15,-0.6579
2019-04-16,4.4371
2019-04-17,1.4585
2019-04-18,-4.3812999999999995
2019-04-22,0.6602
2019-04-23,-0.6494
2019-04-24,1.3072
2019-04-25,-1.2903
2019-04-26,0.0
2019-04-29,1.9607999999999999
2019-04-30,-1.9231
2019-05-01,-1.9607999999999999
2019-05-02,-3.3333
2019-05-03,6.2069
2019-05-06,-1.9481000000000002
2019-05-07,0.6623
2019-05-08,-5.9211
2019-05-09,2.0979
2019-05-10,-2.7397
2019-05-13,-2.8169
2019-05-14,-0.7246
2019-05-15,-21.4307
2019-05-16,4.0505
2019-05-17,1.7856999999999998
2019-05-20,7.8947
2019-05-21,-2.439
2019-05-22,-3.3333
2019-05-23,-7.7586
2019-05-24,5.6075
2019-05-28,-7.9646
2019-05-29,-1.9231
2019-05-30,9.8039
2019-05-31,4.4643
2019-06-03,-3.4188
2019-06-04,5.3097
2019-06-05,2.521
2019-06-06,-11.4754
2019-06-07,6.4815
2019-06-10,0.8696
2019-06-11,0.8621
2019-06-12,5.1282
2019-06-13,36.6423
2019-06-14,-1.8266
2019-06-17,-6.6667
2019-06-18,2.5844
2019-06-19,2.5446
2019-06-20,6.1728
2019-06-21,-4.0698
2019-06-24,0.6061
2019-06-25,22.8916
2019-06-26,-5.8824
2019-06-27,1.0417
2019-06-28,-11.8557
2019-07-01,-2.924
2019-07-02,-6.0241
2019-07-03,-0.641
2019-07-05,0.0
2019-07-08,1.2903
2019-07-09,3.8217
2019-07-10,-3.0675
2019-07-11,-9.4937
2019-07-12,5.5944
2019-07-15,0.0
2019-07-16,1.6556
2019-07-17,-4.886
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,-0.6849
2019-07-23,2.4138
2019-07-24,2.3569
2019-07-25,-1.9737
2019-07-26,3.3557
2019-07-29,6.4935
2019-07-30,-3.0488
2019-07-31,-5.6604
2019-08-01,-5.3333
2019-08-02,1.4085
2019-08-05,-6.9444
2019-08-06,2.9851
2019-08-07,1.4493
2019-08-08,1.4285999999999999
2019-08-09,-4.2254
2019-08-12,-0.7353
2019-08-13,2.963
2019-08-14,0.0
2019-08-15,-4.3165
2019-08-16,2.2556
2019-08-19,5.1471
2019-08-20,1.3986
2019-08-21,0.0
2019-08-22,6.8966
2019-08-23,-3.871
2019-08-26,4.698
2019-08-27,0.0
2019-08-28,0.641
2019-08-29,-1.2739
2019-08-30,9.6839
2019-09-03,5.2879
2019-09-04,0.5587
2019-09-05,3.7889
2019-09-06,-4.1858
2019-09-09,-5.5866
2019-09-10,1.1953
2019-09-11,-1.7659
2019-09-12,2.3810000000000002
2019-09-13,-1.7442
2019-09-16,0.8876
2019-09-17,-5.5718
2019-09-18,-4.9689
2019-09-19,2.6144
2019-09-20,-0.6369
2019-09-23,-1.5192
2019-09-24,-3.6646
2019-09-25,-9.7635
2019-09-26,-12.3924
2019-09-27,-7.9915
2019-09-30,-1.5327
2019-10-01,-4.717
2019-10-02,4.9505
2019-10-03,1.8868
2019-10-04,6.4815
2019-10-07,0.8696
2019-10-08,-1.7241
2019-10-09,0.8772
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,-3.4783
2019-10-15,4.5045
2019-10-16,4.7414
2019-10-17,13.2428
2019-10-18,-9.71
2019-10-21,2.2297
2019-10-22,-8.0945
2019-10-23,-4.0439
2019-10-24,-6.25
2019-10-25,3.8095
2019-10-28,1.8349
2019-10-29,-0.9009
2019-10-30,-3.2182
2019-10-31,-0.7421
2019-11-01,3.7286
2019-11-04,-3.2935
2019-11-05,0.0
2019-11-06,-0.9434
2019-11-07,0.9524
2019-11-08,-1.2264
2019-11-11,-1.6237
2019-11-12,-0.0583
2019-11-13,0.5634
2019-11-14,0.9757
2019-11-15,-2.4204
2019-11-18,-11.1569
2019-11-19,-16.1333
2019-11-20,-14.473700000000001
2019-11-21,4.6308
2019-11-22,1.4704
2019-11-25,4.3327
2019-11-26,3.3194
2019-11-27,3.3607
2019-11-29,9.1299
2019-12-02,0.2215
2019-12-03,9.7319
2019-12-04,9.4495
2019-12-05,-10.4257
2019-12-06,2.7965
2019-12-09,-0.043
2019-12-10,-2.3989
2019-12-11,-0.8046
2019-12-12,16.6667
2019-12-13,-0.9524
2019-12-16,-0.2981
2019-12-17,0.299
2019-12-18,-3.8462
2019-12-19,35.92
2019-12-20,-7.2984
2019-12-23,-5.6667
2019-12-24,6.4277
2019-12-26,5.9289
2019-12-27,2.9851
2019-12-30,13.0435
2019-12-31,7.6923
2020-01-02,13.0952
2020-01-03,-8.4211
2020-01-06,22.9885
2020-01-07,-10.285
2020-01-08,-5.7243
2020-01-09,-6.0773
2020-01-10,6.4706
2020-01-13,-6.6298
2020-01-14,7.6923
2020-01-15,-6.044
2020-01-16,5.848
2020-01-17,1.105
2020-01-21,2.7321999999999997
2020-01-22,5.8511
2020-01-23,-7.0352
2020-01-24,-7.5676
2020-01-27,-2.924
2020-01-28,-2.1325
2020-01-29,-13.8249
2020-01-30,7.0357
2020-01-31,-3.2366
2020-02-03,0.6897
2020-02-04,1.3699
2020-02-05,2.027
2020-02-06,0.0
2020-02-07,-7.2848
2020-02-10,-5.0
2020-02-11,4.5113
2020-02-12,2.4173
2020-02-13,-2.3602
2020-02-14,-2.8777
2020-02-18,-4.4444
2020-02-19,0.0
2020-02-20,-3.1008
2020-02-21,-2.4
2020-02-24,2.459
2020-02-25,-1.624
2020-02-26,-1.6019999999999999
2020-02-27,-2.5537
2020-02-28,-6.7933
2020-03-02,0.091
2020-03-03,-1.8182
2020-03-04,3.7037
2020-03-05,-0.8929
2020-03-06,0.0
2020-03-09,-3.6036
2020-03-10,-3.7382999999999997
2020-03-11,-2.6311
2020-03-12,-17.928
2020-03-13,9.3549
2020-03-16,-14.1929
2020-03-17,-4.1885
2020-03-18,1.3514
2020-03-19,8.7867
2020-03-20,7.3293
2020-03-23,-10.9284
2020-03-24,17.2412
2020-03-25,-4.5687999999999995
2020-03-26,1.4094
2020-03-27,-14.1243
2020-03-30,-10.1316
2020-03-31,5.7394
2020-04-01,-5.8433
2020-04-02,-6.0735
2020-04-03,3.3349
2020-04-06,-0.8939
2020-04-07,8.5461
2020-04-08,0.8873
2020-04-09,-2.2756
2020-04-13,5.9857
2020-04-14,18.0213
2020-04-15,-0.6738
2020-04-16,-1.1153
2020-04-17,-0.8488
2020-04-20,-4.9724
2020-04-21,-5.5905000000000005
2020-04-22,2.7712
2020-04-23,5.0496
2020-04-24,1.2229
2020-04-27,4.067
2020-04-28,-6.8276
2020-04-29,-3.775
2020-04-30,-0.5128
2020-05-01,-2.5515
2020-05-04,-6.1074
2020-05-05,0.4625
2020-05-06,-4.6684
2020-05-07,8.2353
2020-05-08,-1.3043
2020-05-11,-5.6993
2020-05-12,-1.5182
2020-05-13,-6.6113
2020-05-14,13.5397
2020-05-15,-4.8651
2020-05-18,-4.482
2020-05-19,2.3385
2020-05-20,5.0812
2020-05-21,1.4592
2020-05-22,11.3931
2020-05-26,6.3671
2020-05-27,4.0819
2020-05-28,1.7608000000000001
2020-05-29,3.3708
2020-06-01,-1.087
2020-06-02,-0.1099
2020-06-03,3.4103
2020-06-04,-1.0638
2020-06-05,-0.2688
2020-06-08,-0.8086
2020-06-09,3.0435
2020-06-10,0.327
2020-06-11,-10.6298
2020-06-12,1.7765
2020-06-15,7.687
2020-06-16,12.7093
2020-06-17,4.7619
2020-06-18,-4.5455
2020-06-19,0.0
2020-06-22,-0.9524
2020-06-23,-0.9615
2020-06-24,-6.7864
2020-06-25,-3.1351
2020-06-26,4.3011
2020-06-29,5.1546
2020-06-30,-5.6471
2020-07-01,-3.377
2020-07-02,-3.3229
2020-07-06,-1.1902
2020-07-07,1.3171
2020-07-08,2.7778
2020-07-09,-1.7297
2020-07-10,-2.2442
2020-07-13,0.7652
2020-07-14,-0.5137
2020-07-15,0.3929
2020-07-16,3.4776
2020-07-17,0.5835
2020-07-20,8.4121
2020-07-21,-0.9018
2020-07-22,1.0
2020-07-23,-3.9505
2020-07-24,7.2054
2020-07-27,-2.7981
2020-07-28,2.8786
2020-07-29,-3.8558
2020-07-30,1.0101
2020-07-31,-2.4752
