ticker,SSYT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-26,33.3333
2006-05-30,40.0
2006-05-31,-8.9286
2006-06-02,0.0
2006-06-05,0.0
2006-06-07,0.0
2006-06-08,0.0
2006-06-09,0.0
2006-06-13,-41.1765
2006-06-26,0.0
2006-07-07,70.0
2006-08-28,-31.3725
2006-08-29,-14.2857
2006-08-30,0.0
2006-09-08,0.0
2006-09-11,-16.6667
2006-09-12,0.0
2006-09-15,0.0
2006-09-18,-20.0
2006-09-19,-10.0
2006-09-26,-33.3333
2006-09-27,0.0
2006-09-28,0.0
2006-09-29,0.0
2006-10-02,33.3333
2006-10-04,0.0
2006-10-23,0.0
2006-10-25,0.0
2006-11-09,-12.5
2006-11-15,-28.5714
2006-11-16,20.0
2006-12-05,-16.6667
2006-12-07,-20.0
2006-12-12,25.0
2006-12-13,0.0
2006-12-14,0.0
2006-12-15,-10.0
2006-12-18,-22.2222
2006-12-19,0.0
2006-12-20,14.2857
2006-12-21,0.0
2006-12-22,-12.5
2007-01-09,-14.2857
2007-01-10,-16.6667
2007-01-16,0.0
2007-01-24,-40.0
2007-01-26,33.3333
2007-02-02,0.0
2007-02-09,0.0
2007-02-20,0.0
2007-05-11,0.0
2007-05-17,50.0
2007-05-18,33.3333
2007-05-21,0.0
2007-05-22,0.0
2007-05-24,0.0
2007-05-25,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-01,0.0
2007-06-07,0.0
2007-06-08,0.0
2007-06-13,0.0
2007-06-14,0.0
2007-06-15,0.0
2007-06-18,25.0
2007-06-19,10.0
2007-06-20,18.1818
2007-06-21,-46.1538
2007-06-22,14.2857
2007-06-25,0.0
2007-06-26,-12.5
2007-06-27,28.5714
2007-06-28,0.0
2007-06-29,0.0
2007-07-02,-33.3333
2007-07-03,33.3333
2007-07-05,-25.0
2007-07-06,16.6667
2007-07-10,0.0
2007-07-11,0.0
2007-07-12,0.0
2007-07-13,185.7143
2007-07-16,-50.0
2007-07-17,400.0
2007-07-18,-80.0
2007-07-19,400.0
2007-07-20,-20.0
2007-07-23,0.0
2007-07-25,-12.5
2007-07-26,-28.5714
2007-07-27,0.0
2007-07-30,0.0
2007-08-01,0.0
2007-08-02,0.0
2007-08-03,0.0
2007-08-07,0.0
2007-08-09,0.0
2007-08-16,-20.0
2007-09-14,-40.0
2007-09-17,50.0
2007-09-18,0.0
2007-10-23,0.0
2007-10-29,0.0
2007-10-30,0.0
2007-11-01,-16.6667
2007-11-02,0.0
