ticker,SSYT US Equity
2007-11-05,-33.3333
2007-11-06,0.0
2007-11-16,0.0
2007-11-19,0.0
2007-12-26,-10.0
2007-12-28,0.0
2008-02-01,0.0
2008-02-05,0.0
2008-04-16,0.0
2008-04-17,0.0
2008-04-18,0.0
2008-05-05,-22.2222
2008-05-06,0.0
2008-05-14,-28.5714
2008-05-15,40.0
2008-05-19,-57.1429
2008-06-10,66.6667
2008-06-13,0.0
2008-06-16,40.0
2008-07-16,-71.4286
2008-07-18,50.0
2008-08-21,-33.3333
2008-08-22,0.0
2008-09-24,-25.0
2008-10-22,-33.3333
2008-10-24,0.0
2008-11-03,0.0
2008-12-11,10.0
2008-12-12,218.1818
2008-12-18,-14.2857
2008-12-19,-16.6667
2009-01-12,-16.0
2009-01-13,19.0476
2009-01-26,20.0
2009-01-27,0.0
2009-02-25,0.0
2009-02-26,33.3333
2009-03-18,150.0
2009-03-19,-10.0
2009-03-24,0.0
2009-04-08,-55.5556
2009-04-09,125.0
2009-04-23,-22.2222
2009-04-24,0.0
2009-04-30,-42.8571
2009-05-07,25.0
2009-06-22,0.0
2009-06-23,20.0
2009-06-24,0.0
2009-06-25,0.0
2009-06-29,0.0
2009-06-30,0.0
2009-07-07,0.0
2009-07-08,0.0
2009-07-13,0.0
2009-09-21,-13.3333
2009-09-29,-3.8462
2009-10-22,20.0
2010-01-19,-33.3333
2010-01-21,25.0
2010-02-08,0.0
2010-02-10,0.0
2010-02-11,100.0
2010-02-19,-20.0
2010-03-02,6.25
2010-03-12,-5.8824
2010-03-29,0.0
2010-04-15,-37.5
2010-04-16,0.0
2010-04-19,60.0
2010-05-10,0.0
2010-05-14,0.0
2010-05-17,0.0
2010-05-18,0.0
2010-05-25,0.0
2010-05-27,0.0
2010-05-28,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,12.5
2010-06-10,0.0
2010-06-25,0.0
2010-06-28,11.1111
2010-08-18,-50.0
2010-08-19,100.0
2010-09-14,-60.0
2010-09-21,0.0
2010-09-24,0.0
2010-09-27,25.0
2010-09-28,0.0
2010-09-29,0.0
2010-10-28,-96.0
2010-11-03,900.0
2010-11-16,10.0
2010-11-18,36.3636
2010-11-30,0.0
2010-12-15,-13.3333
2010-12-17,15.3846
2010-12-21,-33.3333
2010-12-22,0.0
2010-12-30,-25.0
2011-01-04,0.0
2011-03-15,-66.6667
2011-03-21,200.0
2011-03-23,-65.8333
2011-04-12,192.6829
2011-04-19,-64.1667
2011-05-06,179.0698
2011-05-09,0.0
2011-05-10,0.0
2011-05-31,-64.1667
2011-06-24,179.0698
2011-06-28,0.0
2011-07-08,0.0
2011-07-14,-64.1667
2011-08-24,0.0
2011-09-16,0.0
2011-09-19,-62.7907
2011-09-29,300.0
2011-10-05,25.0
2011-10-06,50.0
2011-10-11,0.0
2011-10-14,0.0
2011-10-17,0.0
2011-12-06,-33.3333
2012-01-11,-20.0
2012-04-02,-89.0625
2012-05-14,14.2857
2012-05-18,-87.5
2012-06-01,150.0
2012-06-05,0.0
2012-06-26,0.0
2012-08-20,-40.0
2012-09-20,0.0
2013-01-24,0.0
2013-01-29,2566.6667
2013-03-20,-96.25
2013-03-27,2566.6667
2013-04-03,100.0
2013-05-17,0.0
2013-06-14,0.0
2013-07-24,-88.125
2013-07-31,68.4211
2013-08-15,0.0
2013-08-19,0.0
2013-09-19,200.0
2013-09-20,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-10-01,0.0
2013-10-09,66.6667
2013-10-10,0.0
2013-10-11,0.0
2013-10-21,0.0
2013-11-15,0.0
2013-12-10,-80.0
2013-12-11,400.0
2013-12-20,0.0
2013-12-24,-78.75
2013-12-26,370.5882
2014-01-06,0.0
2014-02-06,-78.75
2014-03-07,17.647100000000002
2014-03-26,0.0
2014-04-17,-12.5
2014-06-25,0.0
2014-07-14,357.1429
2014-08-08,-5.0
2014-08-22,-75.6579
2014-09-10,2.7027
2014-09-12,278.9474
2014-09-18,-73.6111
2014-09-19,278.9474
2014-09-24,-73.6111
2014-10-10,5.2632
2014-11-05,5.0
2014-11-21,-35.7143
2014-11-25,114.8148
2014-12-12,-50.0
2014-12-30,-34.4828
2015-01-05,0.0
2015-01-14,163.1579
2015-02-02,-52.0
2015-02-13,0.0
2016-11-11,-91.6667
2017-03-30,0.0
2017-08-28,-99.2
2018-01-10,0.0
2018-02-09,0.0
2018-08-07,29900.0
2018-11-30,-99.6667
2020-01-07,0.0
2020-04-17,0.0
2020-07-30,0.0
