ticker,IHC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.2258
2000-01-04,0.0
2000-01-05,0.4444
2000-01-10,-1.1111
2000-01-12,-2.809
2000-01-14,0.578
2000-01-18,0.0
2000-01-19,1.7241
2000-01-20,-1.6949
2000-01-21,0.0
2000-01-26,1.1494
2000-01-28,-2.2727
2000-01-31,-1.1628
2000-02-01,0.0
2000-02-02,-3.5294
2000-02-03,8.5366
2000-02-04,-2.2472
2000-02-09,3.4483
2000-02-11,-5.5556
2000-02-14,0.0
2000-02-17,-2.9412000000000003
2000-02-18,0.6061
2000-02-22,-1.2048
2000-02-23,7.3171
2000-02-24,3.4091
2000-02-25,2.1978
2000-03-01,3.2258
2000-03-02,6.25
2000-03-03,-6.8627
2000-03-06,11.5789
2000-03-07,-1.8868
2000-03-08,4.8077
2000-03-09,-5.5046
2000-03-10,-1.4563
2000-03-13,0.4926
2000-03-14,1.9607999999999999
2000-03-15,0.9615
2000-03-16,-0.9524
2000-03-17,0.9615
2000-03-20,0.9524
2000-03-21,-6.6038
2000-03-22,0.0
2000-03-23,0.0
2000-03-24,-1.0101
2000-03-27,6.1224
2000-03-29,-9.6154
2000-03-30,-8.5106
2000-03-31,0.0
2000-04-03,0.0
2000-04-04,6.8314
2000-04-10,-4.2177
2000-04-11,0.0
2000-04-12,0.0
2000-04-13,0.0
2000-04-14,-4.5455
2000-04-17,-2.3810000000000002
2000-04-18,0.0
2000-04-19,0.0
2000-04-20,2.439
2000-04-24,-4.7619
2000-04-25,0.0
2000-04-26,5.0
2000-04-27,4.7619
2000-04-28,3.4091
2000-05-01,3.2967
2000-05-02,-2.1277
2000-05-03,6.5217
2000-05-05,-6.1224
2000-05-08,1.087
2000-05-09,-3.2258
2000-05-10,8.3333
2000-05-11,-6.1538
2000-05-12,2.7321999999999997
2000-05-15,-2.6596
2000-05-16,-3.8251
2000-05-18,12.358
2000-05-19,-4.9305
2000-05-22,6.383
2000-05-23,-5.0
2000-05-24,4.7368
2000-05-25,0.0
2000-05-26,-4.5226
2000-05-30,5.2632
2000-05-31,-5.0
2000-06-01,8.4211
2000-06-05,-7.767
2000-06-06,3.1579
2000-06-07,6.1224
2000-06-08,-0.9615
2000-06-09,0.9709
2000-06-12,-5.7692
2000-06-13,6.1224
2000-06-14,-0.9615
2000-06-16,1.9417
2000-06-20,-6.6667
2000-06-21,0.0
2000-06-22,1.0204
2000-06-23,0.0
2000-06-26,6.0606
2000-06-27,0.0
2000-06-30,-6.6667
