ticker,WCVC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-01-29,-19.2
2015-05-05,345.5446
2015-05-06,0.0
2015-05-07,-2.0
2015-05-08,15.6463
2015-05-11,-8.8235
2015-05-12,-3.2258
2015-05-13,-2.5417
2015-05-14,0.0
2015-05-15,2.608
2015-05-20,0.6667
2015-05-21,-0.6623
2015-05-22,6.6667
2015-05-26,0.0
2015-05-27,6.25
2015-05-28,0.0
2015-05-29,-5.8824
2015-06-01,-7.5
2015-06-04,4.7297
2015-06-08,0.0
2015-06-09,3.2258
2015-06-11,-6.25
2015-06-12,-2.6667
2015-06-15,-2.0548
2015-06-16,1.3986
2015-06-22,0.0
2015-06-23,10.3448
2015-06-25,6.25
2015-06-26,-5.8824
2015-06-29,0.0
2015-06-30,6.25
2015-07-01,-5.8824
2015-07-02,0.0
2015-07-06,0.0
2015-07-08,-2.5
2015-07-09,0.0
2015-07-10,0.0
2015-07-14,0.0
2015-07-15,2.5641
2015-07-16,4.375
2015-07-17,-1.1976
2015-07-20,-7.8788
2015-07-22,-1.3158
2015-07-24,-3.3333
2015-07-28,0.0
2015-07-29,-3.4483
2015-07-31,0.0
2015-08-03,3.9286
2015-08-04,-13.4021
2015-08-05,0.8929
2015-08-06,-5.6047
2015-08-14,14.4792
2015-08-18,-6.7334
2015-08-19,-0.0976
2015-08-21,-3.125
2015-08-24,8.4677
2015-08-31,11.5242
2015-09-16,-16.6667
2015-09-21,0.0
2015-09-23,-4.0
2015-09-24,-16.6667
2015-09-30,-63.0
2015-10-01,-29.7297
2015-10-02,0.0
2015-10-05,15.3846
2015-10-06,0.0
2015-10-07,-17.9167
2015-10-08,-6.599
2015-10-09,2.1739
2015-10-12,-23.4043
2015-10-13,11.1111
2015-10-14,0.0
2015-10-15,10.0
2015-10-16,-44.8864
2015-10-19,-1.0309
2015-10-20,32.8125
2015-10-22,24.7059
2015-10-23,0.6289
2015-10-27,-12.5
2015-10-28,-2.8571
2015-10-30,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,-11.7647
2015-11-06,-6.6667
2015-11-10,7.1429
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,33.3333
2015-11-16,5.0
2015-11-18,76.1905
2015-11-19,-2.7027
2015-11-20,25.0
2015-11-23,4.4444
2015-11-24,-14.8936
2015-11-25,-7.5
2015-11-30,-5.4054
2015-12-01,14.2857
2015-12-02,-37.5
2015-12-03,-24.0
2015-12-04,-18.4211
2015-12-07,-3.2258
2015-12-08,-53.3333
