ticker,BPFH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-8.8235
2000-01-04,3.2258
2000-01-05,0.0
2000-01-06,-3.125
2000-01-07,3.2258
2000-01-10,0.0
2000-01-11,-1.5625
2000-01-12,3.1746
2000-01-13,9.2308
2000-01-14,1.4085
2000-01-18,-3.125
2000-01-19,-1.7921
2000-01-20,0.7299
2000-01-21,-0.7246
2000-01-24,0.7299
2000-01-25,1.4493
2000-01-26,1.4285999999999999
2000-01-27,-2.4789
2000-01-28,0.0
2000-01-31,0.0
2000-02-01,0.0
2000-02-02,1.4493
2000-02-03,0.0
2000-02-04,0.7143
2000-02-07,-2.8369
2000-02-08,2.1898
2000-02-09,-2.1429
2000-02-10,-0.7299
2000-02-11,-2.9412000000000003
2000-02-14,4.5455
2000-02-15,-2.8986
2000-02-16,3.7313
2000-02-17,-2.1583
2000-02-18,-1.4706000000000001
2000-02-22,0.0
2000-02-23,4.4776
2000-02-24,-0.7143
2000-02-25,-1.4388
2000-02-28,-2.1898
2000-02-29,-1.4925
2000-03-01,0.7576
2000-03-02,0.7519
2000-03-03,1.4925
2000-03-06,-2.9412000000000003
2000-03-07,3.0303
2000-03-08,0.0
2000-03-09,-0.7353
2000-03-10,-1.4815
2000-03-13,-2.2556
2000-03-15,-0.7692
2000-03-16,6.9767
2000-03-17,0.0
2000-03-20,-4.3478
2000-03-21,1.5152
2000-03-23,3.7313
2000-03-24,6.4748
2000-03-27,6.7568
2000-03-28,-3.7975
2000-03-29,0.0
2000-03-30,0.0
2000-03-31,0.0
2000-04-03,1.3158
2000-04-06,-1.2987
2000-04-07,0.0
2000-04-10,-1.3158
2000-04-11,0.0
2000-04-12,-1.3333
2000-04-13,1.3514
2000-04-14,0.0
2000-04-17,0.0
2000-04-18,-0.6667
2000-04-19,-2.6846
2000-04-20,0.6897
2000-04-25,-2.0548
2000-04-26,0.0
2000-04-28,1.0385
2000-05-01,-1.3889
2000-05-02,0.0
2000-05-03,0.0
2000-05-04,-2.1127
2000-05-09,0.7194
2000-05-10,1.4285999999999999
2000-05-11,-0.7042
2000-05-12,2.1277
2000-05-15,1.3889
2000-05-16,0.0
2000-05-17,1.3699
2000-05-18,0.0
2000-05-19,0.0
2000-05-22,-1.3514
2000-05-23,3.4247
2000-05-24,-1.9868000000000001
2000-05-25,0.0
2000-05-26,2.7027
2000-05-30,0.0
2000-05-31,5.2632
2000-06-01,-3.75
2000-06-02,5.1948
2000-06-05,1.2346
2000-06-06,-2.439
