ticker,CNBX US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-31,0.0
2007-08-06,12.0
2007-08-07,25.0
2007-08-08,2.8571
2007-08-14,-16.6667
2007-08-17,13.3333
2007-08-21,0.0
2007-08-23,0.0
2007-08-28,8.8235
2007-08-30,0.0
2007-09-10,0.0
2007-09-17,5.4054
2007-09-24,-17.9487
2007-10-04,-37.5
2007-10-12,40.0
2007-10-17,0.0
2007-10-19,0.0
2007-10-24,-10.7143
2007-10-26,0.0
2007-11-02,-20.0
2007-12-06,0.0
2008-01-14,0.0
2008-01-25,45.0
2008-01-28,37.931
2008-01-29,-32.5
2008-04-01,-3.7037
2008-07-23,0.0
2008-07-24,3.8462
2008-08-06,-3.7037
2008-09-10,-61.5385
2008-09-11,-10.0
2008-09-12,-22.2222
2008-09-15,0.0
2008-09-24,0.0
2008-10-09,28.5714
2008-10-28,-22.2222
2008-11-11,-28.5714
2008-12-10,-20.0
2008-12-16,-50.0
2009-01-09,50.0
2009-03-20,-33.3333
2009-03-25,-25.0
2009-05-22,266.6667
2009-05-26,72.7273
2009-05-27,0.0
2009-05-28,-21.0526
2009-05-29,0.0
2009-06-01,-13.3333
2009-06-26,0.0
2009-07-09,-38.4615
2009-07-16,-25.0
2009-07-29,0.0
2009-08-06,0.0
2009-08-11,0.0
2009-08-21,-30.0
2009-08-27,376.1905
2009-08-31,-40.0
2009-09-10,-16.6667
2009-10-19,0.0
2009-10-20,0.0
2009-11-06,60.0
2009-11-23,0.0
2009-11-25,0.0
2009-11-27,12.5
2009-12-04,-44.4444
2009-12-29,80.0
2010-01-08,66.6667
2010-01-13,-66.6667
2010-03-16,-20.0
2010-03-19,75.0
2010-03-22,-14.2857
2010-04-27,0.0
2010-06-16,16.6667
2011-01-24,-64.2857
2011-01-26,0.0
2011-02-01,200.0
2011-02-03,33.3333
2011-02-07,-75.0
2011-02-28,102.0
2011-03-02,-0.9901
2011-03-21,-40.0
2011-03-22,-50.0
2011-05-20,16.6667
2011-06-17,188.5714
2011-06-20,23.7624
2011-06-21,20.0
2011-06-23,-16.6667
2011-07-05,140.0
2011-07-06,0.0
2011-07-08,-33.6667
2011-07-14,-74.3719
2011-08-29,1.9607999999999999
2011-08-31,-5.7692
2011-09-06,-34.6939
2011-09-07,-6.25
2011-09-16,-10.0
2011-09-19,-7.4074
2011-09-20,-12.0
2011-10-05,0.0
2011-10-06,-22.7273
2011-12-20,-23.5294
2012-03-22,7.6923
2012-04-02,221.4286
2012-04-04,-66.6667
